,Chromosome,Start,End,Africa-America,Africa-CentralAsiaSiberia,Africa-EastAsia,Africa-Oceania,Africa-SouthAsia,Africa-WestEurasia,America-CentralAsiaSiberia,America-EastAsia,America-Oceania,America-SouthAsia,America-WestEurasia,CentralAsiaSiberia-EastAsia,CentralAsiaSiberia-Oceania,CentralAsiaSiberia-SouthAsia,CentralAsiaSiberia-WestEurasia,EastAsia-Oceania,EastAsia-SouthAsia,EastAsia-WestEurasia,Oceania-SouthAsia,Oceania-WestEurasia,SouthAsia-WestEurasia,Start_b,End_b,name2,Distance
38,chr1,5981065,5982519,0.00232,0.1017,0.12229,0.0502,0.0354,0.00997,0.14938,0.16696,0.04164,0.02393,0.00205,0.00019,0.23475,0.25929,0.17327,0.26626,0.30491,0.21868,0.00848,0.02423,0.00928,5950416,5986586,ESPN,0
39,chr1,5982519,5985543,0.0146,0.03658,0.07004,0.01571,0.04488,0.00792,0.09543,0.12543,8e-05,0.00363,0.0035,0.00566,0.11433,0.18073,0.08986,0.1472,0.23189,0.1496,0.00625,0.00319,0.02281,5950416,5986586,ESPN,0
40,chr1,7892742,7893742,0.00137,0.19214,0.00727,0.01754,0.09328,0.02098,0.20801,0.00181,0.01002,0.07232,0.00858,0.13184,0.13206,0.03691,0.07675,0.00262,0.04978,0.00391,0.03004,6e-05,0.02317,7885238,8350921,RERE,0
41,chr1,8142990,8145794,0.37463,0.32495,0.07456,0.23825,0.08304,0.12404,0.00098,0.12956,0.05806,0.18411,0.06786,0.10996,0.02546,0.14124,0.05962,0.04715,4e-05,0.00773,0.06569,0.01553,0.00946,7885238,8350921,RERE,0
42,chr1,8145794,8146901,0.43951,0.33882,0.06738,0.25588,0.06791,0.08788,0.03368,0.21093,0.17844,0.32143,0.1278,0.12906,0.03461,0.19292,0.0751,0.05935,0.00078,0.00323,0.10635,0.02516,0.00715,7885238,8350921,RERE,0
43,chr1,8146901,8148006,0.37721,0.2524,0.0657,0.19014,0.03617,0.08279,0.02483,0.1765,0.17016,0.30644,0.10823,0.08487,0.03422,0.16272,0.04892,0.02714,0.00903,0.00279,0.09445,0.00819,0.01968,7885238,8350921,RERE,0
44,chr1,8150209,8151590,0.43207,0.26191,0.06,0.3066,0.04955,0.0863,0.05523,0.22702,0.10059,0.38063,0.11706,0.09364,5e-05,0.16124,0.04099,0.11061,0.00298,0.00591,0.21324,0.0444,0.01626,7885238,8350921,RERE,0
45,chr1,8151590,8153006,0.39133,0.23418,0.06414,0.20337,0.04366,0.07178,0.05567,0.19463,0.17772,0.37086,0.12818,0.07125,0.01187,0.1551,0.04472,0.03966,0.00713,0.00108,0.12546,0.01954,0.01221,7885238,8350921,RERE,0
46,chr1,8153006,8154365,0.36292,0.24779,0.05528,0.21024,0.03102,0.0821,0.01669,0.18631,0.1666,0.33731,0.11694,0.10008,0.02256,0.18069,0.06168,0.05401,0.00747,0.00391,0.14322,0.02249,0.02156,7885238,8350921,RERE,0
47,chr1,8154365,8155774,0.39746,0.29085,0.07146,0.26605,0.0452,0.11074,0.02503,0.20644,0.10731,0.37718,0.1045,0.1141,0.0125,0.22023,0.05005,0.07726,0.00935,0.00914,0.20152,0.02249,0.03414,7885238,8350921,RERE,0
48,chr1,8155774,8157376,0.35688,0.2837,0.04241,0.2104,0.04226,0.05926,0.00713,0.19257,0.10508,0.27362,0.11519,0.13849,0.03192,0.18362,0.08623,0.06759,0.00037,0.00293,0.10635,0.0306,0.00535,7885238,8350921,RERE,0
49,chr1,8157376,8158376,0.35829,0.25194,0.04369,0.27396,0.03196,0.08015,0.02344,0.19456,0.04084,0.34438,0.1041,0.10959,7e-05,0.19222,0.05204,0.11646,0.0036,0.0082,0.22876,0.05076,0.02265,7885238,8350921,RERE,0
50,chr1,8158376,8159808,0.35683,0.26655,0.06866,0.16363,0.04511,0.08663,0.01956,0.16013,0.16174,0.28943,0.11291,0.0904,0.04515,0.17035,0.06294,0.02032,0.00641,0.00159,0.068,0.00867,0.01405,7885238,8350921,RERE,0
51,chr1,8186834,8189317,0.39392,0.2594,0.05494,0.24067,0.04241,0.07054,0.03665,0.24121,0.1194,0.33289,0.1143,0.11704,0.00785,0.16515,0.05136,0.08888,0.00213,0.00485,0.14502,0.02895,0.01159,7885238,8350921,RERE,0
52,chr1,8189317,8191058,0.3872,0.30562,0.07612,0.22859,0.10215,0.08329,0.01219,0.13704,0.13947,0.23055,0.09895,0.08885,0.03774,0.13289,0.06639,0.02981,0.0,0.00053,0.05415,0.01762,0.00066,7885238,8350921,RERE,0
53,chr1,8191058,8193387,0.49378,0.36776,0.06625,0.32454,0.14955,0.13854,0.03825,0.25555,0.11358,0.30609,0.12093,0.15385,0.01025,0.14449,0.05827,0.10828,0.00979,0.02012,0.09747,0.02878,0.00365,7885238,8350921,RERE,0
54,chr1,8441202,8445552,0.14308,0.21213,0.10845,0.0214,0.01419,0.00486,0.4892,0.00583,0.09373,0.19799,0.13407,0.418,0.37294,0.11842,0.11628,0.04173,0.16772,0.13255,0.06394,0.03227,0.00175,8440863,8441215,AL139415.1,0
55,chr1,9109901,9112583,0.11312,0.27513,0.04925,0.00118,0.03884,0.02581,0.5492,0.02967,0.13093,0.21871,0.16179,0.46716,0.36661,0.11986,0.11852,0.03868,0.15808,0.12806,0.05281,0.03097,0.00105,9075800,9121512,SLC25A33,0
56,chr1,9324182,9327347,0.05682,0.22923,0.0404,0.04243,0.07367,0.01593,0.06505,0.0007,0.00112,0.00176,0.00751,0.08308,0.08355,0.04786,0.11965,2e-05,0.00532,0.00494,0.00555,0.00345,0.01996,9271708,9366883,CLSTN1,0
57,chr1,9327347,9329877,0.22364,0.07009,0.05624,0.0283,0.1049,0.0105,0.05634,0.05406,0.12012,0.01742,0.15802,0.0,0.01544,0.00997,0.02836,0.01273,0.01072,0.02881,0.04083,0.0014,0.07299,9271708,9366883,CLSTN1,0
58,chr1,9329877,9335553,0.36912,0.07009,0.05624,0.0283,0.12157,0.0105,0.18708,0.18967,0.25768,0.1022,0.32331,0.0,0.01544,0.01707,0.02836,0.01273,0.01857,0.02881,0.05211,0.0014,0.09063,9271708,9366883,CLSTN1,0
59,chr1,9335553,9337554,0.32437,0.04602,0.05624,0.0283,0.1049,0.0105,0.19059,0.15467,0.21888,0.09322,0.27976,0.00366,0.00412,0.02469,0.01074,0.01273,0.01072,0.02881,0.04083,0.0014,0.07299,9271708,9366883,CLSTN1,0
60,chr1,11464039,11465039,0.09234,0.03759,0.15044,0.07379,0.05481,0.00517,0.01638,0.01085,0.00148,0.00596,0.2064,0.05026,0.00807,0.00225,0.1119,0.02002,0.03638,0.25244,0.00164,0.17342,0.12822,11463706,11470544,KIAA2013,0
61,chr1,11467109,11468806,0.37622,0.21568,0.28555,0.12331,0.10919,0.02048,0.09705,0.05678,0.17968,0.14905,0.24489,0.00476,0.0199,0.02451,0.11218,0.04209,0.05171,0.17868,0.00076,0.04608,0.04144,11463706,11470544,KIAA2013,0
62,chr1,11468806,11470055,0.39356,0.21779,0.29322,0.24715,0.06219,0.00016,0.10084,0.01745,0.05643,0.18027,0.3866,0.01967,0.0059,0.04539,0.21938,0.00473,0.10487,0.3195,0.06842,0.24623,0.06545,11463706,11470544,KIAA2013,0
63,chr1,12335922,12337783,0.05975,0.00141,0.03423,0.10117,0.10979,0.09426,0.062,0.10931,0.22283,0.20442,0.18828,0.01739,0.06518,0.07006,0.05378,0.01135,0.01711,0.00769,0.00041,0.00141,0.00395,12335684,12340916,PRAMEF1,0
64,chr1,12338915,12339915,0.0185,0.00454,0.01803,0.15447,0.11318,0.10636,0.03815,0.04571,0.22002,0.14854,0.14019,0.00511,0.11119,0.07138,0.05873,0.04596,0.03416,0.02481,0.00114,0.00898,0.00343,12335684,12340916,PRAMEF1,0
65,chr1,12368731,12370107,9e-05,0.00177,0.00201,0.16496,0.04043,0.02535,0.0026,0.00196,0.15903,0.02912,0.01588,0.00018,0.21722,0.05088,0.03447,0.10202,0.03912,0.02932,0.02265,0.05474,0.00433,12368615,12375422,PRAMEF11,0
66,chr1,12373025,12375659,0.01109,0.08245,0.04126,0.03851,0.00718,0.00014,0.02782,0.00903,0.08822,0.02503,0.00621,0.00059,0.23613,0.09478,0.05433,0.10292,0.06084,0.03621,0.00599,0.02959,0.00823,12368615,12375422,PRAMEF11,0
67,chr1,12388037,12391670,0.08712,0.04259,0.10235,0.0654,0.11856,0.02108,0.21995,0.2552,0.28229,0.28644,0.16434,0.01563,0.00235,0.02316,0.00676,0.00717,0.00057,0.04986,0.01271,0.01705,0.0612,12391387,12392731,HNRNPCL1,0
68,chr1,12401089,12402955,0.09462,0.01203,0.08541,0.06671,0.10719,0.08678,0.12707,0.21474,0.24861,0.26342,0.23615,0.02719,0.01605,0.03661,0.02173,0.00273,0.00024,0.00197,0.00543,0.00027,0.0041,12401097,12405915,PRAMEF2,0
69,chr1,12402955,12403955,0.06061,0.01694,0.04444,0.0995,0.10585,0.10292,0.10055,0.11713,0.22501,0.18641,0.19151,0.00678,0.02675,0.03614,0.02609,0.00357,0.01146,0.0046,0.00266,0.0,0.0034,12401097,12405915,PRAMEF2,0
70,chr1,12403955,12404955,0.06891,0.02085,0.03219,0.10162,0.12383,0.11503,0.132,0.11317,0.23788,0.21888,0.20718,0.00239,0.0328,0.04805,0.03541,0.01181,0.02707,0.01865,0.00324,0.00016,0.00246,12401097,12405915,PRAMEF2,0
71,chr1,12404955,12406097,0.03987,0.02912,0.0639,0.12294,0.15006,0.09354,0.10457,0.11906,0.22605,0.21262,0.15453,0.00951,0.03103,0.05142,0.01585,0.00238,0.01415,0.00024,0.00581,0.00156,0.0144,12401097,12405915,PRAMEF2,0
72,chr1,12406097,12421315,0.07334,0.01625,0.06576,0.08217,0.13775,0.08814,0.1233,0.16177,0.24149,0.22933,0.20373,0.01706,0.0217,0.06296,0.02162,6e-05,0.01715,3e-05,0.02019,2e-05,0.02425,12421245,12421725,AC243961.1,0
73,chr1,12427481,12430333,0.01909,0.07073,0.03199,0.0348,0.01247,0.0,0.0138,0.00246,0.10994,0.04521,0.01532,0.00135,0.2137,0.10467,0.05873,0.08853,0.06273,0.03351,0.00226,0.02714,0.01218,12423167,12430160,PRAMEF4,0
74,chr1,12499745,12504419,0.02346,0.16015,0.09002,0.03104,0.00479,0.04382,0.21142,0.1204,0.00013,0.00455,0.0003,0.00271,0.24005,0.14957,0.28043,0.13905,0.09942,0.2047,0.00671,3e-05,0.01068,12497045,12499835,PRAMEF31P,0
75,chr1,12516612,12519789,0.0137,0.17745,0.10477,0.01178,0.00076,0.07356,0.24194,0.11364,0.0,0.01193,0.01777,0.0,0.2163,0.10439,0.36035,0.11512,0.07367,0.24353,0.01137,0.01539,0.05744,12519593,12522995,PRAMEF18,0
76,chr1,12519789,12520789,0.00468,0.09998,0.06576,0.02548,0.00225,0.05776,0.13711,0.06969,0.00831,0.0092,0.02091,9e-05,0.21416,0.04747,0.26273,0.10864,0.03757,0.18889,0.02829,0.00421,0.06088,12519593,12522995,PRAMEF18,0
77,chr1,12520789,12522036,0.00196,0.0969,0.06191,0.03559,0.0,0.02648,0.07423,0.03494,0.05362,0.00165,0.0326,0.00036,0.22116,0.07768,0.18179,0.11587,0.05507,0.13991,0.02799,0.0015,0.02153,12519593,12522995,PRAMEF18,0
78,chr1,12522036,12523848,0.0039,0.09931,0.1044,0.03226,7e-05,0.00057,0.14513,0.11605,0.01537,0.00415,0.00144,0.00173,0.23681,0.07857,0.1053,0.18817,0.08732,0.12528,0.02907,0.02229,0.00095,12519593,12522995,PRAMEF18,0
79,chr1,12543040,12544417,0.10495,0.00182,0.01238,0.08323,0.05817,0.07136,0.07384,0.10321,0.25964,0.19764,0.20118,0.01707,0.09202,0.06339,0.07197,0.01617,0.00984,0.01495,0.00141,0.00053,0.00024,12544301,12549523,PRAMEF13,0
80,chr1,12544417,12546277,0.07445,0.00175,0.03575,0.08898,0.09655,0.08524,0.08414,0.12674,0.25855,0.22539,0.20105,0.01849,0.05802,0.0614,0.04889,0.00576,0.00965,0.0049,0.00042,0.00029,0.00161,12544301,12549523,PRAMEF13,0
81,chr1,12547277,12548277,0.05412,0.00406,0.01618,0.10274,0.12425,0.12261,0.08762,0.07624,0.23066,0.19963,0.1938,0.00499,0.07325,0.08587,0.07685,0.02347,0.04645,0.04154,0.00492,0.00126,0.00162,12544301,12549523,PRAMEF13,0
82,chr1,12549468,12564684,0.03364,0.01034,0.04383,0.17385,0.11553,0.08904,0.06759,0.08603,0.30503,0.15423,0.13695,0.01362,0.09231,0.06147,0.03453,0.01056,0.01832,0.00272,0.00272,0.00373,0.01124,12544301,12549523,PRAMEF13,0
83,chr1,12566346,12567715,0.00011,0.01378,0.00167,0.15295,0.04478,0.03322,0.00948,0.00073,0.14341,0.03607,0.02527,0.00174,0.23365,0.08091,0.07242,0.09048,0.03995,0.03295,0.0165,0.04566,0.004,12566131,12573147,PRAMEF9,0
84,chr1,12576013,12579818,0.00171,0.10402,0.03378,0.05837,0.01597,0.00299,0.07271,0.01595,0.07598,0.0201,0.00616,0.00822,0.27372,0.13124,0.10027,0.11574,0.0684,0.04952,0.00534,0.02265,0.0053,12579684,12581045,HNRNPCL3,0
85,chr1,12580818,12582504,0.00026,0.03898,2e-05,0.05842,0.01476,0.00187,0.03747,0.00016,0.08142,0.01745,0.00245,0.03976,0.20546,0.0923,0.04009,0.06375,0.01668,0.00234,0.01323,0.0241,0.0044,12579684,12581045,HNRNPCL3,0
86,chr1,12784191,12785430,0.06887,0.00106,0.01095,0.11875,0.09412,0.1219,0.04697,0.07143,0.23191,0.1849,0.19799,0.0135,0.11636,0.08936,0.10819,0.0364,0.02906,0.04588,0.00105,1e-05,0.00102,12783098,12788341,PRAMEF14,0
87,chr1,12809885,12811072,0.00639,0.08786,0.06006,0.03509,0.00192,0.00765,0.19138,0.09094,0.01707,0.00089,2e-05,0.00035,0.20546,0.09873,0.1376,0.13748,0.07224,0.11184,0.01897,0.01373,0.00127,12810340,12813174,PRAMEF19,0
88,chr1,12811072,12812384,0.0056,0.14884,0.1208,0.05197,0.00077,0.03941,0.19871,0.11672,0.02745,0.00668,0.01145,0.00413,0.22703,0.08414,0.2582,0.17654,0.08653,0.22953,0.04522,0.007,0.03691,12810340,12813174,PRAMEF19,0
89,chr1,12812384,12813384,0.00232,0.13304,0.08104,0.00815,0.00021,0.014,0.16709,0.07495,0.00201,0.00282,0.00316,0.00031,0.17815,0.09012,0.21858,0.09182,0.06389,0.14789,0.00797,8e-05,0.01374,12810340,12813174,PRAMEF19,0
90,chr1,12831463,12832603,0.00154,0.01912,0.01289,0.07006,0.01123,0.06562,0.03228,0.01766,0.04797,0.0033,0.03225,1e-05,0.21348,0.05612,0.16266,0.11074,0.04113,0.12401,0.02116,0.00168,0.01577,12830907,12833905,PRAMEF17,0
91,chr1,12832603,12833603,0.04269,0.00552,0.00062,0.20168,0.04324,0.08147,0.01992,0.04213,0.06242,0.0,0.0025,0.00808,0.15483,0.01799,0.03895,0.17966,0.04638,0.0857,0.05296,0.03739,0.00298,12830907,12833905,PRAMEF17,0
92,chr1,12848710,12853116,0.00806,0.05361,0.02128,0.03056,0.01522,5e-05,0.01803,0.0029,0.07648,0.03615,0.00548,0.00226,0.20006,0.10406,0.04013,0.07639,0.05776,0.01978,0.00113,0.0258,0.01616,12851718,12862598,PRAMEF20,0
93,chr1,13552126,13554306,0.12591,0.01105,0.06293,0.04378,0.02633,0.01657,0.07327,0.29638,0.03902,0.04632,0.04639,0.11238,0.01107,0.00269,0.00035,0.18593,0.1559,0.13427,0.00257,0.0057,0.00105,13334971,14562121,KAZN,0
94,chr1,15285632,15288838,1e-05,0.1882,0.00049,0.01227,0.00822,0.00049,0.16372,0.00027,0.01132,0.00637,0.00051,0.17147,0.10472,0.12292,0.20126,0.00769,0.00473,0.00196,0.00044,0.01554,0.01248,15275742,15289413,FLJ37453,0
95,chr1,15430494,15431709,0.02503,0.25175,0.30071,0.38888,0.50439,0.4152,0.19363,0.19281,0.38828,0.45743,0.28538,0.01425,0.08309,0.18889,0.06571,0.0123,0.07631,0.01815,0.03782,0.00035,0.02508,15430450,15430686,AL355994.5,0
96,chr1,15431709,15432709,0.06123,0.24302,0.29756,0.39578,0.45174,0.46191,0.12213,0.13909,0.33913,0.33688,0.29089,0.01595,0.10351,0.12976,0.09867,0.01963,0.04047,0.02805,0.00385,5e-05,0.00335,15431181,15436062,TBC1D3P6,0
97,chr1,15432709,15433940,0.00978,0.09367,0.23892,0.31509,0.34175,0.33492,0.07023,0.18742,0.38628,0.33246,0.2664,0.072,0.20978,0.18784,0.14078,0.01678,0.02191,0.01138,0.00034,0.00095,0.00249,15431181,15436062,TBC1D3P6,0
98,chr1,15433940,15435076,0.01193,0.22092,0.30142,0.45623,0.44,0.45595,0.20885,0.23165,0.51055,0.42332,0.37662,0.02845,0.22558,0.14391,0.12759,0.0604,0.03019,0.03265,0.01137,0.00943,0.0,15431181,15436062,TBC1D3P6,0
