Chromosome,Start,End,Africa-America,Africa-CentralAsiaSiberia,Africa-EastAsia,Africa-Oceania,Africa-SouthAsia,Africa-WestEurasia,America-CentralAsiaSiberia,America-EastAsia,America-Oceania,America-SouthAsia,America-WestEurasia,CentralAsiaSiberia-EastAsia,CentralAsiaSiberia-Oceania,CentralAsiaSiberia-SouthAsia,CentralAsiaSiberia-WestEurasia,EastAsia-Oceania,EastAsia-SouthAsia,EastAsia-WestEurasia,Oceania-SouthAsia,Oceania-WestEurasia,SouthAsia-WestEurasia
1,7831825,7834151,0.27188,0.20247,0.0,0.0,0.0,0.0,0.03156,0.27778,0.22908,0.26685,0.30239,0.20833,0.16226,0.19753,0.23374,0.0,0.0,0.0,0.0,0.0,0.0
1,7834151,7835748,0.27188,0.20247,0.0,0.0,0.0,0.0,0.03156,0.27778,0.22908,0.26685,0.30239,0.20833,0.16226,0.19753,0.23374,0.0,0.0,0.0,0.0,0.0,0.0
1,7835748,7845560,0.0369,0.13895,4e-05,0.00068,0.00257,0.00037,0.27826,0.03682,0.03717,0.05527,0.03078,0.13333,0.15356,0.10591,0.11139,0.00099,0.00198,0.00018,0.00555,0.0016,0.00087
1,7892742,7893742,0.00137,0.19214,0.00727,0.01754,0.09328,0.02098,0.20801,0.00181,0.01002,0.07232,0.00858,0.13184,0.13206,0.03691,0.07675,0.00262,0.04978,0.00391,0.03004,6e-05,0.02317
1,9324182,9327347,0.05682,0.22923,0.0404,0.04243,0.07367,0.01593,0.06505,0.0007,0.00112,0.00176,0.00751,0.08308,0.08355,0.04786,0.11965,2e-05,0.00532,0.00494,0.00555,0.00345,0.01996
1,9327347,9329877,0.22364,0.07009,0.05624,0.0283,0.1049,0.0105,0.05634,0.05406,0.12012,0.01742,0.15802,0.0,0.01544,0.00997,0.02836,0.01273,0.01072,0.02881,0.04083,0.0014,0.07299
1,9329877,9335553,0.36912,0.07009,0.05624,0.0283,0.12157,0.0105,0.18708,0.18967,0.25768,0.1022,0.32331,0.0,0.01544,0.01707,0.02836,0.01273,0.01857,0.02881,0.05211,0.0014,0.09063
1,9335553,9337554,0.32437,0.04602,0.05624,0.0283,0.1049,0.0105,0.19059,0.15467,0.21888,0.09322,0.27976,0.00366,0.00412,0.02469,0.01074,0.01273,0.01072,0.02881,0.04083,0.0014,0.07299
1,10463984,10473179,0.01088,0.20516,0.00388,0.00633,7e-05,0.00516,0.14766,0.02577,0.0008,0.00953,0.02401,0.24972,0.16609,0.20326,0.21822,0.01897,0.00497,0.00014,0.00521,0.01857,0.00626
1,11464039,11465039,0.09234,0.03759,0.15044,0.07379,0.05481,0.00517,0.01638,0.01085,0.00148,0.00596,0.2064,0.05026,0.00807,0.00225,0.1119,0.02002,0.03638,0.25244,0.00164,0.17342,0.12822
1,13552126,13554306,0.12591,0.01105,0.06293,0.04378,0.02633,0.01657,0.07327,0.29638,0.03902,0.04632,0.04639,0.11238,0.01107,0.00269,0.00035,0.18593,0.1559,0.13427,0.00257,0.0057,0.00105
1,15285632,15288838,1e-05,0.1882,0.00049,0.01227,0.00822,0.00049,0.16372,0.00027,0.01132,0.00637,0.00051,0.17147,0.10472,0.12292,0.20126,0.00769,0.00473,0.00196,0.00044,0.01554,0.01248
1,15435076,15438474,0.00113,0.18894,0.19991,0.19536,0.22126,0.25407,0.18167,0.16552,0.19945,0.198,0.19852,0.0001,0.00065,0.00056,0.00234,0.00113,0.00115,0.00388,0.0,0.00056,0.00077
1,20849800,20858109,0.01654,0.11693,0.02114,0.02131,0.01135,0.03434,0.15195,0.0452,0.06522,0.03899,0.00313,0.03974,0.03982,0.05887,0.2217,2e-05,0.00185,0.08823,0.00147,0.09168,0.0717
1,22209743,22213833,0.01455,0.03778,0.02345,0.00677,0.07047,1e-05,0.09399,0.00031,0.00224,0.02501,0.01118,0.11856,0.07433,0.20446,0.03238,0.00418,0.01717,0.02124,0.04156,0.00556,0.05587
1,23142358,23143358,0.04355,0.10842,0.00904,0.04754,0.00069,0.0018,0.22634,0.02151,0.0,0.03899,0.03209,0.17373,0.24027,0.12489,0.06542,0.02359,0.00479,0.01499,0.04247,0.0356,0.00409
1,23553938,23562939,0.03423,0.10898,0.01084,0.0003,0.00822,0.00055,0.2002,0.01411,0.04242,0.06073,0.02715,0.17926,0.10939,0.05908,0.0884,0.00731,0.03668,0.01403,0.01037,0.00129,0.00415
1,23611435,23614415,0.03423,0.10898,0.01084,0.00255,0.00286,0.00398,0.2002,0.01411,0.06522,0.04965,0.03478,0.17926,0.07433,0.07801,0.06474,0.0243,0.0244,0.02379,0.0,0.00017,0.00016
1,24028794,24033637,0.0,0.07009,0.04444,0.33011,0.05754,0.0385,0.05051,0.02914,0.2635,0.03899,0.02347,0.00132,0.13526,9e-05,0.00034,0.1638,0.00076,0.00026,0.14423,0.141,0.00011
1,24033637,24037353,0.0,0.04602,0.10649,0.41137,0.02802,0.06289,0.03292,0.07143,0.33661,0.0188,0.03873,0.02871,0.24693,0.00193,0.01134,0.10855,0.04689,0.00338,0.2923,0.13455,0.02262
1,24595359,24599364,1e-05,0.06506,0.05354,0.0374,0.00286,0.02204,0.05624,0.07143,0.0561,0.00212,0.02105,0.20833,0.16226,0.04118,0.15661,0.0,0.07591,0.01112,0.05404,0.00704,0.04041
1,25109028,25114410,0.10908,0.01152,0.02519,0.09181,0.01853,0.01037,0.05838,0.04717,0.0029,0.21314,0.13022,0.00147,0.04197,0.05795,0.03519,0.03181,0.09148,0.06343,0.19328,0.11899,0.00054
1,25119239,25122433,0.09564,0.0284,0.0618,0.13704,0.00521,0.02973,0.0572,0.02199,0.02738,0.17568,0.15189,0.00704,0.11616,0.07006,0.09228,0.05865,0.12311,0.15604,0.2375,0.19451,0.01282
1,25122433,25127063,0.05203,0.01637,0.04241,0.1128,0.00843,0.03899,0.02585,0.00551,0.0561,0.12115,0.12107,0.00704,0.11616,0.05824,0.08616,0.05865,0.10709,0.14757,0.21887,0.18631,0.0149
1,25137184,25138811,0.08624,0.01296,0.06617,0.15617,2e-05,0.022,0.06505,0.00383,0.02648,0.09249,0.1407,0.02667,0.15746,0.01285,0.05973,0.03252,0.06681,0.14973,0.1687,0.21276,0.02359
1,25141053,25143674,0.0629,0.00129,0.00103,0.09583,0.02229,0.00857,0.11049,0.06774,0.00618,0.15728,0.08731,0.00561,0.1529,0.01434,0.0032,0.10638,0.03927,0.01726,0.20281,0.12299,0.00263
1,25152415,25156784,0.03366,0.00285,0.00464,0.06071,0.03993,0.07406,0.02903,0.02916,0.02738,0.15919,0.13873,7e-05,0.06553,0.06965,0.08984,0.06815,0.09085,0.12426,0.21887,0.18036,0.01055
1,25156784,25161621,0.13181,0.00176,0.04277,0.03437,0.01442,0.02261,0.15812,0.04551,0.07366,0.21196,0.15318,0.05679,0.05487,0.00528,0.01049,0.00071,0.10602,0.10258,0.099,0.07199,0.00259
1,25200751,25202475,0.06059,0.00667,0.00592,0.12466,0.01753,0.03619,0.05624,0.02099,0.0561,0.15015,0.1277,3e-05,0.16226,0.0517,0.06323,0.05642,0.03973,0.06455,0.24624,0.19451,0.00513
1,25219727,25222680,0.03914,0.00901,0.00026,0.07551,0.06881,0.03085,0.09021,0.04952,0.00913,0.18117,0.10564,0.01586,0.13629,0.02805,0.00543,0.0959,0.0963,0.0445,0.23555,0.15542,0.00908
1,25225639,25227832,0.13014,0.00299,0.07594,0.1172,0.00542,0.0355,0.19008,0.03682,0.00524,0.22359,0.20724,0.06779,0.15746,0.02026,0.05442,0.02109,0.143,0.1948,0.20524,0.20318,0.01607
1,25242373,25245879,0.11183,0.02403,0.07477,0.24512,0.0,0.01749,0.06579,0.00824,0.08131,0.11421,0.11675,0.01825,0.21382,0.02471,0.05558,0.09938,0.07478,0.12201,0.24755,0.22016,0.01643
1,26362795,26367853,0.02013,0.08702,0.0307,0.00048,0.00026,0.00516,0.16424,0.00015,0.01908,0.02478,0.00505,0.20869,0.09452,0.07828,0.12696,0.0243,0.03668,0.00973,0.00141,0.00197,0.0076
1,26420878,26435717,0.00456,0.12722,0.01895,0.0089,4e-05,0.0156,0.07579,0.00454,0.02738,0.00381,0.03944,0.05256,0.13867,0.12209,0.20228,0.03194,0.01717,0.05635,0.01009,0.0,0.0173
1,28045529,28047212,0.00016,0.12348,0.00409,0.02415,0.00182,0.00663,0.1449,0.00219,0.02259,0.00077,0.00349,0.16333,0.26571,0.15505,0.15076,0.00881,0.00045,0.00039,0.01362,0.00462,0.00158
1,28239429,28248110,0.04897,0.05636,0.00116,0.0046,0.02918,0.00639,0.22228,0.06238,0.02718,0.15169,0.01407,0.04138,0.10123,0.00628,0.07227,0.00991,0.01869,0.01267,0.05679,0.00017,0.05226
1,28395292,28403244,0.00813,0.21134,0.01291,0.0089,4e-05,0.00141,0.2002,0.0,0.0,0.00923,0.00313,0.26882,0.21296,0.20446,0.25428,0.0,0.01444,0.00551,0.01009,0.00348,0.00189
1,30248280,30250944,0.0005,0.11838,0.18265,0.15146,0.26832,0.1391,0.12832,0.16835,0.17074,0.26326,0.11298,0.00779,0.00288,0.03564,0.00207,0.00123,0.00985,0.00152,0.01799,1e-05,0.01722
1,30250944,30251944,0.06074,0.10604,0.19995,0.18852,0.31659,0.21656,0.27842,0.35114,0.41046,0.53136,0.33922,0.01569,0.01517,0.0619,0.01892,5e-05,0.01212,0.00023,0.0155,0.00042,0.00866
1,30251944,30253188,0.06074,0.10604,0.19995,0.18852,0.31659,0.21741,0.27842,0.35114,0.41046,0.53136,0.34729,0.01569,0.01517,0.0619,0.01728,5e-05,0.01212,2e-05,0.0155,0.00012,0.01155
1,30253188,30254617,0.1215,0.07876,0.09095,0.14815,0.23055,0.1131,0.26333,0.26055,0.37923,0.4201,0.26962,7e-05,0.00796,0.03481,0.0012,0.00653,0.03495,0.00085,0.01075,0.0029,0.02697
1,31713608,31725676,0.02819,0.13566,0.00739,0.00329,0.00031,0.01935,0.24695,0.00949,0.05806,0.03422,0.05651,0.20026,0.0956,0.1241,0.04313,0.02016,0.01072,0.04656,0.00164,0.00567,0.01481
1,31759339,31765013,0.01785,0.24413,0.00249,0.01468,0.02764,0.0043,0.42654,0.031,0.07096,0.08421,0.02958,0.1975,0.17719,0.12929,0.14903,0.00522,0.01354,0.00031,0.00156,0.00251,0.00882
1,31987373,31995474,0.00211,0.16358,0.00082,0.02759,0.00318,0.00112,0.11545,0.00031,0.0561,7e-05,0.00531,0.14417,0.24027,0.12489,0.18977,0.03194,0.00076,0.00392,0.04247,0.0144,0.00799
1,32111658,32122624,0.0011,0.15533,0.00075,0.00148,0.01157,0.01,0.13152,0.0034,2e-05,0.00468,0.01419,0.1737,0.13043,0.08642,0.21582,0.00413,0.01813,0.00545,0.00427,0.01622,0.04185
1,33045588,33077269,0.11502,0.02034,0.00951,0.00056,0.0025,0.00074,0.27549,0.0692,0.12979,0.17119,0.08701,0.05975,0.03382,0.01062,0.02611,0.00516,0.02359,0.00509,0.00593,1e-05,0.00604
1,34492724,34502315,0.02419,0.00185,0.01845,0.12946,0.00063,0.04354,0.04321,0.00117,0.08625,0.03239,0.08926,0.03144,0.18699,0.00034,0.02425,0.06815,0.02585,0.10934,0.14823,0.20107,0.0337
1,34948278,34953716,0.01503,0.20325,0.00405,0.01386,0.0,0.00713,0.32776,0.03078,0.06245,0.01516,0.0015,0.15046,0.12404,0.20737,0.24367,0.00304,0.0042,0.02193,0.01442,0.03445,0.00678
1,35115348,35124999,0.00327,0.06124,0.01139,0.01698,0.00075,0.05909,0.03629,0.02492,0.03933,0.00709,0.07362,0.12121,0.14355,0.07588,0.20583,0.00091,0.00631,0.02056,0.01131,0.01025,0.04666
1,35151337,35156814,0.00978,0.0691,0.00449,0.05702,0.01608,0.00841,0.12832,0.0242,0.02648,0.00037,0.00013,0.03824,0.24307,0.14956,0.11139,0.08297,0.03638,0.02524,0.01766,0.01928,0.00103
1,36026070,36033230,6e-05,0.11112,0.01161,0.03377,0.00063,0.00561,0.10629,0.012,0.04322,0.00026,0.00521,0.18751,0.25792,0.0968,0.14607,0.00745,0.01761,0.0009,0.04352,0.01032,0.00973
1,36129730,36132105,0.07122,0.22541,0.02432,0.00582,0.11968,0.03212,0.04694,0.01245,0.03918,0.00526,0.00509,0.1049,0.16388,0.0197,0.07284,0.00551,0.03791,0.00112,0.06767,0.00913,0.02387
1,37648748,37650183,0.00338,0.0517,0.00651,0.05702,1e-05,0.01079,0.02809,0.01801,0.10401,0.00387,0.02007,0.09259,0.21261,0.05383,0.09181,0.02818,0.00594,0.00082,0.05744,0.01382,0.00991
1,40048885,40056008,0.02819,0.11135,0.02629,0.00329,0.00893,0.03429,0.21761,0.00102,0.05806,0.00876,0.00013,0.23333,0.07519,0.17797,0.25163,0.04899,0.00479,0.00045,0.02348,0.05537,0.00799
1,40142165,40147742,0.01939,0.19995,0.01068,0.00296,0.10114,0.00134,0.09845,0.00147,0.04052,0.02823,0.00721,0.12,0.24478,0.0197,0.13477,0.02165,0.04754,0.00363,0.12223,0.00584,0.06885
1,41384763,41385763,0.07293,0.05644,0.0003,0.01386,0.02331,0.00278,0.26889,0.06238,0.02718,0.17731,0.08435,0.06173,0.13526,0.00997,0.02808,0.00991,0.02834,0.00495,0.07336,0.02421,0.0087
1,44012489,44017025,6e-05,0.16305,0.00651,0.01016,0.05654,1e-05,0.16001,0.00694,0.00913,0.04679,1e-05,0.22588,0.09839,0.03184,0.1375,0.03178,0.09945,0.00656,0.01717,0.00776,0.05143
1,44060434,44074133,0.00778,0.14495,0.00128,0.00738,0.05817,0.00524,0.22827,0.00294,2e-05,0.09947,0.01901,0.16726,0.22596,0.02437,0.07904,0.00262,0.07575,0.01161,0.10063,0.01946,0.02532
1,44829960,44830960,0.0651,0.03987,0.00227,0.00954,0.00134,0.0,0.21382,0.0849,0.13882,0.08497,0.04983,0.02313,0.01085,0.02751,0.03259,0.00263,0.00012,0.00204,0.00401,0.00746,0.00113
1,45060415,45071892,0.01286,0.187,0.00904,0.00289,0.01425,0.00367,0.24695,0.00102,0.00524,0.04441,0.00288,0.26531,0.21261,0.10288,0.23147,0.00135,0.04468,0.00106,0.02617,1e-05,0.03222
1,45269220,45274976,0.00944,0.17037,0.00523,0.02131,8e-05,0.00186,0.09399,0.02927,0.00224,0.00789,0.00211,0.21947,0.07433,0.16287,0.13853,0.04734,0.00659,0.01125,0.0189,0.00855,0.0012
1,45486543,45487916,0.0369,0.13895,0.00271,0.00071,0.01922,0.00507,0.27826,0.02199,0.05806,0.09178,0.01332,0.17673,0.11836,0.05749,0.18065,0.00589,0.03611,0.00041,0.01131,0.00807,0.04314
1,45838898,45860246,0.00137,0.11232,0.02439,0.01754,0.00033,0.00013,0.14764,0.01203,0.01002,0.00041,0.00179,0.22477,0.22596,0.12602,0.08599,0.00026,0.01907,0.02618,0.01362,0.01631,0.00081
1,48127581,48132363,0.01689,0.05644,0.02623,0.10084,0.03463,5e-05,0.14766,0.08173,0.23036,0.10054,0.01195,0.00805,0.01544,0.00446,0.04639,0.03516,0.0007,0.0259,0.03027,0.07646,0.03206
1,48186237,48204742,9e-05,0.03935,0.01735,0.0859,0.18759,0.01273,0.03629,0.01778,0.08818,0.17731,0.00787,0.10476,0.01145,0.06042,0.00587,0.17006,0.29978,0.05656,0.01917,0.0266,0.0914
1,50873587,50898726,0.15907,0.00175,0.01139,0.04063,0.01964,0.01817,0.22634,0.10063,0.08919,0.09667,0.06471,0.02135,0.06449,0.03317,0.0276,0.0107,0.00117,0.00094,0.00555,0.00457,1e-05
1,50899726,50912348,0.01654,0.17037,0.02613,0.00014,0.01135,0.01165,0.2002,0.0,0.0207,0.03899,0.02715,0.26882,0.15468,0.10099,0.0884,0.0292,0.05996,0.04695,0.01192,0.01022,0.00013
1,51104985,51115108,0.00211,0.25324,0.00082,0.02399,0.02784,0.01418,0.1907,0.00031,0.01132,0.01222,0.00423,0.23073,0.12803,0.1241,0.13886,0.01559,0.01962,0.0092,0.00017,0.0005,0.00141
1,51754200,51758567,0.02523,0.16358,0.01648,0.00346,0.00012,0.00697,0.22634,0.05364,0.0207,0.02871,0.03092,0.07929,0.18037,0.15503,0.09679,0.02709,0.01375,0.00166,0.00482,0.01348,0.0053
1,51881726,51893120,0.02888,0.07906,0.03055,0.03722,0.00642,0.00143,0.1907,0.00027,0.0005,0.05745,0.01397,0.20026,0.21261,0.04159,0.09044,0.00141,0.06385,0.01669,0.06955,0.01928,0.01331
1,52410832,52420534,0.02029,0.1601,0.00022,0.00935,0.02137,0.00186,0.06505,0.02437,0.05931,0.08651,0.02592,0.17143,0.20757,0.26535,0.17049,0.00678,0.01717,0.00091,0.00218,0.00166,0.00628
1,53007984,53010964,0.10096,0.06124,7e-05,0.07953,0.10187,0.00392,0.31172,0.09216,0.00524,0.00295,0.05185,0.06425,0.27564,0.30972,0.08302,0.07246,0.09458,0.00301,0.0002,0.03909,0.05607
1,53010964,53012264,0.10172,0.03035,0.00274,0.02364,0.09954,0.00115,0.25101,0.12526,0.04252,0.00212,0.06204,0.01488,0.11093,0.236,0.03654,0.0396,0.12956,0.0073,0.02656,0.01157,0.06773
1,54371380,54372716,0.0024,0.10002,0.03055,0.00035,0.01143,0.00143,0.12832,0.01411,0.00516,0.00281,0.00013,0.23077,0.08855,0.17559,0.11139,0.03702,0.00473,0.01669,0.01576,0.00262,0.00416
1,57826719,57830876,0.08084,1e-05,0.02151,0.0918,0.00193,0.0193,0.08401,0.18148,0.34848,0.10874,0.01585,0.02235,0.11616,0.00219,0.01557,0.04056,0.01072,0.07193,0.07846,0.11737,0.03087
1,61525294,61528369,0.37865,0.04824,0.00618,0.06719,8e-05,0.02056,0.18219,0.29989,0.15235,0.36965,0.19721,0.01987,0.00161,0.0444,0.00303,0.03219,0.00487,0.00604,0.06277,0.00807,0.01804
1,61528369,61531475,0.29533,0.12797,0.03629,0.06925,0.00066,0.00779,0.07483,0.15484,0.10103,0.36915,0.20347,0.02768,0.00551,0.18189,0.06426,0.00698,0.05368,0.01022,0.10249,0.02805,0.01366
1,62054126,62068025,0.2472,0.10146,0.12805,0.31131,4e-05,0.00215,0.03694,0.01203,0.00618,0.24065,0.20652,0.00536,0.07257,0.09699,0.07751,0.03515,0.12204,0.12147,0.3036,0.27718,0.00163
1,62068025,62069793,0.14421,0.2524,0.14047,0.23836,0.0,0.02736,0.02789,0.00057,0.04092,0.12226,0.20586,0.01433,0.00445,0.22179,0.32381,0.02687,0.12581,0.2394,0.2143,0.3048,0.02299
1,67182574,67185993,0.03722,0.10517,0.05576,0.01143,0.00643,0.00234,0.25101,0.00031,0.01132,0.06907,0.01698,0.29641,0.18143,0.06166,0.12241,0.01559,0.09772,0.03099,0.03305,0.00292,0.01585
1,67349875,67356566,0.00152,0.10842,0.03823,0.00289,0.00021,0.00367,0.07745,0.06022,0.00962,0.00064,0.00825,0.25037,0.13258,0.09957,0.14515,0.02224,0.04426,0.01624,0.0046,1e-05,0.00555
1,69195951,69199768,0.00013,0.13648,0.02466,0.01833,0.0042,0.00533,0.1447,0.025,0.02367,0.00252,0.00278,0.25284,0.26784,0.09942,0.07235,0.00021,0.0486,0.0504,0.0395,0.03436,0.00011
1,71877399,71879284,0.0478,0.00363,0.00699,0.08014,0.00733,0.00126,0.08155,0.08964,0.26286,0.0936,0.02694,0.00043,0.07407,0.00056,0.00732,0.04946,1e-05,0.01308,0.05404,0.06645,0.01284
1,74025122,74026122,0.2009,0.02266,0.0,0.0,0.0,0.0,0.13027,0.20569,0.16672,0.19683,0.18272,0.02347,0.01738,0.02199,0.00897,0.0,0.0,0.0,0.0,0.0,0.0
1,74034082,74035082,0.12205,0.00078,0.02613,0.0181,0.02407,0.03149,0.13336,0.22881,0.18649,0.21923,0.25059,0.02347,0.01738,0.02199,0.02711,0.0,0.0,0.0,0.0,0.0,0.0
1,74035082,74036287,0.22364,0.02266,0.0,0.0,0.0,0.0052,0.13336,0.22881,0.18649,0.21923,0.19742,0.02347,0.01738,0.02199,0.00526,0.0,0.0,0.00551,0.0,0.00348,0.00496
1,74036287,74037546,0.2009,0.02266,0.0,0.0283,0.0,0.0052,0.13027,0.20569,0.18076,0.19683,0.1894,0.02347,0.04026,0.02199,0.00526,0.0292,0.0,0.00551,0.02754,0.02878,0.00496
1,74037546,74039695,0.21465,0.03071,0.01291,0.0089,0.01188,0.01924,0.13336,0.22881,0.18649,0.21923,0.19742,0.02347,0.01738,0.02199,0.00526,0.0,0.0,0.00551,0.0,0.00348,0.00496
1,74642883,74643883,0.08155,0.09255,0.01178,2e-05,0.03717,0.00026,1e-05,0.03576,0.09566,0.21058,0.05511,0.04138,0.10123,0.23145,0.06633,0.00991,0.08864,0.00796,0.03687,0.00011,0.0397
1,77504389,77508959,0.00554,0.12905,0.00075,0.11643,0.01003,0.01,0.18255,0.00237,0.11795,0.00037,0.00032,0.14632,0.43883,0.20687,0.18737,0.09864,0.0053,0.00545,0.07846,0.05199,0.0
1,78021390,78023884,0.06071,0.10681,0.18579,0.09073,0.05957,0.06399,0.3093,0.40935,0.28622,0.22515,0.20948,0.01578,0.00056,0.01581,0.01134,0.02224,0.05917,0.04509,0.01037,0.00717,2e-05
1,78023884,78039851,0.00338,0.10119,0.17798,0.08833,0.07414,0.02108,0.16952,0.27155,0.15436,0.11633,0.034,0.02347,0.00027,0.00739,0.03022,0.0292,0.04441,0.07313,0.00482,0.02444,0.01552
1,80725577,80728022,0.02694,0.00134,0.02891,0.16498,0.01188,0.0097,0.01622,0.00027,0.06277,0.06786,0.00211,0.01684,0.13206,0.02199,0.00387,0.05751,0.05413,0.00499,0.21417,0.09081,0.02573
1,85775275,85776541,0.00597,0.01601,0.0112,0.22093,0.05977,0.01319,0.00214,0.00096,0.15135,0.024,0.0013,7e-05,0.12538,0.01423,1e-05,0.11172,0.01544,4e-05,0.05395,0.10856,0.01497
1,85835441,85841175,0.03423,0.06506,0.06288,0.0374,0.00286,0.0,0.15195,0.00694,0.0,0.04965,0.02347,0.20579,0.16226,0.04118,0.06018,0.00763,0.08392,0.05228,0.05404,0.02606,0.00252
1,86676900,86681829,0.00211,0.13675,0.0146,0.00889,0.05191,0.02772,0.09399,0.02927,0.00224,0.02753,0.01118,0.21947,0.07433,0.02093,0.03238,0.04734,0.1079,0.06456,0.01683,0.00556,0.00215
1,88471728,88473184,0.06032,0.06059,0.00049,0.31617,0.01291,0.00156,0.00101,0.06246,0.36549,0.07664,0.02303,0.0641,0.3934,0.0818,0.02296,0.30477,0.00898,0.00347,0.2193,0.31124,0.01922
1,91611811,91614426,0.01233,5e-05,0.12072,0.00432,0.05933,0.02464,0.01221,0.05406,0.00259,0.11631,0.05286,0.11905,0.00374,0.06166,0.02318,0.08111,0.32154,0.2158,0.09094,0.03905,0.00615
1,93307842,93318021,0.02013,0.06678,0.0514,0.00742,0.04453,0.00928,0.13996,0.00551,0.00524,0.00381,0.00288,0.21947,0.10939,0.20446,0.1194,0.02224,0.00018,0.01624,0.01847,1e-05,0.0128
1,93669317,93670835,0.36905,0.37039,0.43933,0.33846,0.25869,0.15936,0.00063,0.01641,0.0,0.01579,0.0351,0.01161,0.00059,0.0231,0.04853,0.0161,0.0692,0.11634,0.0151,0.0356,0.00793
1,93670835,93671835,0.21804,0.18782,0.23633,0.10216,0.12647,0.08116,0.00198,0.00044,0.02718,0.01444,0.02173,0.00433,0.01449,0.00651,0.01422,0.0319,0.02217,0.03787,0.00143,0.00011,0.00241
1,100613959,100626272,0.0,0.0,0.01072,0.2917,0.02802,0.01589,0.0,0.00694,0.23018,0.0188,0.0096,0.00845,0.25769,0.02256,0.01201,0.24309,0.00659,0.00286,0.18227,0.20219,0.00056
1,100771660,100778020,0.0664,0.10163,7e-05,0.00696,0.00671,0.00012,0.32111,0.06005,0.04252,0.1088,0.05223,0.1049,0.16388,0.05872,0.0802,0.00551,0.00816,0.00037,0.02614,0.00696,0.0046
1,104547903,104555819,0.0718,0.05759,0.0116,0.00038,0.00041,0.00214,0.26902,0.13138,0.07096,0.08421,0.07121,0.01913,0.07369,0.05006,0.02763,0.01499,0.00764,0.00296,0.00156,0.00338,0.00073
1,108625549,108629090,0.00597,0.28258,0.02844,0.01227,0.07361,0.06534,0.19883,0.00694,0.00104,0.03239,0.02628,0.13935,0.18143,0.07588,0.04937,0.0032,0.01116,0.01419,0.02443,0.0216,0.00047
1,109692632,109694977,0.07584,0.24944,0.07261,0.28765,0.04533,0.1338,0.05837,0.00024,0.08991,0.00526,0.00702,0.05975,0.00362,0.09357,0.01557,0.08252,0.00353,0.01302,0.12223,0.02751,0.02843
1,109703741,109707594,0.09174,0.14066,0.13363,0.20972,0.01947,0.14392,0.00304,0.00086,0.03496,0.03618,0.00165,0.00062,0.02165,0.06729,8e-05,0.02628,0.05819,0.00025,0.1323,0.01979,0.06443
