Chromosome,Start,End,Africa-America,Africa-CentralAsiaSiberia,Africa-EastAsia,Africa-Oceania,Africa-SouthAsia,Africa-WestEurasia,America-CentralAsiaSiberia,America-EastAsia,America-Oceania,America-SouthAsia,America-WestEurasia,CentralAsiaSiberia-EastAsia,CentralAsiaSiberia-Oceania,CentralAsiaSiberia-SouthAsia,CentralAsiaSiberia-WestEurasia,EastAsia-Oceania,EastAsia-SouthAsia,EastAsia-WestEurasia,Oceania-SouthAsia,Oceania-WestEurasia,SouthAsia-WestEurasia
chr1,180765737,180781390,0.18438,0.15132,0.0834,0.00914,0.00247,0.00158,0.5135,0.03357,0.16716,0.19923,0.15335,0.35026,0.26465,0.10761,0.08976,0.04059,0.10232,0.09293,0.01951,0.01318,6e-05
chr1,181625688,181671986,0.01801,0.28633,0.05446,0.11773,0.10193,0.02902,0.18199,0.00637,0.04885,0.03356,0.00109,0.14017,0.0389,0.04017,0.12196,0.02488,0.01854,0.00157,0.00029,0.0274,0.02524
chr1,182173161,182219988,0.0227,0.12752,0.00401,0.02856,0.05625,0.00082,0.22139,0.04601,0.1098,0.14913,0.02403,0.10139,0.04244,0.03173,0.10129,0.01344,0.03327,0.00101,0.00257,0.01664,0.03908
chr1,182249184,182323702,0.03838,0.0948,0.0095,0.00797,0.0074,0.00832,0.20157,0.06185,0.1242,0.08221,0.0429,0.04308,0.15605,0.05941,0.03628,0.02948,0.00041,0.0,0.03576,0.02068,0.0004
chr1,183914609,183924669,0.002,0.00611,0.01161,0.05154,0.05429,0.00067,0.00105,0.00315,0.07685,0.0361,0.00025,0.0007,0.09672,0.02552,0.00195,0.10855,0.01687,0.00542,0.21055,0.04926,0.03238
chr1,184395876,184484106,0.00299,0.1834,0.00245,3e-05,0.00044,9e-05,0.12342,0.00998,0.00207,0.00096,0.00147,0.21539,0.14871,0.15591,0.16603,0.00244,0.0044,0.00293,0.00018,1e-05,0.00011
chr1,189213627,189229439,0.00304,0.01246,0.04036,0.17456,0.02763,0.00444,0.00332,0.05188,0.21897,0.04174,0.01035,0.08308,0.27407,0.06983,0.02404,0.04812,0.00137,0.0174,0.06766,0.10383,0.00876
chr1,189261666,189320558,0.00661,0.15296,0.01871,0.00486,0.0347,0.00416,0.11132,0.00219,0.02518,0.00974,0.00021,0.07006,0.22867,0.0408,0.08188,0.03913,0.00322,0.00426,0.05973,0.01383,0.01309
chr1,191259657,191342273,0.18806,0.14393,0.07821,0.00125,0.00313,0.00125,0.50385,0.04321,0.21642,0.20623,0.14874,0.34149,0.21539,0.09746,0.08153,0.06294,0.10051,0.0822,0.0081,0.00366,0.00027
chr1,191681936,191818644,0.10274,0.00995,0.02184,0.09799,0.0011,0.01531,0.21382,0.03346,0.00045,0.09917,0.12496,0.06,0.20185,0.0197,0.0012,0.02947,0.01454,0.06519,0.09268,0.12641,0.0236
chr1,194418954,194495368,0.02315,0.00194,0.11655,0.16686,0.04897,0.04565,0.02935,0.02962,0.06791,0.0016,0.00297,0.12,0.2236,0.05921,0.03609,0.0071,0.02781,0.01536,0.0655,0.03429,0.00088
chr1,194511032,194552464,0.00658,0.14122,0.01023,0.04189,0.0877,0.0277,0.098,3e-05,0.08527,0.04199,0.00434,0.10602,0.34336,0.01413,0.05097,0.10085,0.05066,0.00578,0.24587,0.11986,0.01905
chr1,197592942,197651131,0.01578,0.09611,0.02744,0.10479,0.0566,0.01769,0.03347,0.06276,0.19751,0.13772,0.0516,0.16703,0.33569,0.29511,0.16151,0.01699,0.00054,0.00239,0.02881,0.03549,0.00713
chr1,198059558,198136338,0.02851,0.06842,0.04036,0.04542,0.00257,0.00278,0.17687,0.00071,0.00182,0.01448,0.02888,0.1607,0.20274,0.09078,0.02031,0.00017,0.02292,0.05049,0.02694,0.04381,0.00857
chr1,198266730,198345737,0.04726,0.02146,0.00952,0.15589,0.00017,0.00025,0.13336,0.01023,0.03307,0.03406,0.02908,0.04223,0.26512,0.01895,0.00618,0.07312,0.00617,0.00952,0.12476,0.10306,0.00064
chr1,198398895,198448244,0.46575,0.40866,0.5405,0.46887,0.33835,0.18956,0.04334,0.00551,0.0561,0.11283,0.06857,0.06589,0.00572,0.02796,0.03079,0.05865,0.15585,0.13089,0.06603,0.04244,0.0063
chr1,199235884,199279306,0.00674,0.11838,0.01837,0.09539,0.00529,4e-05,0.17015,0.00232,0.15135,9e-05,0.00466,0.2027,0.00114,0.15393,0.08466,0.17399,0.00333,0.0155,0.12913,0.0645,0.00478
chr1,199715072,199742982,0.01168,0.09157,0.00303,0.05467,0.00073,0.001,0.15631,0.00385,0.02349,0.01817,0.00519,0.13009,0.25115,0.07824,0.10412,0.03897,0.0069,0.00049,0.06814,0.03538,0.00338
chr1,199747784,199757641,1e-05,0.11693,0.02613,0.00014,0.01613,0.00142,0.09578,0.03516,0.00024,0.01182,0.00086,0.20833,0.10757,0.03454,0.07518,0.0292,0.05325,0.02013,0.01501,0.00166,0.00708
chr1,203758238,203812014,0.02789,0.24705,0.00334,0.00545,0.03087,0.00456,0.0923,0.00967,0.01085,1e-05,0.00809,0.17458,0.17988,0.10878,0.17367,4e-05,0.01147,7e-05,0.01056,0.0,0.0104
chr1,204495030,204502207,0.0086,0.12576,0.0162,0.03102,0.06977,0.01668,0.20137,0.04167,0.07685,0.11419,0.03366,0.05333,0.03491,0.01029,0.03754,0.00272,0.01914,0.00013,0.0067,0.00125,0.01354
chr1,205893329,205944345,0.02824,0.17305,0.01031,0.00275,0.00041,0.00012,0.2614,0.00448,0.05962,0.02905,0.02085,0.21438,0.16326,0.13898,0.16525,0.02176,0.01274,0.00834,0.00071,0.00331,0.00092
chr1,205971244,205988214,0.04588,0.08879,0.0517,0.00077,0.00043,0.00821,0.27826,0.00102,0.05806,0.06679,0.01046,0.29877,0.11836,0.08772,0.12507,0.04899,0.07255,0.01172,0.00265,0.00352,0.01263
chr1,206129389,206161962,0.06645,0.10517,0.01916,7e-05,3e-05,0.00013,0.31172,0.02199,0.08117,0.06679,0.04318,0.20592,0.11093,0.10981,0.09668,0.01605,0.01765,0.01426,1e-05,1e-05,3e-05
chr1,207938359,207988624,0.01755,0.00733,0.05759,0.09332,0.03582,0.00798,0.02266,0.06661,0.20589,0.05841,0.01406,0.01781,0.01476,0.00539,0.00033,0.0021,0.00605,0.01239,0.00165,0.00478,0.00196
chr1,209788004,209790064,0.20608,0.13288,0.15581,0.15948,0.01141,0.00439,0.01901,0.01079,0.00996,0.15635,0.26828,0.00121,0.00174,0.08378,0.19394,4e-05,0.10298,0.23056,0.1081,0.22259,0.03466
chr1,211069223,211086344,0.0,0.09299,0.0467,0.00019,0.00087,0.00057,0.09826,0.04422,0.00024,0.0008,0.00047,0.23231,0.0928,0.0897,0.09145,0.03404,0.0656,0.03447,0.00178,6e-05,0.00272
chr1,211746616,211758113,0.01286,0.08593,0.03823,0.00289,0.00751,0.01751,0.13996,0.00551,0.00524,0.03422,0.00016,0.21947,0.10939,0.04357,0.15864,0.02224,0.07478,0.00189,0.01766,0.00516,0.04501
chr1,212049342,212097034,0.03379,0.07453,0.00053,0.00233,0.01774,0.00012,0.20252,0.021,0.01766,0.0657,0.02404,0.06973,0.09676,0.00672,0.04261,0.00054,0.02111,0.001,0.02443,0.00238,0.013
