"chr","start","end","genes","WestEurasia.SouthAsia","WestEurasia.Africa","WestEurasia.CentralAsiaSiberia","WestEurasia.Oceania","WestEurasia.America","WestEurasia.EastAsia","SouthAsia.Africa","SouthAsia.CentralAsiaSiberia","SouthAsia.Oceania","SouthAsia.America","SouthAsia.EastAsia","Africa.CentralAsiaSiberia","Africa.Oceania","Africa.America","Africa.EastAsia","CentralAsiaSiberia.Oceania","CentralAsiaSiberia.America","CentralAsiaSiberia.EastAsia","Oceania.America","Oceania.EastAsia","America.EastAsia"
"1",115311978,115317878,"SIKE1",NA,NA,0,NA,NA,0.02785,NA,0,NA,NA,0.02094,0,NA,NA,0.02227,0,0,-0.00449,NA,0.01577,0.0149
"1",116228153,116233562,"VANGL1",-0.00423,0.01469,-0.01001,-0.00791,0.015,-0.00277,-0.00516,-0.00798,-0.01614,0.04469,0.01027,0.01281,-0.00608,0.07946,0.0412,-0.01469,0.01097,-0.0105,0.04109,0.0025,-0.00276
"1",116233562,116349965,"VANGL1, CASQ2",-0.01057,-0.00972,-0.00482,0.00325,0.00305,0.00508,-0.01225,-0.00773,0,0,0,-0.00795,0,0,0,0,0,0,NA,NA,NA
"1",119480895,119484040,"TBX15",0,-0.00862,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA
"1",12128306,12136933,"TNFRSF8",0,0,0.01594,0,0,0,NA,0.02328,NA,NA,NA,0.02436,NA,NA,NA,0.01871,0.01788,0.02475,NA,NA,NA
"1",1242403,1245425,"ACAP3, PUSL1",-0.01026,-0.00635,0.00302,-0.00292,0.00259,0.00432,-0.01014,0,-0.00941,0,0,0,0.00233,0,0,0.01532,NA,NA,0.01389,0.01884,NA
"1",13503895,13504199,"PRAMEF9, PRAMEF19",-0.00492,-0.00454,-0.00166,-0.00898,0.00125,-0.00488,-0.00777,0.02016,-0.01003,0.04396,-0.00952,-0.00281,-0.00646,0.01537,-0.01105,-0.00066,-0.0039,0.00353,0.00641,-0.00773,0.02473
"1",13504199,13508240,"PRAMEF9, PRAMEF19",0.04007,0.01331,-0.00151,-0.01563,-0.01117,0.0229,-0.00777,0.02016,0.0123,0.04736,-0.00952,-0.00281,-0.00463,0.01753,-0.01105,-0.01928,-0.00168,0.00353,-0.01815,0.00013,0.02739
"1",13512627,13526732,"PRAMEF9, PRAMEF19, PRAMEF20",0.04685,0.00613,0.00069,-0.01565,-0.00731,0.02771,0.00202,0.02016,0.0123,0.06863,-0.00916,-0.00954,-0.01228,0.01901,-0.00685,-0.01928,0.01441,0.00305,-0.01354,-0.00044,0.04415
"1",13725296,13733660,"PRAMEF20",0.00579,0.07665,0.15621,0.0094,0.00862,0.04804,0.01711,0.10171,0.06201,0.05972,-0.00027,0.04218,0.2121,0.20547,-0.00649,0.32562,0.31881,0.06652,-0.02278,0.15405,0.1487
"1",143645795,143648120,"NA",0.00367,0.07411,0.00479,-0.00562,0.01045,0.00562,0.14747,0.04738,0.02281,0.06124,0.04197,0.00731,0.02837,-0.00366,0.0172,-0.01646,-0.02024,-0.01392,-0.01376,-0.01224,-0.01329
"1",143648120,143664598,"NA",-0.00236,-0.00557,-0.00778,-0.00783,0.00534,0.00959,0.0076,-0.01067,-0.01284,0.03315,0.03366,-0.00487,-0.00414,-0.00874,-0.00551,-0.02037,0.01541,0.01464,0.01723,0.01539,-0.01445
"1",144146792,144224420,"NBPF20",-0.00023,0.00081,-0.00939,-0.00825,-0.00683,-0.0063,0.0292,-0.00702,-0.00445,0.00519,-0.00895,-0.00288,-0.00288,-0.00913,0.01132,-0.01998,-0.01796,-0.01278,-0.02052,-0.01134,-0.00614
"1",144274620,144292174,"NBPF20",0.01088,-0.00777,-0.0054,0.00179,-0.00212,-0.00193,0.01845,0.02979,-0.01339,-0.01352,0.03823,-0.01227,0.00776,0.00168,-0.00841,0.0225,0.01285,-0.01283,-0.02272,0.02615,0.01764
"1",144294333,144400682,"NBPF20, NA",0.00828,0.13739,-0.00246,0.01873,0.01694,0.00056,0.06422,-0.00691,-0.01292,-0.01363,-0.00897,0.10944,0.03246,0.03212,0.10872,0.00372,0.00199,-0.01209,-0.02269,-0.00151,-0.0029
"1",144452805,144456917,"NBPF20, NA",0.00378,0.00099,0.08052,-0.00383,-0.00538,-0.00753,-0.00979,0.21287,0.03,0.0245,0.01084,0.07421,0.01084,0.00874,0.00438,0.05506,0.05856,0.0887,-0.02265,-0.01075,-0.01236
"1",144456917,144472316,"NBPF20, NA",-0.00666,0.01095,0.08697,0.03148,0.02466,0.00527,0.00427,0.15188,0.06527,0.0571,0.01603,0.0847,0.0492,0.04307,0.0333,-0.00774,-0.00231,0.0363,-0.02216,-0.00247,-0.00612
"1",144482042,144482471,"NBPF20, NA",0.00786,-0.00393,-0.00767,0.06264,0.02723,0.01587,0.02906,-0.01134,0.01877,-0.00734,-0.01146,0.00143,0.11209,0.06111,0.04022,0.04357,0.00616,-0.00645,-0.0131,0.01101,-0.00974
"1",144482471,144488959,"NBPF20, NA",0.00718,0.05993,-0.00455,0.06024,0.04083,0.01251,0.09483,-0.01574,0.03053,0.01105,-0.01173,0.06595,0.1312,0.1117,0.10615,0.03127,0.01205,-0.01332,-0.00839,0.02243,0.00623
"1",144488959,144522495,"NBPF20, NA",0.0047,0.09484,-0.01232,0.05718,0.04836,-0.00831,0.15971,-0.00181,0.03161,0.02313,0.00676,0.06091,0.24414,0.22641,0.08634,0.06641,0.05665,-0.01586,-0.0205,0.08291,0.07109
"1",144612537,144622084,"NBPF20, PFN1P2",-0.00281,-0.00238,0.11578,-0.01416,0.03312,0.02207,-0.01177,0.07647,-0.01694,0.00586,-0.00269,0.17295,-0.02387,0.04654,0.01229,0.07348,0.01666,0.02402,0.00766,-0.00194,-0.01087
"1",144672660,144708985,"NBPF20, LOC653513, PDE4DIP",0.0355,0.09345,-0.00561,-0.00618,0.01246,0.0041,0.00599,0.0014,0.00234,-0.01652,-0.00334,0.04078,0.0412,0.00772,0.03324,-0.02026,-0.01224,-0.01243,-0.01222,-0.01218,-0.01219
"1",144863780,144866335,"NBPF20, LOC653513, PDE4DIP",0.0069,-0.0015,-0.00209,0.00258,-0.00453,0.00086,0.0751,-0.00618,0.10475,0.04807,0.10101,0.03418,-0.01173,-0.01838,-0.01117,0.06557,0.0169,0.05284,-0.02011,-0.01407,-0.01987
"1",144876584,144881590,"NBPF20, LOC653513, PDE4DIP",0.0069,-0.0015,-0.00209,0.00258,-0.00453,0.00086,0.0751,-0.00618,0.10475,0.04807,0.10101,0.03418,-0.01173,-0.01838,-0.01117,0.06557,0.0169,0.05284,-0.02011,-0.01407,-0.01987
"1",144884342,144885171,"NBPF20, LOC653513, PDE4DIP",0.0069,-0.0015,-0.00209,0.00258,-0.00453,0.00086,0.0751,-0.00618,0.10475,0.04807,0.10101,0.03418,-0.01173,-0.01838,-0.01117,0.06557,0.0169,0.05284,-0.02011,-0.01407,-0.01987
"1",144895650,144906613,"NBPF20, LOC653513, PDE4DIP",-0.00284,0.00055,-0.00237,-0.00076,-0.00062,-0.00262,-0.0112,-0.01461,-0.01411,-0.01403,-0.01277,-0.01363,-0.01721,-0.01774,-0.00702,-0.01884,-0.01935,-0.01593,-0.02266,-0.01447,-0.01464
"1",144906613,144908385,"NBPF20, LOC653513, PDE4DIP",0.02861,0.00204,0.00042,0.04582,-0.00053,0.02695,-0.00147,-0.00932,-0.00935,0.08601,0.15336,-0.01488,0.01634,0.03123,0.08377,0.00649,0.03338,0.07851,0.14105,0.19298,-0.00972
"1",144908385,144910495,"NBPF20, LOC653513, PDE4DIP",0.02861,0.00204,0.00042,0.04582,-0.00053,0.02695,-0.00147,-0.00932,-0.00935,0.08601,0.15336,-0.01488,0.01634,0.03123,0.08377,0.00649,0.03338,0.07851,0.14105,0.19298,-0.00972
"1",144913569,144931782,"NBPF20, LOC653513, PDE4DIP",0.02861,0.00204,0.00042,0.04582,-0.00053,0.02695,-0.00147,-0.00932,-0.00935,0.08601,0.15336,-0.01488,0.01634,0.03123,0.08377,0.00649,0.03338,0.07851,0.14105,0.19298,-0.00972
"1",144932302,144948483,"NBPF20, LOC653513, PDE4DIP",0.02861,0.00204,0.00042,0.04582,-0.00053,0.02695,-0.00147,-0.00932,-0.00935,0.08601,0.15336,-0.01488,0.01634,0.03123,0.08377,0.00649,0.03338,0.07851,0.14105,0.19298,-0.00972
"1",145096445,145120773,"NBPF20, SEC22B",-0.00646,0.00038,-0.0096,-0.00714,0.01566,-0.00179,-0.01028,-0.01304,-0.0027,0.03639,-0.01115,-0.00589,0.00856,0.0507,-0.01114,-0.01445,0.02224,-0.00797,-0.0039,0.00517,0.04622
"1",145120773,145183781,"NBPF20",0.0064,-0.00612,-0.00148,-0.00997,0.01685,-0.00786,0.01873,-0.01626,0.00466,-0.01332,-0.00053,0.0085,-0.01247,0.03391,-0.00505,-0.00366,-0.0154,-0.0077,0.02189,-0.01297,0.01104
"1",145199994,145202755,"NBPF20",-0.00184,-0.00722,-0.00651,-0.01068,0.04276,0.01562,-0.00927,0.00913,-0.01034,0.08789,0.04718,-0.00261,-0.0152,0.06953,0.02891,-0.01084,0.00538,-0.01424,0.05609,0.01208,0.00049
"1",145202755,145269221,"NBPF10, NBPF20, NOTCH2NLA",-0.0039,-0.00259,-0.01133,-0.00431,0.02228,0.01481,-0.01234,-0.00445,-0.01619,0.05035,0.03883,-0.00301,-0.01513,0.05108,0.04124,-0.00392,0.00124,-0.00837,0.05812,0.04075,-0.01219
"1",145944620,145984927,"NBPF10, NBPF20, NA, NA",-0.00837,-0.00887,0.00154,0.03041,-0.00642,-0.00612,-0.01165,-0.00653,0.04593,-0.00646,-0.00608,-0.00114,0.03202,-0.00975,-0.00877,0.09768,0.01919,0.01289,-0.00149,0.01442,-0.01462
"1",145984927,146017907,"NBPF10, NBPF20, NA, NA",-0.0077,0.02418,-0.00882,-0.00715,0.00392,0.00507,0.02402,-0.01623,-0.01138,0.00483,0.00474,0.02071,0.00328,0.04204,0.05448,-0.01209,-0.00378,-0.00375,0.02281,0.01973,-0.0148
"1",146214763,146253252,"NBPF10, NBPF20, NA, NA, NA",-0.00572,0.00591,-0.00965,-0.0131,-0.0029,-0.00769,-0.00962,-0.01016,-0.01131,0.0087,-0.00417,0.00266,-0.00011,0.03214,0.01242,-0.02062,-0.00991,-0.01358,-0.01712,-0.01776,-0.00972
"1",146352157,146367582,"NBPF10, NBPF20, NBPF12, NA, NA, NA",-0.0071,-0.00881,0.02117,-0.00266,0.17495,-0.00455,-0.01097,0.03772,0.00548,0.22186,0.00088,0.02506,-0.00254,0.2032,-0.00499,-0.01406,0.09248,-0.00048,0.13249,-0.01336,0.13249
"1",146367682,146373564,"NBPF10, NBPF20, NBPF12, NA, NA, NA",-0.00682,-0.00898,0.02244,0.00685,0.18711,-0.00491,-0.00971,0.04031,0.01978,0.23178,0.00088,0.02269,0.00585,0.20846,-0.0069,-0.01956,0.10215,8e-04,0.1051,-0.00847,0.14469
"1",146374569,146466519,"NBPF10, NBPF20, NBPF12, NA, NA, NA",-0.00843,0.00378,-0.00361,-0.00937,0.08939,-0.00602,-0.00441,-0.01176,-0.01617,0.13166,-0.00594,-0.01298,-0.0157,0.15156,0.01479,-0.02102,0.18537,0.00486,0.12742,-0.00417,0.08895
"1",146481779,146490417,"NA, NA, NA",-0.00277,-0.00664,-0.0103,0.01273,0.00978,0.01621,0.00361,-0.00478,0.04134,0,0,-0.01442,-0.00214,0.02169,0.03275,-0.00273,0.018,0.02491,0.06826,0.09082,NA
"1",146617387,146619111,"NA, NA, NA",0,-0.0086,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA
"1",147325790,147341005,"NA, NA, NA",0,-0.00802,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA
"1",147622765,147624044,"NA",0.00254,0.00544,0.00834,-0.00066,0.00388,0.00074,-0.00774,0.0168,-0.00208,-0.00744,-0.00763,0.00259,0.02594,-0.01554,0.01435,0.06732,-0.00746,0.05284,0.03138,-0.01228,0.01459
"1",147883254,147890035,"LINC01138",0.00259,0.00122,-0.00285,-0.00616,0.0102,-0.00475,0.03063,-0.01623,-0.01534,0.05366,0.01621,0.01796,0.00963,-0.01243,-0.01023,-0.01959,0.03859,0.00706,0.02745,0.00085,-0.00694
"1",147890035,147908760,"LINC01138",-0.00154,0.00758,-0.00578,-0.00882,0.01875,-0.00541,0.03043,-0.01642,-0.01469,0.05324,0.00805,0.01876,0.00859,-0.01247,-0.00684,-0.01893,0.0395,0.00107,0.02582,-0.00548,-0.00011
"1",148176695,148218952,"NBPF14, PPIAL4D",0.00314,0.00347,-0.00327,0.0094,-0.00643,0.02073,-0.01181,-0.0079,-0.0152,0.0044,-0.01191,-0.00536,-0.01343,0.00371,-0.01156,-0.00668,-0.00474,0.00102,0.01306,-0.01739,0.02152
"1",148218952,148361013,"NBPF14",-0.0082,-0.00447,-0.0027,-0.00265,0.03793,-0.00751,-0.0031,-0.01089,-0.00055,0.06611,-0.01223,0.00762,-0.01333,0.00774,-0.00262,0.01905,0.14445,-0.00863,-0.00037,0.00011,0.07056
"1",149282497,149297317,"LINC02591",-0.00678,-0.00184,-0.00543,-0.00574,-0.00022,-0.00369,0.00485,-0.00361,-0.00522,-0.00611,-0.01082,-0.01741,-0.01832,0.01983,0.02154,-0.02016,0.0143,0.00702,0.01286,0.00548,-0.01153
"1",149344216,149459582,"FCGR1CP",-0.00476,0.01628,-0.00246,-0.00232,0.04576,-0.00468,0.04717,-0.01451,0.01296,0.08362,0.00531,0.05358,-0.00665,0.00314,0.00178,0.0224,0.08859,0.01111,0.02398,-0.01262,0.03459
"1",14948818,14985994,"KAZN",0,0,0,-0.00643,0,0,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,0,NA
"1",149510081,149596911,"LINC00869",0.02091,0.02308,0.05191,0.15695,0.02214,0.02844,-0.0123,-0.00927,0.03898,-0.01693,-0.01178,-0.00445,0.06105,-0.01616,-0.00991,0.00399,-0.02035,-0.0102,0.01146,0.03135,-0.01619
"1",149623168,149623380,"LINC00869",0.04285,-0.00934,-0.00972,0.05017,0.00096,-0.00115,0.035,0.03244,-0.01434,-0.00176,0.00715,-0.01317,0.04598,-0.00282,-0.00473,0.05441,-0.00879,-0.00787,0.00581,0.01402,-0.01282
"1",149860386,149871922,"BOLA1",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1",150338724,150347414,"RPRD2",0.00385,0.00415,0.00299,-0.01244,0.00256,0.00427,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,0,NA
"1",15274454,15280582,"KAZN",0,-0.00642,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA
"1",152759388,152771208,"LCE1D, LCE1E",0.05335,0.02174,0.15974,0.20012,0.15876,0.13999,-0.00393,0.05617,0.11997,0.07134,0.0144,0.09723,0.15849,0.10929,0.05144,0.01884,-0.01697,0.00199,0,0.05079,0.01378
"1",154157446,154163039,"TPM3",NA,0.01483,NA,NA,NA,NA,0.01119,NA,NA,NA,NA,0.0091,0.00845,0.00799,0.01215,NA,NA,NA,NA,NA,NA
"1",154927557,154929340,"PBXIP1",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1",154931908,154932008,"PYGO2",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1",15516447,15522356,"TMEM51",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1",156953771,156956151,"ARHGEF11",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1",158431581,158440796,"OR10K1",0,0,0,0,-0.0106,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,0,NA,0
"1",158516728,158522592,"OR6Y1",0.00476,0.03591,0.0037,0.00339,0.00317,0.00528,0.05888,NA,NA,NA,NA,0.04829,0.045,0.04263,0.06366,NA,NA,NA,NA,NA,NA
"1",160125700,160136327,"ATP1A4",0,0,-0.01008,0,0,0,NA,0,NA,NA,NA,0,NA,NA,NA,0,0,0,NA,NA,NA
"1",161269161,161275762,"MPZ",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1",161480422,161646940,"FCGR2A, FCGR2B, FCGR3A, FCGR3B, HSPA6, HSPA7, FCGR2C",0.0072,-0.00783,0.01497,-0.01312,-0.00301,0.03851,-0.00334,-0.01346,0.00318,-0.01632,0.0983,0.00329,-0.01339,-0.01118,0.04869,0.01328,-0.0186,0.12304,-0.00702,0.00859,0.07039
"1",16181965,16195961,"SPEN",0,0,-0.01007,-0.01037,0,-0.001,NA,0,0,NA,0.01044,0,0,NA,0.01111,-0.02041,0,-0.01314,0,-0.01452,0.00741
"1",164748032,164751516,"PBX1",NA,0.0148,NA,NA,NA,NA,0.01117,NA,NA,NA,NA,0.00908,0.00844,0.00798,0.01213,NA,NA,NA,NA,NA,NA
"1",16533171,16535345,"ARHGEF19",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1",166913252,166914755,"ILDR2",0,-0.00416,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA
"1",16748702,16757871,"SPATA21",0,NA,NA,0.03351,NA,0,0,0,-0.00261,0,-0.01205,NA,0.02899,NA,0,0.02396,NA,0,0.02174,0.00045,0
"1",16797133,16817354,"CROCCP3",0,0.13277,0,0,0,0,0.12487,NA,NA,NA,NA,0.10372,0.09704,0.09218,0.13425,NA,NA,NA,NA,NA,NA
"1",168087209,168093563,"GPR161",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1",168211103,168215081,"SFT2D2, ANKRD36BP1, TBX19",NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA
"1",169143155,169149806,"NME7",0,-0.00534,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA
"1",169216544,169254678,"NME7",0.00579,0.0633,0.0593,0.22136,0.19656,0.08544,0.01151,0.01444,0.19877,0.17275,0.0255,-0.01397,0.09501,0.07589,-0.01006,0.10269,0.08005,-0.01441,-0.01469,0.08449,0.06543
"1",169526107,169529610,"F5",0.00479,0.00517,0.00371,0.00341,0.00319,0.00531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1",171114797,171117470,"FMO6P",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1",171127549,171133541,"FMO6P",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1",173447337,173448726,"PRDX6",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1",17359812,17371424,"SDHB",NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA
"1",173962022,173969772,"RC3H1",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1",174140351,174248565,"RABGAP1L",0.00299,0.02297,0.00899,-0.00693,0.00772,-0.0059,0.03885,0,0.01573,0,0.00884,0.03789,0.01258,0.0334,0.02717,0.04879,NA,0.03945,0.04438,-0.01368,0.03471
"1",174248565,174477101,"GPR52, RABGAP1L",0.03336,-0.00807,0.00653,0.04454,0.00683,-0.00115,0.04542,-0.00938,-0.0104,-0.00969,0.00778,0.01303,0.0624,0.01363,0.00197,0.00441,-0.02066,-0.01032,0.00537,0.02456,-0.00956
"1",174611389,174623634,"RABGAP1L",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1",174794556,174803623,"RABGAP1L",0.04617,0.02664,-0.00191,0.06763,0.06008,0.01353,0.17076,0.00454,-0.01166,0.22504,-0.0036,0.07912,0.23733,0.02475,0.10348,0.02617,0.1692,-0.01136,0.34327,0.00928,0.15078
"1",174897634,174907947,"RABGAP1L",NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,0,NA,0
"1",175411082,175412386,"TNR",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1",17641354,17645690,"PADI4",0,0.00592,0,0,0,0,0.01118,NA,NA,NA,NA,0.00908,0.00844,0.00798,0.01213,NA,NA,NA,NA,NA,NA
"1",176955109,176958511,"ASTN1",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1",17748824,17750224,"RCC2",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1",177904951,177906251,"SEC16B",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1",178138731,178142544,"RASAL2",-0.00886,0.00517,0.00372,0.00341,0.00319,0.00531,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1",178491745,178496599,"TEX35",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1",179514812,179518899,"AXDND1",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1",179702173,179727283,"FAM163A",0,0,0,-0.00582,-0.01043,0,NA,NA,0,0,NA,NA,0,0,NA,0,0,NA,-0.01063,0,0
"1",17997124,18004325,"ARHGEF10L",0.00481,0.0052,0.00374,0.00342,0.00321,-0.00704,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,0,0
"1",180226701,180231052,"LHX4",0,-0.00587,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA
"1",180745954,180756227,"XPR1",-0.00898,0.0052,0.00374,0.00342,0.00321,0.00534,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1",181693356,181697077,"CACNA1E",0,-0.00806,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA
