Chromosome,Start,End,Africa-America,Africa-CentralAsiaSiberia,Africa-EastAsia,Africa-Oceania,Africa-SouthAsia,Africa-WestEurasia,America-CentralAsiaSiberia,America-EastAsia,America-Oceania,America-SouthAsia,America-WestEurasia,CentralAsiaSiberia-EastAsia,CentralAsiaSiberia-Oceania,CentralAsiaSiberia-SouthAsia,CentralAsiaSiberia-WestEurasia,EastAsia-Oceania,EastAsia-SouthAsia,EastAsia-WestEurasia,Oceania-SouthAsia,Oceania-WestEurasia,SouthAsia-WestEurasia
chr1,1069463,1070463,0.02819,0.0009,0.00023,0.30479,0.0015,0.00076,0.02477,0.00907,0.38335,0.00567,0.00502,5e-05,0.31562,0.00024,4e-05,0.22636,0.00039,0.00015,0.23824,0.20766,5e-05
chr1,1070463,1071463,0.01067,0.00021,0.00169,0.20109,0.00034,0.00687,0.01141,0.00208,0.12353,0.00789,0.02105,0.00228,0.17858,3e-05,0.00356,0.13881,0.00242,0.01235,0.14709,0.19961,0.00253
chr1,1071463,1072463,0.02013,0.00266,0.01129,0.15948,0.00025,0.01102,0.04012,0.0005,0.21178,0.00652,4e-05,0.02133,0.12529,0.00276,0.01787,0.19656,0.00451,0.00014,0.12043,0.17348,0.00534
chr1,1075141,1076809,0.00118,0.01775,0.00445,0.20109,0.00189,0.0085,0.00646,0.00071,0.13826,6e-05,0.00924,0.00218,0.11594,0.00474,0.03141,0.12352,0.00041,0.01949,0.13579,0.18626,0.01365
chr1,1093209,1095911,0.00409,0.0079,0.05548,0.20019,0.03704,0.00139,0.00027,0.02402,0.16339,0.01322,0.00034,0.02602,0.19038,0.013,0.00111,0.1269,0.00365,0.02321,0.16094,0.11756,0.0126
chr1,1096911,1098272,0.00113,0.00247,0.00043,0.20629,4e-05,0.00115,0.00032,0.00023,0.19708,0.00046,0.00311,0.001,0.20204,0.00121,0.00526,0.2138,0.00012,0.00291,0.16573,0.18626,0.0013
chr1,1108733,1110010,0.00331,0.02439,0.03293,0.26163,0.02708,0.01766,0.00674,0.011,0.18174,0.00884,0.00365,0.00162,0.15268,0.00093,7e-05,0.09984,6e-05,0.00248,0.09749,0.12552,0.00151
chr1,1110010,1111010,0.0,0.02152,0.00221,0.25663,0.00393,0.00062,0.01307,0.00126,0.18794,0.00252,0.00039,0.00392,0.16974,0.02947,0.01597,0.16297,0.00822,0.00395,0.23297,0.19998,0.00089
chr1,1111010,1112728,0.00211,0.02894,0.01648,0.33847,0.00732,0.00697,0.01399,0.00551,0.27554,0.0016,0.00116,0.00148,0.18911,0.00434,0.00556,0.21532,0.00097,0.00166,0.21626,0.23226,4e-05
chr1,1184492,1185492,0.01071,0.00314,0.00484,0.22861,4e-05,1e-05,0.00332,0.00028,0.15763,0.00494,0.00571,0.0006,0.20204,0.00121,0.00187,0.14261,0.00277,0.0042,0.16573,0.17262,7e-05
chr1,1185492,1186492,0.00539,0.0039,3e-05,0.25663,0.00067,0.00282,0.0,0.00196,0.25668,0.0007,0.0,0.00186,0.22917,0.00064,0.0,0.18471,0.0003,0.00182,0.19199,0.18979,0.00059
chr1,1422569,1425558,0.04019,0.12576,0.01107,0.0181,0.0258,0.00277,0.30101,0.08077,0.12209,0.11755,0.04559,0.06346,0.0526,0.0415,0.07653,0.00103,0.00308,0.00245,0.00044,0.00536,0.01033
chr1,4119209,4122578,0.00358,0.07555,0.00279,0.01831,0.13432,0.06021,0.13336,0.012,0.04322,0.21923,0.08505,0.05204,0.02944,0.02199,0.00387,0.00745,0.1027,0.03757,0.08546,0.00855,0.02573
chr1,5176022,5180076,0.3003,0.05482,0.08582,0.15282,0.02601,0.00016,0.44389,0.03013,0.02634,0.33966,0.15622,0.17343,0.28031,0.00395,0.02596,0.00298,0.14619,0.07234,0.21304,0.09007,0.01375
chr1,5188251,5193444,0.0574,0.02195,0.1221,0.22029,0.00096,0.00188,0.19803,0.0186,0.10636,0.08421,0.05969,0.2119,0.42888,0.01617,0.00803,0.00942,0.14645,0.14515,0.27545,0.20196,0.00023
chr1,5193444,5195023,0.01697,0.01908,0.12615,0.17064,0.02358,0.00507,0.08558,0.05141,0.11685,0.08299,0.03337,0.214,0.3431,0.00022,0.00395,0.00132,0.23179,0.17521,0.31689,0.19288,0.00641
chr1,5373793,5375048,0.12799,0.25888,0.06179,0.00284,0.03963,0.01957,0.55626,0.02523,0.14752,0.23515,0.1584,0.4546,0.37422,0.10414,0.11305,0.04375,0.17299,0.12708,0.06268,0.02945,0.00273
chr1,5953335,5954483,0.00042,0.07763,0.08707,0.02236,0.01725,0.00144,0.08873,0.08851,0.01709,0.01116,0.00016,5e-05,0.16855,0.19716,0.09735,0.17375,0.20897,0.11764,0.00285,0.01353,0.00847
chr1,5954483,5955579,0.00015,0.10858,0.10828,0.02702,0.01169,0.00329,0.11799,0.10501,0.02367,0.00842,0.00143,0.00104,0.22354,0.22619,0.15582,0.2147,0.22166,0.16828,0.0082,0.01525,0.00292
chr1,5955579,5956834,0.0056,0.1203,0.1118,0.0244,0.01967,0.01115,0.16691,0.1514,0.00709,0.00234,0.00042,0.00437,0.20399,0.255,0.17246,0.19715,0.25281,0.1823,0.00292,0.00394,0.00051
chr1,5956834,5960186,0.00381,0.14443,0.09514,0.01207,0.00755,0.0041,0.11293,0.0571,0.03552,0.02579,0.01395,0.01763,0.23703,0.23926,0.18792,0.17215,0.17827,0.14646,0.00146,0.0025,0.00043
chr1,5960186,5962731,0.02841,0.09444,0.06611,0.05067,0.0555,0.01813,0.17954,0.14793,0.00229,0.00047,0.00292,0.00872,0.22519,0.26983,0.16436,0.19595,0.24276,0.14893,0.00132,0.01146,0.00897
chr1,5962731,5963731,1e-05,0.08719,0.11123,0.02342,0.02807,0.00572,0.07688,0.09333,0.02237,0.02599,0.00457,0.00044,0.16103,0.2135,0.13098,0.19857,0.27721,0.17543,0.00053,0.00866,0.00875
chr1,5963731,5966621,0.01809,0.06592,0.06569,0.05203,0.05741,0.02122,0.13161,0.13295,0.00734,0.00567,5e-05,0.00154,0.20331,0.22387,0.13508,0.21346,0.24529,0.15541,0.00034,0.00865,0.00819
chr1,5966621,5969452,0.00615,0.0797,0.07954,0.02043,0.05837,0.02058,0.14208,0.13971,0.00539,0.02748,0.00261,0.00228,0.1728,0.2883,0.17453,0.17736,0.31361,0.19832,0.00534,0.00047,0.01128
chr1,5969452,5970641,0.00595,0.05754,0.0629,0.00986,0.02802,0.01304,0.10337,0.1029,0.00093,0.00558,0.00083,0.0002,0.09064,0.19789,0.10395,0.09562,0.21028,0.1258,0.00061,1e-05,0.00099
chr1,5970641,5971798,0.00818,0.07831,0.09955,0.02035,0.06819,0.0204,0.10878,0.12545,0.00182,0.01919,0.00114,2e-05,0.1491,0.24078,0.13988,0.17244,0.2862,0.18464,0.01012,4e-05,0.0116
chr1,5971798,5973003,0.00018,0.142,0.11399,0.02766,0.01755,0.00982,0.14445,0.10333,0.02201,0.01195,0.00508,0.00504,0.24582,0.26983,0.18754,0.20447,0.22729,0.17743,0.00418,0.00556,0.00059
chr1,5973003,5974003,0.01454,0.06452,0.0537,0.04754,0.01817,0.00709,0.12939,0.11378,0.00798,0.00036,0.00296,0.00336,0.21433,0.18068,0.11505,0.20071,0.16751,0.11292,0.0176,0.02356,0.00259
chr1,5974003,5975468,0.00071,0.14527,0.17998,0.02076,0.00737,0.00026,0.16455,0.18863,0.01429,0.00284,0.00015,2e-05,0.24006,0.2389,0.15458,0.27572,0.28674,0.20166,0.00673,0.01672,0.00499
chr1,5975468,5976468,0.00849,0.08644,0.08463,0.03296,0.03375,0.00079,0.14411,0.13474,0.0085,0.00536,0.00404,0.00152,0.2028,0.24099,0.09611,0.19975,0.24566,0.10296,0.00123,0.02296,0.02311
chr1,5976468,5977468,0.00405,0.03639,0.06425,0.03037,0.06074,0.04296,0.05961,0.09184,0.01021,0.02487,0.01238,0.001,0.14228,0.19661,0.14526,0.20837,0.28644,0.22602,0.00384,0.00032,0.00176
chr1,5977468,5979953,0.00029,0.12528,0.12194,0.02609,0.0083,0.00163,0.13667,0.12241,0.02052,0.00462,0.00031,0.00302,0.22505,0.22252,0.15903,0.22091,0.22121,0.16792,0.00978,0.01796,0.00292
chr1,5979953,5981065,2e-05,0.19419,0.10361,0.05408,0.00733,0.00045,0.24103,0.11655,0.0602,0.00827,0.00022,0.03922,0.31851,0.31233,0.17313,0.23384,0.1947,0.10397,0.03822,0.03858,0.00298
chr1,5981065,5982519,0.00232,0.1017,0.12229,0.0502,0.0354,0.00997,0.14938,0.16696,0.04164,0.02393,0.00205,0.00019,0.23475,0.25929,0.17327,0.26626,0.30491,0.21868,0.00848,0.02423,0.00928
chr1,5982519,5985543,0.0146,0.03658,0.07004,0.01571,0.04488,0.00792,0.09543,0.12543,8e-05,0.00363,0.0035,0.00566,0.11433,0.18073,0.08986,0.1472,0.23189,0.1496,0.00625,0.00319,0.02281
chr1,7763684,7768673,0.05682,0.17037,0.03035,0.04243,0.00345,0.0361,0.03393,0.00299,0.00112,0.08651,0.00032,0.05996,0.04756,0.20446,0.03897,0.00056,0.0476,0.00126,0.068,0.00011,0.04986
chr1,7831825,7834151,0.27188,0.20247,0.0,0.0,0.0,0.0,0.03156,0.27778,0.22908,0.26685,0.30239,0.20833,0.16226,0.19753,0.23374,0.0,0.0,0.0,0.0,0.0,0.0
chr1,7834151,7835748,0.27188,0.20247,0.0,0.0,0.0,0.0,0.03156,0.27778,0.22908,0.26685,0.30239,0.20833,0.16226,0.19753,0.23374,0.0,0.0,0.0,0.0,0.0,0.0
chr1,7835748,7845560,0.0369,0.13895,4e-05,0.00068,0.00257,0.00037,0.27826,0.03682,0.03717,0.05527,0.03078,0.13333,0.15356,0.10591,0.11139,0.00099,0.00198,0.00018,0.00555,0.0016,0.00087
chr1,7892742,7893742,0.00137,0.19214,0.00727,0.01754,0.09328,0.02098,0.20801,0.00181,0.01002,0.07232,0.00858,0.13184,0.13206,0.03691,0.07675,0.00262,0.04978,0.00391,0.03004,6e-05,0.02317
chr1,8142990,8145794,0.37463,0.32495,0.07456,0.23825,0.08304,0.12404,0.00098,0.12956,0.05806,0.18411,0.06786,0.10996,0.02546,0.14124,0.05962,0.04715,4e-05,0.00773,0.06569,0.01553,0.00946
chr1,8145794,8146901,0.43951,0.33882,0.06738,0.25588,0.06791,0.08788,0.03368,0.21093,0.17844,0.32143,0.1278,0.12906,0.03461,0.19292,0.0751,0.05935,0.00078,0.00323,0.10635,0.02516,0.00715
chr1,8146901,8148006,0.37721,0.2524,0.0657,0.19014,0.03617,0.08279,0.02483,0.1765,0.17016,0.30644,0.10823,0.08487,0.03422,0.16272,0.04892,0.02714,0.00903,0.00279,0.09445,0.00819,0.01968
chr1,8150209,8151590,0.43207,0.26191,0.06,0.3066,0.04955,0.0863,0.05523,0.22702,0.10059,0.38063,0.11706,0.09364,5e-05,0.16124,0.04099,0.11061,0.00298,0.00591,0.21324,0.0444,0.01626
chr1,8151590,8153006,0.39133,0.23418,0.06414,0.20337,0.04366,0.07178,0.05567,0.19463,0.17772,0.37086,0.12818,0.07125,0.01187,0.1551,0.04472,0.03966,0.00713,0.00108,0.12546,0.01954,0.01221
chr1,8153006,8154365,0.36292,0.24779,0.05528,0.21024,0.03102,0.0821,0.01669,0.18631,0.1666,0.33731,0.11694,0.10008,0.02256,0.18069,0.06168,0.05401,0.00747,0.00391,0.14322,0.02249,0.02156
chr1,8154365,8155774,0.39746,0.29085,0.07146,0.26605,0.0452,0.11074,0.02503,0.20644,0.10731,0.37718,0.1045,0.1141,0.0125,0.22023,0.05005,0.07726,0.00935,0.00914,0.20152,0.02249,0.03414
chr1,8155774,8157376,0.35688,0.2837,0.04241,0.2104,0.04226,0.05926,0.00713,0.19257,0.10508,0.27362,0.11519,0.13849,0.03192,0.18362,0.08623,0.06759,0.00037,0.00293,0.10635,0.0306,0.00535
chr1,8157376,8158376,0.35829,0.25194,0.04369,0.27396,0.03196,0.08015,0.02344,0.19456,0.04084,0.34438,0.1041,0.10959,7e-05,0.19222,0.05204,0.11646,0.0036,0.0082,0.22876,0.05076,0.02265
chr1,8158376,8159808,0.35683,0.26655,0.06866,0.16363,0.04511,0.08663,0.01956,0.16013,0.16174,0.28943,0.11291,0.0904,0.04515,0.17035,0.06294,0.02032,0.00641,0.00159,0.068,0.00867,0.01405
chr1,8186834,8189317,0.39392,0.2594,0.05494,0.24067,0.04241,0.07054,0.03665,0.24121,0.1194,0.33289,0.1143,0.11704,0.00785,0.16515,0.05136,0.08888,0.00213,0.00485,0.14502,0.02895,0.01159
chr1,8189317,8191058,0.3872,0.30562,0.07612,0.22859,0.10215,0.08329,0.01219,0.13704,0.13947,0.23055,0.09895,0.08885,0.03774,0.13289,0.06639,0.02981,0.0,0.00053,0.05415,0.01762,0.00066
chr1,8191058,8193387,0.49378,0.36776,0.06625,0.32454,0.14955,0.13854,0.03825,0.25555,0.11358,0.30609,0.12093,0.15385,0.01025,0.14449,0.05827,0.10828,0.00979,0.02012,0.09747,0.02878,0.00365
chr1,8441202,8445552,0.14308,0.21213,0.10845,0.0214,0.01419,0.00486,0.4892,0.00583,0.09373,0.19799,0.13407,0.418,0.37294,0.11842,0.11628,0.04173,0.16772,0.13255,0.06394,0.03227,0.00175
chr1,9109901,9112583,0.11312,0.27513,0.04925,0.00118,0.03884,0.02581,0.5492,0.02967,0.13093,0.21871,0.16179,0.46716,0.36661,0.11986,0.11852,0.03868,0.15808,0.12806,0.05281,0.03097,0.00105
chr1,9324182,9327347,0.05682,0.22923,0.0404,0.04243,0.07367,0.01593,0.06505,0.0007,0.00112,0.00176,0.00751,0.08308,0.08355,0.04786,0.11965,2e-05,0.00532,0.00494,0.00555,0.00345,0.01996
chr1,9327347,9329877,0.22364,0.07009,0.05624,0.0283,0.1049,0.0105,0.05634,0.05406,0.12012,0.01742,0.15802,0.0,0.01544,0.00997,0.02836,0.01273,0.01072,0.02881,0.04083,0.0014,0.07299
chr1,9329877,9335553,0.36912,0.07009,0.05624,0.0283,0.12157,0.0105,0.18708,0.18967,0.25768,0.1022,0.32331,0.0,0.01544,0.01707,0.02836,0.01273,0.01857,0.02881,0.05211,0.0014,0.09063
chr1,9335553,9337554,0.32437,0.04602,0.05624,0.0283,0.1049,0.0105,0.19059,0.15467,0.21888,0.09322,0.27976,0.00366,0.00412,0.02469,0.01074,0.01273,0.01072,0.02881,0.04083,0.0014,0.07299
chr1,10463984,10473179,0.01088,0.20516,0.00388,0.00633,7e-05,0.00516,0.14766,0.02577,0.0008,0.00953,0.02401,0.24972,0.16609,0.20326,0.21822,0.01897,0.00497,0.00014,0.00521,0.01857,0.00626
chr1,11464039,11465039,0.09234,0.03759,0.15044,0.07379,0.05481,0.00517,0.01638,0.01085,0.00148,0.00596,0.2064,0.05026,0.00807,0.00225,0.1119,0.02002,0.03638,0.25244,0.00164,0.17342,0.12822
chr1,11467109,11468806,0.37622,0.21568,0.28555,0.12331,0.10919,0.02048,0.09705,0.05678,0.17968,0.14905,0.24489,0.00476,0.0199,0.02451,0.11218,0.04209,0.05171,0.17868,0.00076,0.04608,0.04144
chr1,11468806,11470055,0.39356,0.21779,0.29322,0.24715,0.06219,0.00016,0.10084,0.01745,0.05643,0.18027,0.3866,0.01967,0.0059,0.04539,0.21938,0.00473,0.10487,0.3195,0.06842,0.24623,0.06545
chr1,12335922,12337783,0.05975,0.00141,0.03423,0.10117,0.10979,0.09426,0.062,0.10931,0.22283,0.20442,0.18828,0.01739,0.06518,0.07006,0.05378,0.01135,0.01711,0.00769,0.00041,0.00141,0.00395
chr1,12338915,12339915,0.0185,0.00454,0.01803,0.15447,0.11318,0.10636,0.03815,0.04571,0.22002,0.14854,0.14019,0.00511,0.11119,0.07138,0.05873,0.04596,0.03416,0.02481,0.00114,0.00898,0.00343
chr1,12368731,12370107,9e-05,0.00177,0.00201,0.16496,0.04043,0.02535,0.0026,0.00196,0.15903,0.02912,0.01588,0.00018,0.21722,0.05088,0.03447,0.10202,0.03912,0.02932,0.02265,0.05474,0.00433
chr1,12373025,12375659,0.01109,0.08245,0.04126,0.03851,0.00718,0.00014,0.02782,0.00903,0.08822,0.02503,0.00621,0.00059,0.23613,0.09478,0.05433,0.10292,0.06084,0.03621,0.00599,0.02959,0.00823
chr1,12388037,12391670,0.08712,0.04259,0.10235,0.0654,0.11856,0.02108,0.21995,0.2552,0.28229,0.28644,0.16434,0.01563,0.00235,0.02316,0.00676,0.00717,0.00057,0.04986,0.01271,0.01705,0.0612
chr1,12395288,12399287,0.03461,0.02596,0.18136,0.05791,0.12287,0.03922,0.08939,0.22514,0.14158,0.18165,0.09489,0.0719,0.00445,0.03569,0.00075,0.0483,0.00833,0.07387,0.01863,0.00125,0.03116
chr1,12399287,12401089,0.07738,0.02001,0.05337,0.05469,0.08066,0.07335,0.15161,0.15482,0.20489,0.20823,0.21217,0.01041,0.01023,0.02215,0.01231,0.00016,0.00128,0.00022,0.00258,0.0,0.0035
chr1,12401089,12402955,0.09462,0.01203,0.08541,0.06671,0.10719,0.08678,0.12707,0.21474,0.24861,0.26342,0.23615,0.02719,0.01605,0.03661,0.02173,0.00273,0.00024,0.00197,0.00543,0.00027,0.0041
chr1,12402955,12403955,0.06061,0.01694,0.04444,0.0995,0.10585,0.10292,0.10055,0.11713,0.22501,0.18641,0.19151,0.00678,0.02675,0.03614,0.02609,0.00357,0.01146,0.0046,0.00266,0.0,0.0034
chr1,12403955,12404955,0.06891,0.02085,0.03219,0.10162,0.12383,0.11503,0.132,0.11317,0.23788,0.21888,0.20718,0.00239,0.0328,0.04805,0.03541,0.01181,0.02707,0.01865,0.00324,0.00016,0.00246
chr1,12404955,12406097,0.03987,0.02912,0.0639,0.12294,0.15006,0.09354,0.10457,0.11906,0.22605,0.21262,0.15453,0.00951,0.03103,0.05142,0.01585,0.00238,0.01415,0.00024,0.00581,0.00156,0.0144
chr1,12406097,12421315,0.07334,0.01625,0.06576,0.08217,0.13775,0.08814,0.1233,0.16177,0.24149,0.22933,0.20373,0.01706,0.0217,0.06296,0.02162,6e-05,0.01715,3e-05,0.02019,2e-05,0.02425
chr1,12427481,12430333,0.01909,0.07073,0.03199,0.0348,0.01247,0.0,0.0138,0.00246,0.10994,0.04521,0.01532,0.00135,0.2137,0.10467,0.05873,0.08853,0.06273,0.03351,0.00226,0.02714,0.01218
chr1,12499745,12504419,0.02346,0.16015,0.09002,0.03104,0.00479,0.04382,0.21142,0.1204,0.00013,0.00455,0.0003,0.00271,0.24005,0.14957,0.28043,0.13905,0.09942,0.2047,0.00671,3e-05,0.01068
chr1,12504419,12516612,0.014,0.1621,0.09077,0.0063,0.00542,0.0029,0.24262,0.11748,0.00182,0.03004,0.00402,0.00169,0.21596,0.09752,0.17971,0.10638,0.05296,0.12423,0.01972,0.0007,0.0152
chr1,12516612,12519789,0.0137,0.17745,0.10477,0.01178,0.00076,0.07356,0.24194,0.11364,0.0,0.01193,0.01777,0.0,0.2163,0.10439,0.36035,0.11512,0.07367,0.24353,0.01137,0.01539,0.05744
chr1,12519789,12520789,0.00468,0.09998,0.06576,0.02548,0.00225,0.05776,0.13711,0.06969,0.00831,0.0092,0.02091,9e-05,0.21416,0.04747,0.26273,0.10864,0.03757,0.18889,0.02829,0.00421,0.06088
chr1,12520789,12522036,0.00196,0.0969,0.06191,0.03559,0.0,0.02648,0.07423,0.03494,0.05362,0.00165,0.0326,0.00036,0.22116,0.07768,0.18179,0.11587,0.05507,0.13991,0.02799,0.0015,0.02153
chr1,12522036,12523848,0.0039,0.09931,0.1044,0.03226,7e-05,0.00057,0.14513,0.11605,0.01537,0.00415,0.00144,0.00173,0.23681,0.07857,0.1053,0.18817,0.08732,0.12528,0.02907,0.02229,0.00095
chr1,12523848,12539673,0.0173,0.10526,0.09208,0.06584,0.00013,0.00103,0.04424,0.0312,0.13179,0.00893,0.01647,0.0001,0.24165,0.06812,0.08813,0.19625,0.06638,0.09634,0.05042,0.03622,0.00149
chr1,12541212,12543040,0.09801,0.00019,0.01488,0.07265,0.06172,0.0378,0.08352,0.01464,0.22934,0.17354,0.12654,0.00988,0.06954,0.05571,0.03274,0.09493,0.09395,0.07497,8e-05,0.00354,0.00297
chr1,12543040,12544417,0.10495,0.00182,0.01238,0.08323,0.05817,0.07136,0.07384,0.10321,0.25964,0.19764,0.20118,0.01707,0.09202,0.06339,0.07197,0.01617,0.00984,0.01495,0.00141,0.00053,0.00024
chr1,12544417,12546277,0.07445,0.00175,0.03575,0.08898,0.09655,0.08524,0.08414,0.12674,0.25855,0.22539,0.20105,0.01849,0.05802,0.0614,0.04889,0.00576,0.00965,0.0049,0.00042,0.00029,0.00161
chr1,12547277,12548277,0.05412,0.00406,0.01618,0.10274,0.12425,0.12261,0.08762,0.07624,0.23066,0.19963,0.1938,0.00499,0.07325,0.08587,0.07685,0.02347,0.04645,0.04154,0.00492,0.00126,0.00162
chr1,12549468,12564684,0.03364,0.01034,0.04383,0.17385,0.11553,0.08904,0.06759,0.08603,0.30503,0.15423,0.13695,0.01362,0.09231,0.06147,0.03453,0.01056,0.01832,0.00272,0.00272,0.00373,0.01124
chr1,12566346,12567715,0.00011,0.01378,0.00167,0.15295,0.04478,0.03322,0.00948,0.00073,0.14341,0.03607,0.02527,0.00174,0.23365,0.08091,0.07242,0.09048,0.03995,0.03295,0.0165,0.04566,0.004
chr1,12573372,12576013,0.0397,0.14897,0.09094,0.00253,4e-05,0.02216,0.03541,0.01293,0.07271,0.03091,0.00212,0.00055,0.21375,0.11461,0.04476,0.10116,0.07796,0.03092,0.00131,0.03123,0.01951
chr1,12576013,12579818,0.00171,0.10402,0.03378,0.05837,0.01597,0.00299,0.07271,0.01595,0.07598,0.0201,0.00616,0.00822,0.27372,0.13124,0.10027,0.11574,0.0684,0.04952,0.00534,0.02265,0.0053
chr1,12580818,12582504,0.00026,0.03898,2e-05,0.05842,0.01476,0.00187,0.03747,0.00016,0.08142,0.01745,0.00245,0.03976,0.20546,0.0923,0.04009,0.06375,0.01668,0.00234,0.01323,0.0241,0.0044
chr1,12582504,12584744,0.01021,0.01634,0.07258,0.15395,0.11533,0.01248,0.04873,0.09521,0.23576,0.15458,0.03066,0.02327,0.08019,0.04674,7e-05,0.00398,0.00115,0.02762,0.00137,0.05347,0.04497
chr1,12784191,12785430,0.06887,0.00106,0.01095,0.11875,0.09412,0.1219,0.04697,0.07143,0.23191,0.1849,0.19799,0.0135,0.11636,0.08936,0.10819,0.0364,0.02906,0.04588,0.00105,1e-05,0.00102
chr1,12793411,12809885,0.0004,0.08361,0.10339,0.07416,6e-05,0.00074,0.11646,0.09777,0.07954,0.00064,5e-05,0.00664,0.27503,0.0639,0.08434,0.22853,0.08635,0.12119,0.06407,0.05271,0.00109
chr1,12809885,12811072,0.00639,0.08786,0.06006,0.03509,0.00192,0.00765,0.19138,0.09094,0.01707,0.00089,2e-05,0.00035,0.20546,0.09873,0.1376,0.13748,0.07224,0.11184,0.01897,0.01373,0.00127
chr1,12811072,12812384,0.0056,0.14884,0.1208,0.05197,0.00077,0.03941,0.19871,0.11672,0.02745,0.00668,0.01145,0.00413,0.22703,0.08414,0.2582,0.17654,0.08653,0.22953,0.04522,0.007,0.03691
chr1,12812384,12813384,0.00232,0.13304,0.08104,0.00815,0.00021,0.014,0.16709,0.07495,0.00201,0.00282,0.00316,0.00031,0.17815,0.09012,0.21858,0.09182,0.06389,0.14789,0.00797,8e-05,0.01374
chr1,12813384,12818284,0.04893,0.17918,0.08589,0.03196,0.00135,0.05712,0.28604,0.12973,4e-05,0.01515,0.00084,0.00223,0.22617,0.13472,0.34262,0.11996,0.07902,0.20209,0.0118,0.00027,0.01839
chr1,12818284,12827271,0.02425,0.20764,0.12346,0.0374,0.00859,0.07369,0.25192,0.14326,0.00206,0.0385,0.00355,0.00174,0.25864,0.10356,0.38263,0.16363,0.06375,0.27399,0.05216,0.0,0.09475
chr1,12831463,12832603,0.00154,0.01912,0.01289,0.07006,0.01123,0.06562,0.03228,0.01766,0.04797,0.0033,0.03225,1e-05,0.21348,0.05612,0.16266,0.11074,0.04113,0.12401,0.02116,0.00168,0.01577
