,chr,start,end,WestEurasia-SouthAsia,WestEurasia-Africa,WestEurasia-CentralAsiaSiberia,WestEurasia-Oceania,WestEurasia-America,WestEurasia-EastAsia,SouthAsia-Africa,SouthAsia-CentralAsiaSiberia,SouthAsia-Oceania,SouthAsia-America,SouthAsia-EastAsia,Africa-CentralAsiaSiberia,Africa-Oceania,Africa-America,Africa-EastAsia,CentralAsiaSiberia-Oceania,CentralAsiaSiberia-America,CentralAsiaSiberia-EastAsia,Oceania-America,Oceania-EastAsia,America-EastAsia
23,1,4683610,4712905,0.01321,0.01425,0.01027,-0.00731,0.00882,0.01464,,,0.0,,,,0.0,,,0.0,,,0.0,-0.0,
24,1,6300148,6306951,0.00393,-0.00476,0.00305,-0.01268,-0.01309,0.00436,0.01118,,0.0,-0.0,,0.00909,-0.01493,-0.01597,0.01214,0.0,0.0,,-0.02273,0.0,-0.0
25,1,6371743,6374532,0.0,0.0,0.0,-0.0,0.0,0.0,,,,,,,,,,,,,,,
26,1,6388212,6390546,0.0,0.0,0.0,-0.0,0.0,0.0,,,,,,,,,,,,,,,
27,1,6478213,6480883,0.0,-0.00565,0.0,0.02118,0.0,0.0,-0.0,,0.02714,,,-0.0,-0.00498,0.0,0.0,0.02339,,,0.02122,0.02872,
28,1,6634862,6636917,0.0,0.0,0.0,0.02208,0.0,0.0,,,0.0278,,,,0.02898,,,0.02396,,,0.02174,0.02941,
29,1,6648985,6650729,0.0,0.0,0.0,-0.0,0.0,0.0,,,,,,,,,,,,,,,
30,1,6735128,6738099,0.0,0.0,0.0,-0.0,0.0,0.0,,,,,,,,,,,,,,,
31,1,6761845,6764419,0.0,-0.00643,0.0,-0.0,0.0,0.0,-0.0,,,,,-0.0,-0.0,-0.0,0.0,,,,,,
32,1,6896009,6898455,0.0,0.0,-0.0,-0.0,-0.0,0.0,,,,,,,,,,,,,,,
33,1,6975570,6978107,-0.0,0.0,0.0,0.0,-0.0,0.0,,,,,,,,,,,,,,,
34,1,7390138,7392299,0.0,-0.0,0.0,0.0,-0.0,0.0,,,,,,,,,,,,,,,
35,1,7569921,7572732,-0.00663,-0.00584,-0.01001,0.0016,0.04195,-0.00101,-0.01219,-0.01315,-0.01032,0.0366,0.00689,-0.01109,-0.01016,0.02824,0.00859,-0.00338,0.06421,-0.00616,0.00613,0.02445,0.08828
36,1,7705746,7708579,0.0,0.0,-0.0,0.0,-0.0,-0.0,,,,,,,,,,,,,,,
37,1,7763649,7766643,-0.00917,0.02444,-0.01036,0.02226,0.01483,0.01618,0.0193,-0.01561,0.02083,0.01313,0.01166,0.01347,-0.01487,-0.01575,-0.01047,0.01589,0.00867,0.00665,-0.02262,-0.01351,-0.0153
38,1,7830740,7833113,0.0,0.0,-0.0,0.0,-0.0,-0.0,,,,,,,,,,,,,,,
39,1,8360210,8365874,,,0.21404,,0.36256,,,0.18087,,0.32186,,0.18787,,0.33078,,0.15013,0.01048,0.19037,0.28028,,0.33392
40,1,9342002,9343623,0.0,-0.0,-0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
41,1,9709837,9713344,0.00481,-0.00773,0.00374,-0.01141,-0.01192,0.00534,-0.0,,0.0,0.0,,-0.0,-0.01515,-0.01562,-0.0,0.0,0.0,,-0.02273,0.0,0.0
42,1,10369040,10379893,,0.07682,,,,,0.05889,,,,,0.0483,0.04501,0.04263,0.06367,,,,,,
43,1,12565961,12567503,0.0,0.0,0.0,-0.0,-0.0,0.0,,,,,,,,,,,,,,,
44,1,12743324,12747963,0.0,0.08293,0.0,-0.0,0.0,0.0,0.07156,,,,,0.05883,0.05487,0.052,0.07729,,,,,,
45,1,12835844,12856173,0.00784,0.021,-0.01187,-0.01057,-0.008,0.0242,0.08049,0.00065,-0.00422,0.01852,-0.00989,0.00911,0.02355,-0.01079,0.10826,-0.01944,-0.01695,0.01414,-0.01376,0.00808,0.03486
46,1,12839911,12850298,-0.00308,0.02612,0.02825,-0.01065,-0.01035,0.00179,0.06066,0.06484,-0.01275,-0.00271,-0.01124,-0.01306,0.03055,-0.00122,0.06474,0.04155,0.00647,0.06483,-0.0179,-0.0077,0.00304
47,1,12887258,12895480,0.01812,0.03916,0.0006,0.03734,-0.012,0.01617,-0.00864,-0.01239,-0.01139,0.00901,-0.01195,-0.00204,-0.01516,0.0242,-0.00697,-0.00341,-0.00694,-0.01153,0.03115,-0.00899,0.00672
48,1,12895480,12900240,0.01557,0.03278,0.02128,0.00259,0.28961,0.00996,-0.00794,-0.01462,-0.01743,0.19539,-0.01111,-0.01114,-0.00976,0.12,-0.00216,-0.01939,0.18438,-0.01067,0.18135,-0.01716,0.23241
49,1,12908735,12937112,-0.00557,0.09164,0.03533,-0.00437,0.35134,-0.00076,0.0445,0.00631,-0.01581,0.30027,-0.01239,-0.00058,0.02001,0.14173,0.0522,-0.01025,0.24973,0.00876,0.26573,-0.01696,0.33923
50,1,12908735,12950181,-0.0023,0.11515,0.01825,-0.00808,0.32199,-0.00305,0.05217,-0.00853,-0.01662,0.25809,-0.01192,0.02626,0.04664,0.10276,0.07701,-0.01333,0.25908,-0.00166,0.26296,-0.01695,0.3096
51,1,12937112,12951157,-0.00437,0.14017,0.00998,-0.006,0.23928,-0.00777,0.08744,-0.00924,-0.01583,0.20563,-0.01001,0.04552,0.08,0.02761,0.12271,-0.01369,0.16746,0.00177,0.21839,-0.0125,0.24475
52,1,12944622,13030948,-0.00528,0.02744,-0.00767,-0.00783,-0.00919,0.0323,0.07316,-0.0068,-0.00887,-0.01952,0.01256,0.03334,0.0383,0.05063,0.18192,-0.02025,-0.01312,0.04494,-0.01512,0.03899,-0.00599
53,1,12950181,12996451,-0.00719,0.00991,0.01456,0.01174,-0.00873,-0.00747,-0.00032,0.00695,0.00384,-0.01753,-0.01075,-0.01128,-0.01272,-0.00828,0.01384,-0.02099,-0.00567,0.02861,-0.00712,0.02208,-0.0155
54,1,13103107,13106780,-0.00898,0.00364,-0.0038,0.00337,0.00689,0.05578,0.00025,-0.00931,0.00029,0.0027,0.01205,0.02053,-0.01311,-0.01452,0.00147,0.03049,0.03354,0.10454,-0.02098,-0.00018,-0.01736
55,1,13103107,13124296,-0.00468,0.10192,-0.00441,-0.00851,-0.00764,0.02843,-0.01117,-0.00897,-0.00484,-0.00701,0.0169,0.04083,0.08847,0.05458,0.22321,-0.01412,-0.02,0.05512,-0.02066,0.03444,0.04408
56,1,13106780,13123007,0.00572,-0.00735,0.01539,-0.00389,-0.00931,-0.00832,0.01526,-0.00708,-0.01503,0.01334,-0.00193,0.04446,-0.00507,-0.01728,-0.01011,-0.00496,0.04181,0.00913,-0.00529,-0.00961,-0.01087
57,1,13121719,13124296,-0.00186,-0.00666,0.00772,0.02095,-0.00924,-0.00741,0.00324,-0.0083,0.01465,-0.00995,-0.00942,0.03081,0.08758,-0.01969,-0.00825,-0.01154,0.00801,-0.00042,0.04593,0.01544,-0.0126
58,1,13176496,13192569,-0.00716,-0.00952,0.03908,-0.00669,0.0209,0.02377,-0.01156,0.05807,-0.01568,0.07266,0.0357,0.03299,-0.01075,0.01624,0.01599,0.05754,0.17929,-0.00628,0.0931,0.03499,0.18133
59,1,13217166,13219557,-0.00855,0.00973,0.01391,-0.00623,-0.01155,-0.00699,0.01478,0.02319,-0.00826,-0.01745,-0.00881,-0.01271,-0.0125,-0.00198,-0.00031,-0.0085,0.00652,0.00558,-0.01874,-0.01354,-0.01563
60,1,14436060,14438994,-0.00905,0.00216,-0.01026,-0.00948,0.00808,0.10513,0.00125,-0.01559,-0.01433,0.00447,0.11288,-0.00213,-0.00943,0.04608,0.04769,-0.01868,0.00288,0.10424,0.01718,0.08073,0.20171
61,1,15267151,15268742,0.0,-0.0,-0.0,0.0,-0.0,-0.0,,,,,,,,,,,,,,,
62,1,15506754,15509715,0.0,-0.0,-0.0,0.0,-0.0,-0.0,,,,,,,,,,,,,,,
63,1,15650427,15652079,0.0,-0.0,-0.0,0.0,-0.0,-0.0,,,,,,,,,,,,,,,
64,1,16148564,16158477,-0.00863,0.07023,0.12982,0.02966,0.01452,0.11801,0.08428,0.17847,0.02776,0.02337,0.14075,0.00706,0.21574,-0.0056,-0.00504,0.37992,0.04619,-0.00857,0.14696,0.29477,0.01651
65,1,16358879,16390177,0.03799,0.02867,0.06112,-0.00357,0.03753,0.14362,-0.0108,-0.01161,-0.0022,0.15604,0.01484,-0.00354,-0.00876,0.15621,0.03699,0.01464,0.23453,-0.00489,0.10255,0.06278,0.29726
66,1,16359516,16361709,0.01787,0.04593,0.0573,-0.00696,0.04298,0.1394,-0.00709,-0.00188,-0.00766,0.15231,0.04176,-0.01238,0.00984,0.18367,0.01401,0.02483,0.26656,-0.00135,0.10652,0.07861,0.30915
67,1,16875428,16971661,-0.00971,0.11513,0.05811,0.08869,0.103,0.05188,0.1026,0.05818,0.09254,0.11037,0.04827,-0.0066,-0.01257,-0.01343,0.02104,-0.01713,-0.01412,-0.00994,-0.02195,0.00574,0.01621
68,1,16890214,17007784,-0.00281,0.04426,0.013,0.08372,0.08601,0.01093,0.07609,0.05725,0.16435,0.19527,0.04773,-0.00449,-0.00771,-0.00773,0.00536,0.01905,0.02115,-0.01363,-0.02223,0.03926,0.04284
69,1,16894819,16971661,-0.00838,0.15496,0.03141,0.08543,0.09355,0.03782,0.12817,0.0196,0.07664,0.08916,0.02103,0.02497,-0.00833,-0.00814,0.0548,-0.00426,-0.0004,-0.01513,-0.02237,0.01255,0.01966
70,1,16971661,17007784,-0.00706,0.01934,0.01178,0.08216,0.073,0.00452,0.02554,0.02542,0.13483,0.13318,0.00992,-0.01174,0.0035,-0.00034,-0.00573,0.01791,0.0118,-0.01174,-0.02197,0.04063,0.0336
71,1,17007784,17009246,0.00203,-0.00953,0.04518,-0.01343,-0.01116,0.01884,-0.00135,0.11801,-0.00817,-0.01802,0.05333,0.03555,-0.01558,-0.01307,0.01106,0.03037,0.06101,-0.00898,-0.01962,0.00447,0.0196
72,1,17009246,17013005,-0.00345,-0.00707,0.06017,-0.01036,-0.01106,0.04369,-0.01157,0.14151,-0.00783,-0.00804,0.07849,0.06841,-0.00749,-0.00736,0.05021,0.04751,0.03584,-0.01132,-0.02276,0.02037,0.0139
73,1,17013005,17013405,-0.00107,-0.00275,0.06346,-0.01188,-0.00871,0.03957,-0.01095,0.12258,-0.01584,0.00536,0.07532,0.07723,-0.00934,0.00305,0.05472,0.06348,0.02467,-0.0098,-0.01483,0.03081,0.00417
74,1,17013405,17051972,-0.00424,0.00802,0.09363,-0.01029,-0.01059,0.11547,-0.00383,0.16231,-0.01688,-0.00646,0.17052,0.14877,-0.00208,0.01129,0.16922,0.10997,0.05631,-0.01484,-0.01709,0.10988,0.05761
75,1,17051972,17124790,0.00249,-0.00045,0.07247,-0.00941,0.00928,0.10891,-0.0118,0.1461,-0.00942,0.0474,0.19049,0.10761,-0.00787,0.03371,0.14508,0.08785,-0.0102,-0.01603,0.01367,0.11321,-0.00543
76,1,17176853,17197731,-0.00717,0.04068,-0.0115,-0.00297,0.00123,-0.00802,0.05326,-0.01753,0.00312,-0.01024,-0.00533,0.0389,0.00987,0.07141,0.01556,-0.00226,-0.01802,-0.00772,0.03284,-0.01032,0.00504
77,1,17201579,17206855,0.00483,0.07484,-0.00917,0.11735,1e-05,0.03903,0.02507,-0.00804,0.06467,-0.01633,-0.00178,0.04633,-0.01001,0.02039,0.00197,0.13411,-0.01403,0.01872,0.08044,0.01593,-0.00387
78,1,17201579,17216388,0.00334,0.07173,-0.00945,0.11215,-0.00112,0.03611,0.02507,-0.00804,0.06467,-0.01633,-0.00178,0.04633,-0.01001,0.02039,0.00197,0.13411,-0.01403,0.01872,0.08044,0.01593,-0.00387
79,1,17201579,17281753,0.01438,0.0446,-0.00915,0.11856,0.00701,0.03062,-0.00325,0.00521,0.04255,-0.01706,-0.01095,0.03025,-0.00067,-0.00594,-0.00705,0.15574,-0.0009,0.0194,0.04214,0.03134,-0.01504
80,1,17206855,17216388,0.00334,0.07173,-0.00945,0.11215,-0.00112,0.0336,0.02507,-0.00804,0.06467,-0.01633,-0.00289,0.04633,-0.01001,0.02039,0.00285,0.13411,-0.01403,0.01661,0.08044,0.0173,-0.0049
81,1,17231801,17255960,0.01336,0.04358,-0.0093,0.1177,0.00907,0.02723,-0.00294,0.00605,0.04468,-0.01682,-0.01122,0.03154,-0.00044,-0.00675,-0.00634,0.16167,0.00379,0.01855,0.04065,0.03438,-0.01548
82,1,17593888,17624343,0.00456,0.00492,0.00354,0.00324,0.00303,0.00505,,,,,,,,,,,,,,,
83,1,18810014,18811469,-0.0,0.0,-0.0,-0.0,0.0,0.0,,,,,,,,,,,,,,,
84,1,19741516,19743850,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,,,,,,,,,,,,,,,
85,1,19763723,19765515,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,,,,,,,,,,,,,,,
86,1,21036202,21038095,0.0,0.0,-0.0,-0.0,0.0,-0.0,,,,,,,,,,,,,,,
87,1,21910306,21913877,0.0,0.0,-0.0,0.0,-0.0,-0.0,,,,,,,,,,,,,,,
88,1,22545791,22550234,0.0,-0.0,-0.0,0.0,-0.0,0.0,,,,,,,,,,,,,,,
89,1,22854220,22856963,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
90,1,23000795,23006686,0.0,0.00294,0.0,0.00674,0.0,0.0,-0.0,,0.0,,,-0.0,-0.01168,-0.0,0.0,0.0,,,0.0,-0.0,
91,1,24255522,24275414,-0.006,0.11504,0.02353,0.04132,-0.00258,-0.0055,0.28622,0.05322,0.1166,0.00324,-0.01192,0.41252,0.50512,0.17796,0.30807,-0.01317,0.122,0.04954,0.22406,0.11097,0.00903
92,1,24306215,24309835,-0.00712,0.26191,0.03257,0.06385,0.00558,-0.00666,0.29208,0.06075,0.12228,-0.00203,-0.01215,0.4134,0.49637,0.18783,0.30577,-0.01487,0.11546,0.06293,0.20731,0.12447,-0.00015
93,1,24512226,24518560,0.00361,0.0039,0.0028,0.00282,0.0024,0.004,,,0.02779,,,,0.02898,,,0.02395,,,0.02173,0.0294,
94,1,24519544,24525820,0.00205,0.15343,0.01442,0.16919,0.11774,0.00365,0.12392,-0.01044,0.29739,0.11574,0.0361,0.08657,0.6424,0.0,0.26271,0.36287,0.09828,0.0598,0.62068,0.11639,0.21865
95,1,24802194,24810545,0.02198,0.04751,0.06173,0.05644,-0.00325,0.03486,-0.00914,-0.00466,-0.00695,-0.0114,-0.01106,-0.01231,-0.01364,-0.00013,-0.01072,-0.02027,0.0108,-0.00887,0.00794,-0.01047,-0.00511
96,1,25070637,25072723,,,,-0.0,,,,,0.0,,,,-0.0,,,-0.0,,,0.0,0.0,
97,1,25177114,25185044,-0.00627,-0.0,-0.0,-0.0,-0.0,-0.00591,-0.0,0.0,-0.0,0.0,-0.01205,,,,0.0,,,0.0,,0.0,0.0
98,1,25585770,25665387,-0.00354,0.01306,0.02562,0.17168,0.13562,0.14703,-0.00622,0.00342,0.17659,0.13639,0.11134,-0.01057,0.11143,0.07784,0.06182,0.14199,0.09744,0.04846,-0.0127,0.00242,-0.00908
99,1,25666778,25688261,0.0,-0.0,0.0,0.0,-0.0,-0.0017,,,,,0.01472,,,,0.01566,,,0.01192,,0.01107,0.01045
100,1,25688261,25753194,0.01296,0.27396,-0.00571,0.02802,-0.00412,-6e-05,0.41306,0.03829,-0.00869,0.04557,-0.00832,0.20181,0.41078,0.17845,0.35233,0.06788,-0.02087,0.01312,0.0792,0.00361,0.01725
101,1,26114092,26124568,-0.0,0.0,-0.0,0.0,-0.0,-0.0,,,,,,,,,,,,,,,
102,1,26324330,26325798,-0.0,0.0,-0.0,0.0,-0.0,-0.0,,,,,,,,,,,,,,,
103,1,27319500,27321682,-0.0,-0.0086,-0.0,0.0,0.0,0.0,0.0,,,,,-0.0,-0.0,0.0,0.0,,,,,,
104,1,28241379,28249932,-0.00434,0.01433,0.01033,-0.01016,0.00887,0.01472,-0.0,-0.0,-0.01638,0.0,-0.0,,0.0,,,0.0,,,0.0,-0.0,
105,1,29469479,29472796,-0.00707,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,,,,,,,,,,
106,1,30478177,30497141,0.04422,-0.0,-0.0,-0.0,-0.0,-0.0,0.04396,0.03437,0.03211,0.03046,0.04482,,,,,,,,,,
107,1,30775837,30784436,0.00416,0.00449,0.00323,0.00296,0.00277,-0.00582,,,,,-0.0,,,,-0.0,,,-0.0,,-0.0,-0.0
108,1,31169392,31173827,0.0,0.03642,-0.0,-0.00759,-0.0,-0.00779,0.03441,,0.0,,0.0,0.02809,-0.00356,0.02473,0.03037,-0.0,,0.0,0.0,-0.00773,0.0
109,1,31183793,31185716,0.0,-0.0,-0.0,-0.0,-0.0,-0.00779,,,,,0.0,,,,0.0,,,0.0,,0.0,0.0
110,1,31194443,31196712,0.0,-0.0,-0.0,-0.0,-0.0,-0.00779,,,,,0.0,,,,0.0,,,0.0,,0.0,0.0
111,1,33191270,33199640,-0.00383,0.01559,0.01124,0.01031,0.055,-0.00667,0.04377,0.03422,0.03196,0.02069,0.00104,,,0.17118,0.01394,,0.14649,0.01061,0.13995,0.00985,0.08311
112,1,33785343,33788496,0.0,-0.0,0.04699,-0.0,0.10214,0.0,,0.0476,,0.09755,,0.04976,,0.10119,,0.03845,-0.01102,0.05053,0.08147,,0.10248
113,1,34005583,34006679,-0.0,0.0,0.0,0.0,-0.0,0.0,,,,,,,,,,,,,,,
114,1,35097170,35112437,0.02786,0.01932,0.00699,0.14244,0.07929,0.08557,-0.01147,-0.0127,0.07795,0.01507,0.00402,-0.01371,0.082,0.02238,0.01184,0.1188,0.03583,0.01758,0.00507,0.02589,-0.01101
115,1,36641608,36645594,,,-0.0,,,,,-0.0,,,,-0.0,,,,-0.0,-0.0,0.0,,,
116,1,36840241,36844719,0.0,0.0,0.0,-0.0,-0.0,-0.0,,,,,,,,,,,,,,,
117,1,37521364,37524042,-0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
118,1,38509759,38513528,0.0097,0.00936,-0.00737,-0.00774,0.02783,-0.00717,0.04612,0.0,0.02759,0.09642,0.02067,0.01239,-0.01156,-0.01103,-0.00135,-0.00685,0.04028,-0.00667,-0.00512,-0.01458,0.01354
119,1,39024646,39026805,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,,,,,,,,,,,,,,,
120,1,39083882,39087257,0.03766,-0.00548,0.00163,0.02747,0.02028,-0.00822,0.05825,0.07213,-0.01659,0.10079,0.02736,-0.00917,0.05234,0.01624,-0.00565,0.07576,-0.0,0.00432,0.11717,0.0202,0.03103
121,1,40024788,40026673,-0.0,-0.0,0.0,-0.0,0.0,-0.0,,,,,,,,,,,,,,,
122,1,40966637,40970969,-0.00684,0.006,0.01773,0.0,0.0,0.09246,-0.00944,-0.00523,-0.0,0.0,0.04707,-0.01224,0.00846,0.00799,0.03194,0.01883,0.01799,0.00741,,0.06017,0.057
123,1,41345774,41381962,0.00906,0.00978,0.00704,0.00645,0.00604,0.01005,,,,,,,,,,,,,,,
124,1,41669555,41696787,0.00399,0.00431,0.0031,0.00284,-0.00261,0.00443,,,,0.02326,,,,0.0242,,,0.02019,,0.01916,,0.02454
125,1,41808033,41813355,0.0,0.0,0.0,-0.0,0.0,0.0,,,,,,,,,,,,,,,
126,1,43693052,43695884,-0.00152,-0.0014,-0.0096,-0.00819,-0.00757,0.01003,-0.01237,-0.01281,-0.01549,0.0036,-0.01008,-0.0124,-0.01483,0.0033,-0.00875,-0.01985,-0.01073,-0.00536,-0.00682,-0.00989,0.01559
127,1,46991545,46993807,0.0048,0.00519,0.00373,0.00342,0.0032,0.00533,,,,,,,,,,,,,,,
128,1,47696558,47700877,-0.0,0.0,-0.0,0.0,-0.00867,-0.0,,,,-0.0,,,,0.0,,,-0.0,,-0.0,,0.0
129,1,48143116,48150869,-0.00891,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,,,,,,,,,,
130,1,48430109,48431835,0.0,-0.0,-0.0,-0.0,-0.0,0.0,,,,,,,,,,,,,,,
131,1,48456024,48457709,0.0,-0.0,-0.0,-0.0,-0.0,0.0,,,,,,,,,,,,,,,
132,1,49355014,49360858,-0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
133,1,50888451,50890655,0.0,-0.0,0.0,0.02225,-0.00781,0.0,,,0.02772,-0.0,,,0.02891,-0.0,,0.02389,0.0,,-0.01631,0.02933,-0.0
134,1,53593088,53595872,0.00392,-0.00326,0.04834,0.00699,0.00261,0.05735,0.01077,0.07247,0.02699,,0.06598,0.00804,-0.01175,0.00769,0.01708,-0.01494,0.05632,-0.01329,0.0211,-0.00671,0.04758
135,1,54193627,54195790,0.0,0.0,0.0,0.0,0.0,-0.0,,,,,,,,,,,,,,,
136,1,54735204,54736595,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,,,,,,,,,,,,,,,
137,1,54845451,54848286,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,,,,,,,,,,,,,,,
138,1,55092034,55105927,-0.00674,0.11843,0.0197,0.15181,0.08716,-0.00506,0.09947,0.00604,0.16634,0.0867,-0.01184,0.0196,0.00126,-0.01564,0.08911,0.07628,0.01598,0.0031,-0.00634,0.14388,0.073
139,1,56759279,56763257,0.0,0.0,0.0,0.0,-0.0,0.0,,,,,,,,,,,,,,,
140,1,57886807,57888656,-0.00866,0.00615,0.0062,0.03466,-0.01372,-0.00743,-0.00323,0.0111,0.01947,-0.01864,-0.00819,0.02785,-0.0071,-0.00845,0.01064,0.07449,0.0,0.0,0.00904,0.04466,-0.01511
141,1,59278791,59281251,-0.0,0.0,0.0,-0.0,0.0,0.0,,,,,,,,,,,,,,,
142,1,59368792,59371775,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,,,,,,,,,,,,,,,
143,1,60047103,60058835,0.00114,0.00407,0.04457,0.00212,0.03847,-0.00836,-0.01235,0.09822,0.029,0.08771,-0.00171,0.10271,0.03274,0.09127,0.00114,0.02396,,0.06459,0.02174,0.00252,0.05701
144,1,60659839,60662677,0.00481,0.0052,0.00374,0.00342,0.00321,0.00534,,,,,,,,,,,,,,,
145,1,61508199,61510514,-0.0,-0.0,0.0,0.0,-0.0,-0.0,,,,,,,,,,,,,,,
146,1,61821930,61825905,-0.0,0.0,0.0,-0.0,-0.0,-0.0,,,,,,,,,,,,,,,
147,1,62112538,62120128,0.01305,0.00986,0.05934,0.00458,0.21499,0.00112,-0.01198,0.17435,0.07038,0.40307,0.0505,0.15595,0.05882,0.37078,0.04402,-0.00179,0.04954,0.01805,0.12615,-0.01356,0.15603
