,chr,start,end,WestEurasia-SouthAsia,WestEurasia-Africa,WestEurasia-CentralAsiaSiberia,WestEurasia-Oceania,WestEurasia-America,WestEurasia-EastAsia,SouthAsia-Africa,SouthAsia-CentralAsiaSiberia,SouthAsia-Oceania,SouthAsia-America,SouthAsia-EastAsia,Africa-CentralAsiaSiberia,Africa-Oceania,Africa-America,Africa-EastAsia,CentralAsiaSiberia-Oceania,CentralAsiaSiberia-America,CentralAsiaSiberia-EastAsia,Oceania-America,Oceania-EastAsia,America-EastAsia
54,1,15516447,15522356,0.00931,0.00931,0.00931,0.00931,0.00931,0.00931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,1,16148564,16154830,0.03248,0.47998,0.68624,0.36948,0.30959,0.59506,0.51246,0.71872,0.337,0.34208,0.62755,0.20626,0.84946,0.17039,0.11508,1.05572,0.37665,0.09118,0.67907,0.96454,0.28547
56,1,16181965,16195961,0.0184,0.0184,0.0363,0.04388,0.0184,0.04705,0.0,0.0547,0.06228,0.0,0.06545,0.0547,0.06228,0.0,0.06545,0.00758,0.0547,0.01075,0.06228,0.00317,0.06545
57,1,16533171,16535345,0.00976,0.00976,0.00976,0.00976,0.00976,0.00976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,1,16748702,16757871,0.03896,0.0,0.0,0.13154,0.0,0.03355,0.03896,0.03896,0.09258,0.03896,0.00541,0.0,0.13154,0.0,0.03355,0.13154,0.0,0.03355,0.13154,0.09799,0.03355
59,1,16797133,16817354,0.0203,0.37901,0.0203,0.0203,0.0203,0.0203,0.39931,0.0,0.0,0.0,0.0,0.39931,0.39931,0.39931,0.39931,0.0,0.0,0.0,0.0,0.0,0.0
60,1,17359812,17371424,0.0,0.0346,0.0,0.0,0.0,0.0,0.0346,0.0,0.0,0.0,0.0,0.0346,0.0346,0.0346,0.0346,0.0,0.0,0.0,0.0,0.0,0.0
61,1,17641354,17645690,0.00934,0.05628,0.00934,0.00934,0.00934,0.00934,0.06562,0.0,0.0,0.0,0.0,0.06562,0.06562,0.06562,0.06562,0.0,0.0,0.0,0.0,0.0,0.0
62,1,17748824,17750224,0.00975,0.00975,0.00975,0.00975,0.00975,0.00975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,1,17997124,18004325,0.01966,0.01966,0.01966,0.01966,0.01966,0.00558,0.0,0.0,0.0,0.0,0.01407,0.0,0.0,0.0,0.01407,0.0,0.0,0.01407,0.0,0.01407,0.01407
64,1,18540840,18551912,0.00912,0.00912,0.00912,0.05226,0.00912,0.00912,0.0,0.0,0.06139,0.0,0.0,0.0,0.06139,0.0,0.0,0.06139,0.0,0.0,0.06139,0.06139,0.0
65,1,19175972,19179071,0.00854,0.00854,0.00854,0.00854,0.00854,0.00854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,1,19196372,19199227,0.00854,0.00854,0.00854,0.00854,0.00854,0.00854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,1,19538647,19594109,0.009,0.009,0.009,0.17668,0.009,0.00195,0.0,0.0,0.18568,0.0,0.01095,0.0,0.18568,0.0,0.01095,0.18568,0.0,0.01095,0.18568,0.17473,0.01095
68,1,20495490,20497976,0.00982,0.00982,0.00982,0.00982,0.00982,0.00982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,1,20498176,20500965,0.00982,0.05942,0.00982,0.00982,0.00982,0.00982,0.06924,0.0,0.0,0.0,0.0,0.06924,0.06924,0.06924,0.06924,0.0,0.0,0.0,0.0,0.0,0.0
70,1,20887386,20927877,0.00979,0.00979,0.00979,0.03337,0.00979,0.00549,0.0,0.0,0.04316,0.0,0.01528,0.0,0.04316,0.0,0.01528,0.04316,0.0,0.01528,0.04316,0.02788,0.01528
71,1,20991317,21005334,0.00979,0.02367,0.00979,0.00979,0.00979,0.00979,0.03347,0.0,0.0,0.0,0.0,0.03347,0.03347,0.03347,0.03347,0.0,0.0,0.0,0.0,0.0,0.0
72,1,21810224,21818578,0.14951,0.13882,0.04536,0.21674,0.01318,0.00151,0.28833,0.10414,0.06724,0.16268,0.14799,0.18418,0.35557,0.12565,0.14033,0.17138,0.05854,0.04385,0.22992,0.21523,0.01469
73,1,21822248,21830360,0.03032,0.03032,0.03032,0.03032,0.03032,0.03032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,1,22499593,22510981,0.00893,0.05552,0.00893,0.00893,0.00893,0.00893,0.06445,0.0,0.0,0.0,0.0,0.06445,0.06445,0.06445,0.06445,0.0,0.0,0.0,0.0,0.0,0.0
75,1,22885848,22889082,0.00901,0.00901,0.00901,0.00901,0.00901,0.00901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,1,23555954,23570095,0.0286,0.00928,0.00928,0.00928,0.00928,0.00928,0.03788,0.03788,0.03788,0.03788,0.03788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,1,23735488,23739341,0.0,0.0,0.10981,0.0,0.06856,0.06537,0.0,0.10981,0.0,0.06856,0.06537,0.10981,0.0,0.06856,0.06537,0.10981,0.04125,0.04444,0.06856,0.06537,0.00319
78,1,23816906,23833086,0.01774,0.01171,0.01774,0.10672,0.01774,0.01774,0.02945,0.0,0.12447,0.0,0.0,0.02945,0.09502,0.02945,0.02945,0.12447,0.0,0.0,0.12447,0.12447,0.0
79,1,23977746,24000438,0.00995,0.02268,0.03974,0.00995,0.00995,0.00995,0.03263,0.04968,0.0,0.0,0.0,0.01706,0.03263,0.03263,0.03263,0.04968,0.04968,0.04968,0.0,0.0,0.0
80,1,24519544,24525820,0.15715,0.54776,0.24857,0.81028,0.58176,0.17723,0.39061,0.09142,0.96743,0.4246,0.33438,0.29919,1.35804,0.03399,0.72499,1.05885,0.33318,0.4258,1.39204,0.63305,0.75898
81,1,24802194,24810595,0.2246,0.30404,0.3858,0.37413,0.12971,0.26757,0.07944,0.1612,0.14953,0.09489,0.04298,0.08176,0.07009,0.17433,0.03646,0.01167,0.25609,0.11823,0.24442,0.10656,0.13786
82,1,24894803,24902729,0.0,0.26905,0.0,0.0,0.0,0.0,0.26905,0.0,0.0,0.0,0.0,0.26905,0.26905,0.26905,0.26905,0.0,0.0,0.0,0.0,0.0,0.0
83,1,25177114,25185044,0.02959,0.00808,0.00808,0.00808,0.00808,0.02379,0.03767,0.03767,0.03767,0.03767,0.0058,0.0,0.0,0.0,0.03187,0.0,0.0,0.03187,0.0,0.03187,0.03187
84,1,25199254,25212982,0.04601,0.27851,0.04601,0.04601,0.04601,0.04601,0.32452,0.0,0.0,0.0,0.0,0.32452,0.32452,0.32452,0.32452,0.0,0.0,0.0,0.0,0.0,0.0
85,1,25666778,25688261,0.00942,0.00942,0.00942,0.00942,0.00942,0.01806,0.0,0.0,0.0,0.0,0.02747,0.0,0.0,0.0,0.02747,0.0,0.0,0.02747,0.0,0.02747,0.02747
86,1,26014974,26019197,0.01005,0.01005,0.01005,0.01005,0.01005,0.01005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,1,26456053,26464186,0.30812,0.10222,0.46488,0.00634,0.46488,0.36835,0.2059,0.15676,0.30177,0.15676,0.06023,0.36266,0.09587,0.36266,0.26613,0.45853,0.0,0.09653,0.45853,0.362,0.09653
88,1,26701639,26706790,0.0,0.03382,0.0,0.0,0.0,0.0,0.03382,0.0,0.0,0.0,0.0,0.03382,0.03382,0.03382,0.03382,0.0,0.0,0.0,0.0,0.0,0.0
89,1,27696407,27705645,0.0,0.0,0.0,0.02114,0.0,0.0,0.0,0.0,0.02114,0.0,0.0,0.0,0.02114,0.0,0.0,0.02114,0.0,0.0,0.02114,0.02114,0.0
90,1,27973654,27983235,0.03035,0.03035,0.03035,0.03035,0.03035,0.03035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,1,28241379,28249932,0.03508,0.0738,0.0738,0.00861,0.0738,0.0738,0.03872,0.03872,0.02647,0.03872,0.03872,0.0,0.06519,0.0,0.0,0.06519,0.0,0.0,0.06519,0.06519,0.0
92,1,28541148,28548130,0.0,0.18013,0.0,0.02962,0.0,0.0,0.18013,0.0,0.02962,0.0,0.0,0.18013,0.15051,0.18013,0.18013,0.02962,0.0,0.0,0.02962,0.02962,0.0
93,1,28549680,28564546,0.12121,0.12586,0.10301,0.12973,0.13971,0.15935,0.00465,0.0182,0.00852,0.0185,0.03814,0.02285,0.00387,0.01385,0.03349,0.02672,0.0367,0.05634,0.00998,0.02962,0.01964
94,1,28609518,28623281,0.0,0.0,0.0,0.0,0.0,0.00804,0.0,0.0,0.0,0.0,0.00804,0.0,0.0,0.0,0.00804,0.0,0.0,0.00804,0.0,0.00804,0.00804
95,1,29303724,29309108,0.05238,0.05865,0.09045,0.02668,0.09045,0.09045,0.00627,0.03807,0.0257,0.03807,0.03807,0.0318,0.03197,0.0318,0.0318,0.06377,0.0,0.0,0.06377,0.06377,0.0
96,1,29346435,29352627,0.01011,0.08947,0.01011,0.01011,0.01011,0.01011,0.09958,0.0,0.0,0.0,0.0,0.09958,0.09958,0.09958,0.09958,0.0,0.0,0.0,0.0,0.0,0.0
97,1,29469579,29474646,0.02936,0.01011,0.01011,0.01011,0.01011,0.01011,0.03947,0.03947,0.03947,0.03947,0.03947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,1,30200850,30204734,0.16833,0.06582,0.14784,0.08569,0.06063,0.06566,0.23415,0.02049,0.25402,0.1077,0.10267,0.21366,0.01987,0.12645,0.13148,0.23354,0.08721,0.08218,0.14633,0.15135,0.00503
99,1,30478277,30498152,0.14547,0.00852,0.00852,0.00852,0.00852,0.00852,0.15399,0.15399,0.15399,0.15399,0.15399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,1,30775837,30784436,0.02249,0.02249,0.02249,0.02249,0.02249,0.00883,0.0,0.0,0.0,0.0,0.01366,0.0,0.0,0.0,0.01366,0.0,0.0,0.01366,0.0,0.01366,0.01366
101,1,31176225,31278517,0.00863,0.00863,0.00863,0.00863,0.00863,0.03109,0.0,0.0,0.0,0.0,0.03972,0.0,0.0,0.0,0.03972,0.0,0.0,0.03972,0.0,0.03972,0.03972
102,1,31574285,31581067,0.02059,0.02059,0.02059,0.02059,0.02059,0.02059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,1,31717588,31724762,0.01836,0.01836,0.09247,0.0981,0.01836,0.11455,0.0,0.11083,0.11646,0.0,0.13291,0.11083,0.11646,0.0,0.13291,0.00563,0.11083,0.02208,0.11646,0.01645,0.13291
104,1,31999475,32006444,0.02908,0.02908,0.02908,0.02908,0.02908,0.02908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,1,33191170,33199640,0.02286,0.02912,0.02912,0.02912,0.09775,0.00715,0.05199,0.05199,0.05199,0.07489,0.03001,0.0,0.0,0.12687,0.02197,0.0,0.12687,0.02197,0.12687,0.02197,0.1049
106,1,33417363,33422384,0.02905,0.02905,0.02905,0.02905,0.02905,0.02905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,1,33785343,33788496,0.00834,0.00834,0.15388,0.00834,0.26336,0.00834,0.0,0.16222,0.0,0.2717,0.0,0.16222,0.0,0.2717,0.0,0.16222,0.10948,0.16222,0.2717,0.0,0.2717
108,1,34135003,34144151,0.00583,0.02866,0.00583,0.00583,0.00583,0.00583,0.0345,0.0,0.0,0.0,0.0,0.0345,0.0345,0.0345,0.0345,0.0,0.0,0.0,0.0,0.0,0.0
109,1,35096877,35112437,0.31196,0.27142,0.22883,0.68625,0.54322,0.47831,0.04054,0.08313,0.37429,0.23126,0.16635,0.04259,0.41483,0.27179,0.20688,0.45742,0.31439,0.24948,0.14304,0.20795,0.06491
110,1,35112437,35123880,0.0,0.0,0.0,0.06302,0.0,0.0,0.0,0.0,0.06302,0.0,0.0,0.0,0.06302,0.0,0.0,0.06302,0.0,0.0,0.06302,0.06302,0.0
111,1,35342925,35350683,0.00881,0.00881,0.00881,0.00881,0.00881,0.00881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,1,36085697,36088519,0.0,0.0,0.0,0.00356,0.0,0.0,0.0,0.0,0.00356,0.0,0.0,0.0,0.00356,0.0,0.0,0.00356,0.0,0.0,0.00356,0.00356,0.0
113,1,36420400,36430713,0.0,0.02386,0.0,0.0,0.0,0.0,0.02386,0.0,0.0,0.0,0.0,0.02386,0.02386,0.02386,0.02386,0.0,0.0,0.0,0.0,0.0,0.0
114,1,37035730,37039850,0.00949,0.00949,0.00949,0.05326,0.00949,0.00949,0.0,0.0,0.06275,0.0,0.0,0.0,0.06275,0.0,0.0,0.06275,0.0,0.0,0.06275,0.06275,0.0
115,1,37520649,37524042,0.00912,0.00912,0.00912,0.00912,0.00912,0.00912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,1,37706441,37712551,0.00829,0.00829,0.00829,0.00829,0.00829,0.02369,0.0,0.0,0.0,0.0,0.03197,0.0,0.0,0.0,0.03197,0.0,0.0,0.03197,0.0,0.03197,0.03197
117,1,38602043,38605549,0.09981,0.09981,0.09981,0.09981,0.09981,0.09981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,1,38642060,38645785,0.00834,0.02652,0.00834,0.00834,0.00834,0.00834,0.03487,0.0,0.0,0.0,0.0,0.03487,0.03487,0.03487,0.03487,0.0,0.0,0.0,0.0,0.0,0.0
119,1,39083882,39087257,0.25171,0.04161,0.08407,0.25036,0.14013,0.02044,0.29333,0.33578,0.00135,0.39184,0.23127,0.04245,0.29198,0.09851,0.06206,0.33443,0.05606,0.10451,0.39049,0.22992,0.16057
120,1,39397321,39406712,0.0,0.03406,0.0,0.0,0.0,0.0,0.03406,0.0,0.0,0.0,0.0,0.03406,0.03406,0.03406,0.03406,0.0,0.0,0.0,0.0,0.0,0.0
121,1,39510932,39513510,0.0,0.0,0.0,0.0,0.02246,0.0,0.0,0.0,0.0,0.02246,0.0,0.0,0.0,0.02246,0.0,0.0,0.02246,0.0,0.02246,0.0,0.02246
122,1,40574905,40587604,0.0,0.03334,0.0,0.0,0.0,0.0,0.03334,0.0,0.0,0.0,0.0,0.03334,0.03334,0.03334,0.03334,0.0,0.0,0.0,0.0,0.0,0.0
123,1,40685218,40688027,0.00653,0.00653,0.00653,0.00653,0.00653,0.00653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
