"chr","start","end","genes","WestEurasia.SouthAsia","WestEurasia.Africa","WestEurasia.CentralAsiaSiberia","WestEurasia.Oceania","WestEurasia.America","WestEurasia.EastAsia","SouthAsia.Africa","SouthAsia.CentralAsiaSiberia","SouthAsia.Oceania","SouthAsia.America","SouthAsia.EastAsia","Africa.CentralAsiaSiberia","Africa.Oceania","Africa.America","Africa.EastAsia","CentralAsiaSiberia.Oceania","CentralAsiaSiberia.America","CentralAsiaSiberia.EastAsia","Oceania.America","Oceania.EastAsia","America.EastAsia"
"1",174794556,174803623,"RABGAP1L",0,0,0,0,0,0,0,0,0,0.24491,0,0,0.26401,0,0,0,0,0,0.37064,0,0
"1",204380861,204383316,"PPP1R15B",0,0.2387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1",206280873,206290247,"RHEX",0,0,0,0,0,0,0,0,0,0.25817,0,0,0,0,0,0,0,0,0,0,0
"1",210722153,210725220,"HHAT",0,0,0,0.20727,0.25678,0.23891,0,0,0,0,0,0,0,0.23474,0,0,0,0,0,0,0
"1",240392796,240395101,"FMN2",0,0,0,0,0,0,0,0,0,0.23363,0,0,0,0.30011,0,0,0.48717,0,0.42674,0,0.22375
"1",62112538,62120128,"MGC34796",0,0,0,0,0.23412,0,0,0.20236,0,0.42656,0,0,0,0.39356,0,0,0,0,0,0,0
"1",62620869,62625863,"PATJ",0,0,0,0,0,0,0,0,0,0.22045,0,0,0,0.35096,0,0,0,0,0.35439,0,0.35764
"1",62642084,62656768,"PATJ",0,0,0.33042,0.44138,0.31196,0.23015,0,0,0.30302,0,0,0.35576,0.46692,0.34804,0.22823,0,0,0,0,0,0
"1",85972347,86007029,"DDAH1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30402,0,0,0,0
"1",94287680,94291451,"BCAR3",0,0,0,0,0,0,0.27107,0,0,0,0,0.38327,0.3055,0.40737,0.4503,0,0,0,0,0,0
"1",9845436,9863387,"CLSTN1",0,0,0,0,0.26365,0,0,0,0,0,0,0,0,0.32252,0,0,0,0,0.21695,0,0
"10",100686349,100704505,"HPSE2",0,0,0,0,0,0,0.26701,0.21764,0,0.33898,0,0,0,0,0,0,0,0,0.2373,0,0
"10",114112573,114117130,"GUCY2GP",0,0,0,0,0,0,0.2552,0,0,0,0,0,0,0,0.36675,0,0,0,0,0,0.20272
"10",122225684,122232908,"PLPP4",0,0,0,0,0,0,0,0,0,0,0,0.3639,0.30278,0.28688,0.38278,0,0,0,0,0,0
"10",132908928,132912996,"TCERG1L",0,0,0,0,0,0,0,0,0,0.3893,0,0,0,0,0,0,0.3037,0,0.2658,0,0.33847
"10",24377071,24386659,"KIAA1217",0,0.39617,0.21397,0.27826,0.3594,0.40611,0.23689,0,0,0.26362,0.24441,0,0,0,0,0,0,0,0,0,0
"10",26998751,27003531,"PDSS1",0,0,0,0.30359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44027,0,0
"10",47979955,47981914,"PTPN20, GLUD1P2, NA, NA, NA",0,0,0,0,0,0,0,0,0,0.20762,0,0,0,0,0,0,0,0,0,0,0
"10",54015196,54018601,"PRKG1",0,0,0,0,0,0,0,0,0,0,0,0,0,0.22987,0,0,0,0,0.26743,0,0
"10",84126879,84130920,"NRG3",0,0.44065,0,0.35323,0,0,0.28789,0,0.22613,0,0,0.40962,0,0,0,0.39794,0,0,0,0,0
"11",106785122,106789666,"GUCY1A2",0,0,0,0,0,0,0,0,0,0.24517,0,0,0,0,0,0,0.22498,0,0.23699,0,0
"11",11378790,11381224,"GALNT18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2354,0,0
"11",26469413,26479421,"ANO3",0,0,0,0.20555,0,0,0,0,0.24532,0,0,0,0.25231,0,0,0.22192,0,0,0.20782,0.2548,0
"11",26606778,26613968,"ANO3",0,0,0,0,0,0,0,0,0,0.20417,0,0,0,0.20961,0,0,0,0,0,0,0.21154
"11",31392176,31398539,"DNAJC24",0,0.26301,0,0,0,0.28198,0.27179,0,0,0,0.29582,0,0,0.20873,0,0,0,0,0,0,0.23514
"11",47054130,47064534,"C11orf49",0,0.35175,0,0,0,0,0.46648,0,0,0,0,0.67978,0.56647,0.39102,0.28616,0,0,0,0,0,0
"11",4965673,4980552,"OR51A4, OR51A2",0,0,0,0,0,0,0,0,0,0,0,0,0,0.3394,0,0,0,0,0,0,0
"11",55357826,55431931,"OR4C11, OR4S2, OR4P4",0,0,0,0,0,0,0,0,0,0,0,0,0.33155,0.20865,0,0,0,0,0,0,0
"11",5871098,5888707,"OR52E8, TRIM5",0,0,0,0,0,0,0.21649,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11",66706366,66717374,"PC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24212,0,0,0,0
"11",69982031,69986021,"ANO1",0,0,0,0,0.29047,0,0,0,0,0,0,0,0,0.5789,0,0,0.2425,0,0.47558,0,0.23096
"11",86303843,86306987,"ME3",0,0,0,0,0.52707,0,0,0,0,0.39246,0,0,0,0.47725,0,0,0.52798,0,0.22548,0,0
"11",89554349,89611648,"TRIM64B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2818,0,0,0.48489,0.20249,0
"11",96000786,96006046,"MAML2",0,0,0,0,0.29371,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37232,0,0
"12",102101924,102107777,"CHPT1",0,0,0,0,0,0,0,0,0,0,0,0,0,0.22919,0,0,0,0,0.27524,0,0
"12",29843221,29847095,"TMTC1",0,0,0,0,0,0,0,0.30662,0,0,0,0,0,0,0,0.22831,0,0,0,0,0
"12",50969094,50976047,"DIP2B",0,0,0.37711,0.2652,0.32294,0.28018,0,0,0,0,0,0.32367,0.22085,0.27725,0.21622,0,0,0,0,0,0
"12",82103935,82109407,"PPFIA2",0,0,0,0,0,0,0,0.20853,0,0.23724,0,0.21519,0,0.24354,0,0,0,0,0.20871,0,0
"12",82139441,82144626,"PPFIA2",0,0,0,0,0,0,0,0.30774,0,0,0,0.49491,0,0.23237,0.20379,0.39448,0,0,0,0,0
"12",8309583,8561113,"LINC00937, ZNF705A, FAM66C, FAM90A1, FAM86FP",0,0,0,0,0,0,0,0,0,0,0,0,0,0.22769,0.20305,0,0,0,0,0,0
"13",39928193,39936767,"LHFPL6",0,0.21655,0,0,0,0,0.2304,0,0,0,0,0,0.35881,0,0.22597,0,0,0,0,0,0
"13",53081182,53094827,"TPTE2P3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21981,0.23246,0
"13",78996960,79003056,"OBI1-AS1",0,0,0,0,0.373,0,0,0,0,0.58351,0,0.32948,0,0.81754,0.2999,0.24342,0.25925,0,0.76818,0.20275,0.24381
"14",32949961,32961166,"AKAP6",0,0,0,0.20204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14",35597203,35615618,"PRORP",0,0,0.31032,0,0,0,0,0,0,0,0,0.52619,0.2159,0.20325,0.27651,0,0,0,0,0,0
"14",73990657,74053945,"ACOT2, HEATR4, ACOT1",0,0,0,0,0,0,0,0,0,0,0.25838,0,0,0,0.25322,0.45497,0,0,0,0.55771,0.26396
"14",80106178,80115190,"NRXN3",0,0.23512,0,0,0,0.2086,0,0,0,0,0,0.21917,0,0.39038,0,0,0,0,0.312,0,0.32654
"14",81877218,81881051,"STON2",0,0,0.27478,0,0,0.33505,0,0,0,0,0,0,0,0,0,0,0.32583,0,0,0,0.33691
"15",20198164,20894589,"HERC2P3, NBEAP1, CHEK2P2, GOLGA6L6, GOLGA8CP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23283
"15",21308513,21398673,"POTEB, NF1P2",0,0,0,0,0.22995,0,0,0,0,0,0,0,0,0.28408,0,0,0,0,0.29501,0,0
"15",21885406,22211793,"POTEB, NF1P2, LOC646214, CXADRP2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35793
"15",49543162,49548194,"GALK2",0,0,0,0,0,0.21412,0,0,0.20184,0,0.22205,0,0,0,0,0,0,0,0,0,0
"15",71634013,71717079,"THSD4",0,0,0,0,0,0,0,0,0,0.32055,0,0,0,0.35901,0,0,0,0,0.34231,0,0.22555
"15",84540748,84544844,"ADAMTSL3",0,0,0,0,0,0.21974,0,0,0,0,0.24004,0,0,0,0,0,0.22033,0,0,0,0.29166
"15",85726159,85797295,"NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0.24753,0,0,0,0,0,0,0
"15",86055722,86060394,"AKAP13",0,0.25026,0,0,0,0,0.33946,0,0,0.22515,0,0.20681,0,0,0,0,0,0,0,0,0
"15",92673994,92678292,"SLCO3A1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25502,0,0.22573,0,0,0
"16",13293488,13297296,"SHISA9",0,0,0,0,0,0,0,0,0,0,0,0,0,0.23859,0,0,0,0,0,0,0
"16",17473794,17480429,"XYLT1",0,0,0.24087,0,0.23221,0,0,0.2092,0,0.20651,0,0.21588,0,0.21202,0,0,0,0,0,0,0
"16",33106071,33292140,"LOC390705",0,0,0,0,0,0,0,0,0.20025,0,0,0,0,0.24343,0,0,0,0,0.30106,0,0
"16",55796243,55797961,"CES1P1",0,0,0.24408,0,0,0,0.25382,0,0,0,0,0.56259,0.44302,0,0.44427,0,0.26035,0,0,0,0
"16",76536795,76545019,"CNTNAP4",0,0.52411,0,0,0,0,0.47671,0,0,0,0,0.49686,0.33513,0.2782,0.60749,0,0,0,0,0,0
"16",85101681,85104890,"KIAA0513",0,0,0,0.30176,0,0,0,0,0.27879,0,0,0,0.28656,0,0,0.25262,0,0,0.23672,0.28931,0
"17",18405462,18513691,"USP32P2, CCDC144B, FAM106A",0,0,0,0,0.29861,0.24822,0,0,0,0,0,0,0,0,0,0,0,0,0.28107,0,0
"17",20610554,20619880,"LOC100287072",0,0.43307,0,0,0,0,0.43819,0,0,0,0,0.36685,0.47463,0.26651,0.53015,0,0,0,0,0,0
"17",35754669,35759869,"ACACA",0,0,0,0,0,0.25316,0,0,0,0,0.24404,0,0,0,0,0,0,0,0,0,0
"17",35772402,35783682,"TADA2A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20261,0,0,0,0,0,0
"17",397617,639386,"VPS53, TLCD3A",0,0,0,0,0,0,0,0,0,0,0,0,0.31743,0.25361,0,0,0,0,0,0,0
"17",55083725,55100227,"SCPEP1",0,0,0,0,0,0.21034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17",58408420,58414570,"USP32",0,0.36402,0,0,0,0,0.26467,0,0,0,0,0.21753,0.29223,0,0.29812,0,0,0,0,0,0
"17",7335999,7338766,"TMEM102",0,0,0,0.22281,0,0,0,0,0,0,0,0,0.3004,0,0,0.29655,0,0,0.27203,0.20551,0
"17",77992431,78000521,"TBC1D16",0,0.23753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17",81151279,81187990,"RPL23AP87",0,0,0,0,0,0,0,0,0,0,0,0,0.22764,0,0,0,0.29999,0,0.3618,0,0.24512
"18",23760496,23771792,"PSMA8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20702,0,0
"18",24554278,24557696,"AQP4-AS1, CHST9",0,0,0,0,0.2609,0,0,0,0,0.24028,0,0,0,0.24665,0,0,0,0,0.21139,0,0.20111
"18",44539088,44563607,"ELOA3DP, ELOA3P, ELOA2, KATNAL2",0,0,0,0,0,0,0,0,0,0,0,0,0.20467,0,0.26878,0,0,0,0,0,0
"18",64218720,64221553,"CDH19",0,0.21704,0,0,0,0,0,0,0,0,0,0.42818,0,0,0.47693,0.30312,0,0,0,0.31843,0
"19",12035855,12058011,"ZNF763, ZNF700",0,0.27698,0,0.21777,0,0,0.27396,0,0.25493,0,0,0.29656,0,0.27155,0.29534,0.31731,0,0,0.2982,0.27069,0
"19",12694360,12707835,"ZNF490",0,0,0,0,0,0.35926,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30953,0
"19",1948086,1952247,"CSNK1G2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21649,0,0,0,0,0
"19",20589912,20595686,"ZNF826P",0,0,0,0,0.20526,0,0,0,0,0.31003,0,0,0,0,0,0,0.31604,0,0.25186,0,0
"19",2907479,2918532,"ZNF57",0,0,0,0,0,0,0,0,0,0,0,0.21687,0,0,0,0,0,0,0,0,0
"19",35660701,35669953,"FXYD5",0,0,0,0,0,0,0,0,0,0,0,0.28831,0,0,0.2261,0,0.21878,0,0,0,0
"19",35846977,35864876,"FFAR3",0,0,0,0,0,0,0,0,0,0,0,0.30972,0,0,0,0.28621,0,0,0,0,0
"19",45170460,45192699,"CEACAM19",0,0,0,0,0,0,0,0.23762,0,0,0,0.21656,0,0,0,0,0,0,0,0,0
"19",48404969,48465292,"SNAR-A1, SNAR-A12, SNAR-C2, SNAR-C4, SNAR-C3",0,0,0,0,0,0,0,0,0,0,0,0.24022,0,0,0,0,0,0,0,0,0
"19",52133352,52152312,"SIGLEC14, SIGLEC5",0,0,0,0,0,0.27329,0,0,0,0,0.25297,0,0,0,0.22205,0,0,0,0,0.25657,0.32887
"19",53316310,53320924,"ZNF28",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24665,0,0.25545,0,0
"19",54554794,54561757,"VSTM1",0,0,0,0,0,0,0,0,0,0,0,0,0.21353,0,0,0.28365,0,0,0,0.22062,0
"19",9222533,9225816,"OR7G1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31745,0,0,0.34534,0.22188,0
"2",100102240,100105225,"REV1",0,0,0,0,0.21467,0,0,0,0,0.29236,0,0,0,0.26643,0,0,0.27174,0,0.46445,0,0.28481
"2",114258334,114259635,"FOXD4L1",0,0,0,0,0,0,0,0,0,0.24393,0,0,0,0.24002,0,0,0,0,0,0,0
"2",114365939,114382208,"RPL23AP7",0,0,0,0,0,0,0,0,0,0,0,0,0.23773,0.23486,0,0,0,0,0,0,0
"2",125431042,125438357,"CNTNAP5",0,0,0,0,0,0,0,0,0,0.21975,0,0,0,0.28674,0,0,0,0,0.24633,0,0.23478
"2",153459609,153461616,"FMNL2",0,0,0,0.26457,0,0,0,0,0.25152,0,0,0,0.38556,0,0,0.42524,0,0,0.40261,0,0
"2",159958685,159964278,"TANC1",0,0.30952,0,0,0,0,0,0,0,0,0,0,0.27214,0.22949,0,0,0,0,0,0,0
"2",160097438,160104048,"WDSUB1",0.24273,0.33461,0,0.33888,0,0.22405,0,0,0,0,0,0,0,0.22534,0,0,0,0,0.26591,0,0
"2",167153019,167160206,"SCN9A",0,0.27886,0,0,0,0,0.23477,0,0,0,0,0.20205,0,0,0.2489,0,0,0,0,0,0
"2",170320280,170340432,"KLHL41, BBS5",0,0,0,0,0,0,0,0,0,0,0,0.28169,0.2229,0,0,0,0,0,0,0,0
"2",172905430,172911323,"METAP1D",0,0,0,0.3148,0,0.28644,0,0,0.41512,0.20367,0.31968,0,0,0,0,0,0,0,0,0,0
"2",180058234,180083270,"SESTD1",0,0,0,0,0.23202,0,0,0,0,0.32018,0,0,0.23847,0.38939,0.24151,0,0,0,0,0,0
"2",214873863,214877498,"SPAG16",0,0,0,0,0,0,0,0,0,0,0,0,0,0.21229,0,0,0,0,0,0,0
"2",220049900,220058248,"RETREG2",0,0.25052,0,0,0,0.20104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2",33221706,33227491,"LTBP1",0,0,0,0,0,0.20076,0,0,0,0,0.2965,0,0.27661,0,0.43133,0,0,0.21475,0.20189,0,0.33042
"2",33764749,33769039,"RASGRP3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.251
"2",3735456,3736559,"ALLC",0,0,0,0.27984,0,0,0,0,0.4211,0,0.21959,0,0.38696,0,0,0.33184,0,0,0.36509,0,0
"2",44464934,44470334,"PPM1B",0,0,0,0,0,0,0.3226,0,0,0.34953,0,0.27996,0.4725,0,0,0,0.33343,0,0.53067,0.2905,0
"2",54564948,54567711,"C2orf73",0,0,0,0,0,0,0.21259,0,0,0,0,0,0,0,0.22984,0,0,0,0,0,0
"20",15294609,15304146,"MACROD2",0,0,0,0,0,0,0,0,0.2337,0,0,0,0.28105,0,0,0.21649,0,0,0,0,0
"20",1552569,1592353,"SIRPB1",0,0,0,0,0,0,0,0,0,0.25308,0,0,0,0.39659,0,0,0.2353,0,0.36568,0,0.21487
"20",25978079,26041423,"LOC100134868, FAM182A",0,0.20006,0,0,0,0,0.20357,0,0,0,0,0,0.40578,0.27648,0,0,0,0,0,0,0
"20",31307552,31319391,"COMMD7",0,0,0,0,0,0,0,0,0,0.24055,0,0,0.25131,0,0,0.2969,0,0,0.42844,0,0
"20",45778673,45789475,"EYA2",0,0,0.20966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20",60514775,60537590,"CDH4, MIR1257",0,0,0,0,0.23714,0.21553,0,0,0,0,0,0,0,0.21373,0,0,0,0,0,0,0
"20",61372408,61374547,"NTSR1",0,0,0.25417,0,0.38716,0.34068,0,0,0,0.28888,0.23271,0,0,0,0,0,0,0,0.2768,0,0
"21",14373669,14412922,"ANKRD30BP2",0,0,0,0,0,0.22004,0,0,0,0,0.21162,0,0,0,0,0,0,0,0,0,0
"21",19323541,19330131,"CHODL",0,0,0,0,0,0,0.42734,0,0,0,0,0,0.42638,0,0,0,0,0,0,0,0
"21",44284546,44288276,"WDR4",0,0,0,0.22365,0,0,0,0,0.24828,0,0,0,0.25535,0,0,0.22462,0,0,0.21035,0.25786,0
"21",9866600,9927289,"TEKT4P2",0,0,0,0,0,0,0,0,0,0,0,0,0,0.24084,0,0,0,0,0,0,0
"22",18056648,18062987,"SLC25A18",0,0,0,0,0.20731,0,0,0,0,0.37301,0,0,0,0.30268,0,0,0,0,0,0,0
"22",18656197,18883339,"USP18, GGT3P",0,0,0,0,0,0,0,0,0,0.26349,0,0,0,0.32544,0.25065,0,0,0,0,0,0
"22",21461146,21711132,"POM121L8P, BCRP2",0,0,0,0,0,0,0,0,0,0.23563,0,0,0,0.39105,0.29263,0,0,0,0,0,0
"22",23026193,23236328,"IGLL5, MIR650",0,0,0,0,0,0,0,0,0,0,0,0.24766,0,0,0,0.28763,0.28465,0.29216,0,0,0
"22",23476481,23479924,"RSPH14",0,0,0,0,0,0,0,0,0,0,0,0,0,0.324,0.20163,0,0,0,0.26489,0,0
"22",33780248,33783640,"LARGE1",0,0,0,0,0,0,0.22607,0.20516,0.23635,0,0.2626,0,0,0,0,0,0,0,0,0,0
"22",45134970,45139084,"PRR5-ARHGAP8",0,0,0,0,0.20231,0,0,0,0,0,0,0,0.20476,0,0,0.28378,0,0,0.31099,0,0
"22",45554360,45559418,"NUP50-DT",0,0.26163,0,0,0,0.22533,0,0,0,0,0,0,0.22113,0.21232,0,0,0,0,0,0,0
"22",50252755,50261847,"ZBED4",0,0,0,0.23469,0,0,0,0,0.2157,0,0,0,0.22192,0,0,0,0,0,0,0.22413,0
"3",114655254,114661383,"ZBTB20",0,0.2624,0,0.40049,0,0,0,0,0.30009,0,0,0.27744,0,0.25361,0.33626,0.46747,0,0,0.44409,0.51773,0
"3",129762720,129807983,"ALG1L2",0,0.24738,0,0.23554,0,0,0,0,0.2222,0,0,0,0,0,0,0,0,0,0.22181,0,0
"3",131708168,131713607,"CPNE4",0,0,0,0,0,0,0,0,0,0,0,0.2754,0.25286,0.46398,0.38292,0,0,0,0,0,0
"3",131988535,131998255,"CPNE4",0,0,0,0,0,0,0,0,0,0,0,0,0,0.36579,0,0,0,0,0.37508,0,0
"3",149268194,149270379,"WWTR1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25064,0,0.21048,0,0
"3",156091117,156094471,"KCNAB1",0,0,0,0,0,0,0.22446,0,0,0,0,0.20412,0,0.28037,0.3705,0,0,0,0,0.23541,0
"3",15843411,15847007,"ANKRD28",0,0,0,0,0,0.28069,0,0,0,0,0,0,0,0,0.34516,0,0,0,0,0,0
"3",16238950,16242302,"GALNT15",0,0,0,0,0,0,0,0,0,0,0,0,0.23279,0,0,0.28377,0,0,0,0,0
"3",175077520,175087654,"MIR4789, NAALADL2",0,0,0,0,0,0,0,0,0.22196,0,0,0,0,0,0,0.22977,0,0,0.23891,0,0
"3",189363171,189371547,"TP63",0,0,0,0,0,0.2531,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28542,0.30997
"3",191064302,191072651,"CCDC50",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21471,0.2025,0,0.24542,0.27536,0,0.32226
"3",195771149,195776591,"TFRC",0,0,0.21166,0.22031,0.21812,0.44325,0,0,0,0,0.2308,0.27191,0.28506,0.28403,0.45296,0,0,0,0,0,0
"3",196932119,196946108,"DLG1",0,0,0,0,0,0,0.30108,0,0.22912,0,0,0,0,0.27168,0,0,0,0,0.21921,0,0
"3",22276973,22286595,"ZNF385D",0,0,0,0.31416,0,0,0,0,0,0,0,0,0,0,0,0.26617,0,0,0.24453,0.22118,0
"3",46794887,46850588,"PRSS50, PRSS45P",0,0.23715,0,0,0,0,0.33267,0,0,0,0,0.27218,0.24897,0.23915,0.32435,0,0,0,0,0,0
"3",56607166,56624160,"CCDC66",0,0,0,0,0,0.24165,0,0,0,0,0,0,0,0,0.21197,0,0,0,0,0,0
"3",67492290,67497596,"SUCLG2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21504,0,0,0,0.30627,0
"3",67497596,67580138,"SUCLG2",0,0.25288,0,0,0,0,0.28739,0,0,0,0,0.24894,0.23634,0.22702,0.30374,0,0,0,0,0,0
"3",8325414,8327977,"LMCD1-AS1",0,0,0,0,0,0,0,0,0.34209,0,0,0,0.47095,0,0,0.32604,0,0,0.36231,0.21213,0
"4",107055581,107063577,"TBCK",0,0,0,0,0,0,0.24025,0,0,0,0,0,0.24404,0,0,0,0,0,0,0,0
"4",151874092,151887283,"LRBA",0,0.20665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4",172987856,172992597,"GALNTL6",0,0,0,0,0,0,0,0,0,0,0,0,0.28664,0,0,0,0,0,0.40998,0,0
"4",173424805,173436609,"GALNTL6",0,0,0,0,0,0,0.21896,0,0,0,0,0,0.21393,0.20724,0.27547,0,0,0,0,0,0
"4",186441531,186444411,"PDLIM3",0,0.51794,0,0,0,0,0.48672,0,0,0,0,0.58584,0.58262,0.39912,0.60952,0,0,0,0,0,0
"4",187093396,187098364,"FAM149A",0,0,0,0,0.23994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4",189436546,189439141,"LINC01060",0,0,0,0,0,0,0,0,0,0,0,0,0.21934,0,0.22906,0,0,0,0,0,0
"4",190985982,191016089,"DUX4L8, DUX4L4, DUX4L6",0,0,0,0,0,0,0,0,0,0,0,0.21878,0,0,0,0,0,0,0,0,0
"4",21300,72378,"ZNF595, ZNF718",0,0,0,0,0,0,0,0,0.26919,0,0,0.2974,0,0,0,0.37721,0.20504,0,0,0.20668,0
"4",21368940,21377583,"KCNIP4",0,0.21483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4",26955732,26957923,"STIM2",0,0,0,0,0,0,0,0,0,0,0,0.20195,0,0,0.24879,0,0,0,0,0,0
"4",69365480,69553855,"UGT2B17",0,0,0,0,0,0,0,0,0,0,0,0.21267,0,0,0,0,0,0,0,0,0
"4",91926419,91936156,"CCSER1",0,0.34578,0,0,0,0,0.24637,0,0,0,0,0.38172,0.23753,0,0.32585,0,0,0,0,0,0
"4",93855061,93866171,"GRID2",0,0,0,0,0.20316,0,0.23787,0,0,0,0,0.3207,0.55384,0.57885,0.29649,0,0,0,0,0,0
"5",127406779,127411637,"LINC01184",0,0.21321,0,0,0.23714,0,0.21195,0.23011,0,0.29796,0,0,0.20445,0,0,0.24893,0,0,0.33883,0,0
"5",15719202,15721264,"FBXL7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32847,0,0,0,0
"5",170128654,170131933,"KCNIP1",0.23815,0,0.47382,0.23532,0.44365,0.4123,0.28031,0,0,0,0,0.57349,0.29739,0.54981,0.45784,0,0,0,0,0,0
"5",175527755,175537393,"FAM153B",0,0,0,0,0,0,0,0,0.24924,0,0,0,0,0,0,0,0,0,0,0,0
"5",175537393,175556432,"NA, FAM153B",0,0,0,0,0,0,0,0,0.2793,0,0,0,0,0,0,0,0,0,0.23483,0,0
"5",178384874,178391899,"ZNF454",0,0,0,0.26744,0,0.20976,0,0,0.24542,0,0,0,0.25241,0,0,0,0,0,0.2079,0,0
"5",180374981,180430956,"BTNL3, BTNL8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39848,0,0
