,chr,start,end,WestEurasia-SouthAsia,WestEurasia-Africa,WestEurasia-CentralAsiaSiberia,WestEurasia-Oceania,WestEurasia-America,WestEurasia-EastAsia,SouthAsia-Africa,SouthAsia-CentralAsiaSiberia,SouthAsia-Oceania,SouthAsia-America,SouthAsia-EastAsia,Africa-CentralAsiaSiberia,Africa-Oceania,Africa-America,Africa-EastAsia,CentralAsiaSiberia-Oceania,CentralAsiaSiberia-America,CentralAsiaSiberia-EastAsia,Oceania-America,Oceania-EastAsia,America-EastAsia
16,1,2450341,2452574,,,,,,0.03537,,,,,0.03195,,,,0.03261,,,0.03,,0.02941,0.02898
17,1,2561403,2567166,0.02564,,,,,,0.02564,0.02564,0.02564,0.02564,0.02564,,,,,,,,,,
18,1,2797819,2799721,0.01351,0.01351,0.01351,0.01351,0.01351,0.01351,,,,,,,,,,,,,,,
19,1,3670336,3671839,,0.02273,,,,,0.02273,,,,,0.02273,0.02273,0.02273,0.02273,,,,,,
20,1,4120597,4131559,0.0459,0.08381,0.0314,0.10321,0.05078,0.02573,0.0189,0.01724,0.03655,0.01714,0.01736,0.03078,0.01871,0.01801,0.03717,0.06138,0.02676,0.01456,0.03737,0.06324,0.02511
21,1,4283974,4288752,0.01351,0.01626,0.01351,0.01351,0.01351,0.01351,0.02273,,,,,0.02273,0.02273,0.02273,0.02273,,,,,,
22,1,4559503,4565108,0.01351,0.01351,0.02766,0.01351,0.01351,0.01351,,0.03704,,,,0.03704,,,,0.03704,0.03704,0.03704,,,
23,1,4818825,4820791,0.01351,0.01351,0.01351,0.01351,0.01351,0.01351,,,,,,,,,,,,,,,
24,1,4933388,4938285,0.01351,0.01351,0.01351,0.01351,0.01351,0.01351,,,,,,,,,,,,,,,
25,1,5302032,5304937,0.01351,0.02807,0.01351,0.01351,0.01351,0.01351,0.03366,,,,,0.03161,0.03098,0.03053,0.0346,,,,,,
26,1,6437611,6447694,0.00919,0.01735,0.01627,0.01604,0.01588,0.00838,0.02564,0.02564,0.02564,0.02564,0.01189,,,,0.02174,,,0.02174,,0.02174,0.02174
27,1,6615850,6636630,0.01351,0.01351,0.01351,0.06019,0.01351,0.01351,,,0.06831,,,,0.06944,,,0.06463,,,0.0625,0.06985,
28,1,6761845,6764419,0.01351,0.01489,0.01351,0.01351,0.01351,0.01351,0.02273,,,,,0.02273,0.02273,0.02273,0.02273,,,,,,
29,1,7114300,7120829,0.0179,0.01351,0.01351,0.01351,0.01351,0.01351,0.02564,0.02564,0.02564,0.02564,0.02564,,,,,,,,,,
30,1,7411095,7412470,0.01351,0.01351,0.01351,0.01351,0.01351,0.01351,,,,,,,,,,,,,,,
31,1,7569921,7571783,0.01094,0.01127,0.00991,0.02093,0.058,0.01609,0.01211,0.01776,0.02129,0.06493,0.02997,0.01722,0.01853,0.05376,0.03057,0.03574,0.10076,0.0206,0.04868,0.05059,0.11087
32,1,7644026,7648980,0.01351,0.02938,0.01351,0.01351,0.01351,0.01351,0.03367,,,,,0.03162,0.03099,0.03054,0.0346,,,,,,
33,1,8181508,8192006,,0.08225,,,,,0.06817,,,,,0.05991,0.05735,0.05551,0.07191,,,,,,
34,1,8203189,8212788,0.03793,0.03983,0.03255,0.03099,0.02989,0.04054,,,,,,,,,,,,,,,
35,1,8246677,8251385,,0.02273,,,,,0.02273,,,,,0.02273,0.02273,0.02273,0.02273,,,,,,
36,1,8359739,8364181,,,0.24315,,0.39153,,,0.21121,,0.35268,,0.21795,,0.3612,,0.18161,0.05147,0.22035,0.313,,0.3642
37,1,9845436,9863387,0.07945,0.01864,0.02141,0.01143,0.26365,0.03671,0.11468,0.03692,0.05587,0.08383,0.02171,0.06062,0.04167,0.32252,0.06674,0.0246,0.17789,0.0167,0.21695,0.02725,0.13876
38,1,10067509,10076124,,0.05392,,,,,0.04637,,,,,0.04199,0.04064,0.03967,0.04837,,,,,,
39,1,10254672,10261491,0.01351,0.01351,0.01351,0.01351,0.01351,0.01351,,,,,,,,,,,,,,,
40,1,10272327,10278119,,0.02273,,0.04167,,,0.02273,,0.04167,,,0.02273,0.02773,0.02273,0.02273,0.04167,,,0.04167,0.04167,
41,1,10282248,10326922,,0.02273,,,,,0.02273,,,,,0.02273,0.02273,0.02273,0.02273,,,,,,
42,1,10630864,10650632,0.01707,0.01351,0.01351,0.01351,0.01351,0.1432,0.02564,0.02564,0.02564,0.02564,0.09089,,,,0.12932,,,0.10556,,0.09998,0.09593
43,1,11654793,11668348,0.01351,0.02731,0.01351,0.01351,0.01351,0.01351,0.03367,,,,,0.03162,0.03099,0.03054,0.0346,,,,,,
44,1,12128306,12136933,0.01351,0.01351,0.04949,0.01351,0.01351,0.01351,,0.05945,,,,0.0605,,,,0.05506,0.05426,0.06087,,,
45,1,12741617,12748553,0.01351,0.1035,0.01351,0.01351,0.01351,0.01351,0.09266,,,,,0.08022,0.07635,0.07355,0.09826,,,,,,
46,1,13503895,13504199,0.00897,0.00937,0.01202,0.01865,0.01556,0.00896,0.01634,0.04751,0.03163,0.07799,0.01421,0.02209,0.03476,0.04696,0.01147,0.04101,0.04006,0.02779,0.04791,0.03362,0.05642
47,1,13504199,13508240,0.05731,0.03079,0.015,0.01031,0.01415,0.03943,0.01634,0.04751,0.04654,0.0811,0.01421,0.02209,0.02717,0.04886,0.01147,0.02243,0.04213,0.02779,0.02594,0.0321,0.05879
48,1,13512627,13526732,0.0641,0.02337,0.01729,0.01064,0.017,0.04417,0.02604,0.04751,0.04654,0.10082,0.01459,0.01594,0.02076,0.05048,0.01554,0.02243,0.05727,0.0274,0.03019,0.03175,0.07425
49,1,13725296,13733660,0.02354,0.09123,0.1727,0.02803,0.02789,0.06315,0.04125,0.12866,0.09048,0.08923,0.02374,0.07097,0.23619,0.23093,0.01584,0.35185,0.34632,0.09341,0.02175,0.17861,0.17451
50,1,13772276,13778250,0.01281,0.02182,0.01651,0.01297,0.01658,0.01989,0.01665,0.01646,0.01587,0.01779,0.01485,0.01466,0.01822,0.01691,0.01129,0.02068,0.0205,0.01386,0.02291,0.01664,0.01543
51,1,14436060,14439381,0.00894,0.01929,0.00993,0.01104,0.0275,0.11985,0.02528,0.01516,0.01763,0.03587,0.13389,0.02591,0.01977,0.07347,0.0689,0.0212,0.04302,0.12929,0.05971,0.10741,0.22469
52,1,14948818,14985994,0.01351,0.01351,0.01351,0.03246,0.01351,0.01351,,,0.04167,,,,0.04167,,,0.04167,,,0.04167,0.04167,
53,1,15274454,15280582,0.01351,0.0149,0.01351,0.01351,0.01351,0.01351,0.02273,,,,,0.02273,0.02273,0.02273,0.02273,,,,,,
54,1,15516447,15522356,0.01351,0.01351,0.01351,0.01351,0.01351,0.01351,,,,,,,,,,,,,,,
55,1,16148564,16154830,0.00921,0.08575,0.14497,0.04836,0.03506,0.13211,0.10642,0.20211,0.05781,0.05542,0.16127,0.03351,0.23843,0.02551,0.01736,0.4045,0.08633,0.01823,0.18424,0.31536,0.04744
56,1,16181965,16195961,0.01351,0.01351,0.01643,0.01883,0.01351,0.01833,,0.03704,0.04167,,0.03195,0.03704,0.04167,,0.03261,0.01978,0.03704,0.014,0.04167,0.01431,0.02899
57,1,16533171,16535345,0.01351,0.01351,0.01351,0.01351,0.01351,0.01351,,,,,,,,,,,,,,,
58,1,16748702,16757871,0.02564,,,0.07378,,0.02174,0.02564,0.02564,0.03392,0.02564,0.0119,,0.06944,,0.02174,0.06463,,0.02174,0.0625,0.03546,0.02174
59,1,16797133,16817354,0.01351,0.15173,0.01351,0.01351,0.01351,0.01351,0.14476,,,,,0.12409,0.11756,0.11281,0.15392,,,,,,
60,1,17359812,17371424,,0.02273,,,,,0.02273,,,,,0.02273,0.02273,0.02273,0.02273,,,,,,
61,1,17641354,17645690,0.01351,0.02755,0.01351,0.01351,0.01351,0.01351,0.03365,,,,,0.0316,0.03098,0.03053,0.03459,,,,,,
62,1,17748824,17750224,0.01351,0.01351,0.01351,0.01351,0.01351,0.01351,,,,,,,,,,,,,,,
63,1,17997124,18004325,0.01826,0.01864,0.0172,0.01689,0.01668,0.00894,,,,,0.02174,,,,0.02174,,,0.02174,,0.02174,0.02174
64,1,18540840,18551912,0.01351,0.01351,0.01351,0.0292,0.01351,0.01351,,,0.04167,,,,0.04167,,,0.04167,,,0.04167,0.04167,
65,1,19175972,19179071,0.01351,0.01351,0.01351,0.01351,0.01351,0.01351,,,,,,,,,,,,,,,
66,1,19196372,19199227,0.01351,0.01351,0.01351,0.01351,0.01351,0.01351,,,,,,,,,,,,,,,
67,1,19538647,19594109,0.01351,0.01351,0.01351,0.09259,0.01351,0.00849,,,0.09583,,0.02174,,0.09807,,0.02174,0.08854,,0.02174,0.0843,0.08706,0.02174
68,1,20495490,20497976,0.01351,0.01351,0.01351,0.01351,0.01351,0.01351,,,,,,,,,,,,,,,
69,1,20498176,20500965,0.01351,0.0276,0.01351,0.01351,0.01351,0.01351,0.03366,,,,,0.03162,0.03099,0.03053,0.0346,,,,,,
70,1,20887386,20927877,0.01351,0.01351,0.01351,0.02959,0.01351,0.00918,,,0.06828,,0.02174,,0.06942,,0.02174,0.0646,,0.02174,0.06248,0.02652,0.02174
71,1,20991317,21005334,0.01351,0.01426,0.01351,0.01351,0.01351,0.01351,0.02273,,,,,0.02273,0.02273,0.02273,0.02273,,,,,,
72,1,21810224,21818578,0.01793,0.01629,0.01061,0.02575,0.01047,0.00833,0.04847,0.01998,0.01798,0.02738,0.02156,0.02777,0.06501,0.02109,0.01956,0.03312,0.02184,0.01447,0.04533,0.033,0.01479
73,1,21822248,21830360,0.01729,0.0176,0.01645,0.0162,0.01603,0.01771,,,,,,,,,,,,,,,
74,1,22499593,22510981,0.01351,0.02779,0.01351,0.01351,0.01351,0.01351,0.0336,,,,,0.03156,0.03094,0.03049,0.03453,,,,,,
75,1,22885848,22889082,0.01351,0.01351,0.01351,0.01351,0.01351,0.01351,,,,,,,,,,,,,,,
76,1,23555954,23570095,0.01677,0.01351,0.01351,0.01351,0.01351,0.01351,0.02564,0.02564,0.02564,0.02564,0.02564,,,,,,,,,,
77,1,23735488,23739341,,,0.06465,,0.04545,0.03535,,0.05955,,0.04545,0.03194,0.06059,,0.04545,0.03259,0.05513,0.02363,0.01763,0.04545,0.0294,0.01473
78,1,23816906,23833086,0.01351,0.0096,0.01351,0.04427,0.01351,0.01351,0.02273,,0.06831,,,0.02273,0.03824,0.02273,0.02273,0.06463,,,0.0625,0.06985,
79,1,23977746,24000438,0.01351,0.01397,0.02336,0.01351,0.01351,0.01351,0.02273,0.03704,,,,0.01536,0.02273,0.02273,0.02273,0.03704,0.03704,0.03704,,,
80,1,24519544,24525820,0.0192,0.16526,0.03247,0.18613,0.12966,0.02053,0.14611,0.01975,0.32022,0.13841,0.05847,0.11818,0.65635,0.02273,0.27879,0.38811,0.13167,0.08405,0.63648,0.14109,0.23563
81,1,24802194,24810595,0.0411,0.06514,0.08475,0.08046,0.0204,0.05234,0.01513,0.02649,0.02574,0.02089,0.01265,0.01688,0.01676,0.02896,0.01174,0.01966,0.05029,0.01938,0.05072,0.01888,0.02308
82,1,24894803,24902729,,0.12972,,,,,0.10543,,,,,0.09089,0.08634,0.08305,0.11195,,,,,,
83,1,25177114,25185044,0.0178,0.01351,0.01351,0.01351,0.01351,0.01478,0.02564,0.02564,0.02564,0.02564,0.01193,,,,0.02174,,,0.02174,,0.02174,0.02174
84,1,25199254,25212982,0.02162,0.09511,0.01981,0.01929,0.01892,0.02251,0.11753,,,,,0.10105,0.09588,0.09214,0.1249,,,,,,
85,1,25666778,25688261,0.01351,0.01351,0.01351,0.01351,0.01351,0.01654,,,,,0.03614,,,,0.03706,,,0.0334,,0.03257,0.03197
86,1,26014974,26019197,0.01351,0.01351,0.01351,0.01351,0.01351,0.01351,,,,,,,,,,,,,,,
87,1,26456053,26464186,0.05761,0.01333,0.10893,0.01022,0.09649,0.08709,0.04154,0.0591,0.07581,0.05529,0.01694,0.11144,0.01901,0.10144,0.06772,0.19261,,0.0385,0.18039,0.1128,0.03645
88,1,26701639,26706790,,0.02273,,,,,0.02273,,,,,0.02273,0.02273,0.02273,0.02273,,,,,,
89,1,27696407,27705645,,,,0.04167,,,,,0.04167,,,,0.04167,,,0.04167,,,0.04167,0.04167,
90,1,27973654,27983235,0.01728,0.01758,0.01644,0.01619,0.01602,0.0177,,,,,,,,,,,,,,,
91,1,28241379,28249932,0.012,0.02765,0.0237,0.01034,0.02227,0.02804,0.02564,0.02564,0.01811,0.02564,0.02564,,0.04167,,,0.04167,,,0.04167,0.04167,
92,1,28541148,28548130,,0.08095,,0.04167,,,0.06717,,0.04167,,,0.05908,0.04314,0.05477,0.07083,0.04167,,,0.04167,0.04167,
93,1,28549680,28564546,0.02947,0.03246,0.02148,0.02873,0.03087,0.05235,0.01215,0.01634,0.01627,0.01842,0.02564,0.01606,0.01479,0.01636,0.02273,0.02288,0.02701,0.03704,0.02343,0.04167,0.04545
94,1,28609518,28623281,,,,,,0.02174,,,,,0.02174,,,,0.02174,,,0.02174,,0.02174,0.02174
95,1,29303724,29309108,0.01516,0.01719,0.0278,0.01136,0.02579,0.03384,0.01225,0.02564,0.01807,0.02564,0.02564,0.02273,0.01845,0.02273,0.02273,0.04167,,,0.04167,0.04167,
96,1,29346435,29352627,0.01351,0.04099,0.01351,0.01351,0.01351,0.01351,0.04488,,,,,0.04077,0.0395,0.03859,0.04675,,,,,,
97,1,29469579,29474646,0.01642,0.01351,0.01351,0.01351,0.01351,0.01351,0.02564,0.02564,0.02564,0.02564,0.02564,,,,,,,,,,
98,1,30200850,30204734,0.03475,0.01128,0.02549,0.01398,0.01252,0.01183,0.06288,0.01629,0.08103,0.03619,0.02807,0.04876,0.01492,0.02504,0.02444,0.06722,0.03157,0.02214,0.03677,0.0309,0.01473
99,1,30478277,30498152,0.06819,0.01351,0.01351,0.01351,0.01351,0.01351,0.06848,0.05913,0.05692,0.05532,0.06932,,,,,,,,,,
100,1,30775837,30784436,0.01762,0.01795,0.0167,0.01643,0.01625,0.00953,,,,,0.02174,,,,0.02174,,,0.02174,,0.02174,0.02174
101,1,31176225,31278517,0.01351,0.01351,0.01351,0.01351,0.01351,0.01916,,,,,0.02733,,,,0.02769,,,0.02626,,0.02594,0.0257
102,1,31574285,31581067,0.01351,0.01351,0.01351,0.01351,0.01351,0.01351,,,,,,,,,,,,,,,
103,1,31717588,31724762,0.01351,0.01351,0.03717,0.04104,0.01351,0.04274,,0.05956,0.06802,,0.05313,0.06061,0.06914,,0.05509,0.01966,0.05434,0.01434,0.06227,0.01463,0.04415
104,1,31999475,32006444,0.01704,0.01732,0.01625,0.01602,0.01586,0.01743,,,,,,,,,,,,,,,
105,1,33191170,33199640,0.0153,0.02889,0.0246,0.02368,0.08203,0.00926,0.06829,0.05898,0.05679,0.0558,0.02542,,,0.20886,0.03538,,0.18528,0.03212,0.17905,0.03137,0.11817
106,1,33417363,33422384,0.01708,0.01737,0.01628,0.01605,0.01589,0.01748,,,,,,,,,,,,,,,
107,1,33785343,33788496,0.01351,0.01351,0.08092,0.01351,0.1416,0.01351,,0.08288,,0.13857,,0.08495,,0.14204,,0.07406,0.03123,0.0857,0.12322,,0.14328
108,1,34135003,34144151,0.01351,0.01762,0.01351,0.01351,0.01351,0.01351,0.02273,,,,,0.02273,0.02273,0.02273,0.02273,,,,,,
109,1,35096877,35112437,0.04442,0.03567,0.02607,0.15512,0.09509,0.09985,0.01282,0.01833,0.10313,0.04499,0.02778,0.01484,0.10431,0.049,0.03391,0.15196,0.07387,0.04617,0.04928,0.04941,0.01748
110,1,35112437,35123880,,,,0.04167,,,,,0.04167,,,,0.04167,,,0.04167,,,0.04167,0.04167,
111,1,35342925,35350683,0.01351,0.01351,0.01351,0.01351,0.01351,0.01351,,,,,,,,,,,,,,,
112,1,36085697,36088519,,,,0.0617,,,,,0.05824,,,,0.05896,,,0.05593,,,0.0546,0.05922,
113,1,36420400,36430713,,0.03707,,,,,0.03355,,,,,0.03152,0.0309,0.03045,0.03448,,,,,,
114,1,37035730,37039850,0.01351,0.01351,0.01351,0.02897,0.01351,0.01351,,,0.04167,,,,0.04167,,,0.04167,,,0.04167,0.04167,
115,1,37520649,37524042,0.01351,0.01351,0.01351,0.01351,0.01351,0.01351,,,,,,,,,,,,,,,
116,1,37706441,37712551,0.01351,0.01351,0.01351,0.01351,0.01351,0.01464,,,,,0.02174,,,,0.02174,,,0.02174,,0.02174,0.02174
117,1,38602043,38605549,0.03301,0.03453,0.0287,0.02744,0.02656,0.03511,,,,,,,,,,,,,,,
118,1,38642060,38645785,0.01351,0.01561,0.01351,0.01351,0.01351,0.01351,0.02273,,,,,0.02273,0.02273,0.02273,0.02273,,,,,,
119,1,39083882,39087257,0.05722,0.01087,0.0184,0.05301,0.03352,0.00883,0.08172,0.09711,0.01587,0.12384,0.05096,0.01777,0.08576,0.0386,0.01658,0.11357,0.03704,0.02882,0.15396,0.05205,0.0521
120,1,39397321,39406712,,0.02273,,,,,0.02273,,,,,0.02273,0.02273,0.02273,0.02273,,,,,,
121,1,39510932,39513510,,,,,0.04545,,,,,0.04545,,,,0.04545,,,0.04545,,0.04545,,0.04545
122,1,40574905,40587604,,0.02273,,,,,0.02273,,,,,0.02273,0.02273,0.02273,0.02273,,,,,,
123,1,40685218,40688027,0.01351,0.01351,0.01351,0.01351,0.01351,0.01351,,,,,,,,,,,,,,,
124,1,40920596,40927987,0.01715,0.01744,0.01634,0.0161,0.01593,0.01755,,,,,,,,,,,,,,,
125,1,40976209,40995105,0.01351,0.01351,0.01351,0.01351,0.01351,0.01351,,,,,,,,,,,,,,,
126,1,41345874,41381962,0.02245,0.02316,0.02046,0.01988,0.01948,0.02343,,,,,,,,,,,,,,,
127,1,41669555,41696787,0.01745,0.01777,0.01657,0.01632,0.02817,0.01789,,,,0.06766,,,,0.06855,,,0.06473,,0.06375,,0.06887
128,1,41808033,41813355,0.01351,0.01351,0.01351,0.01351,0.01351,0.01351,,,,,,,,,,,,,,,
129,1,42143812,42145131,0.01351,0.01351,0.01351,0.01351,0.01351,0.01351,,,,,,,,,,,,,,,
130,1,42647856,42653206,0.01351,0.04517,0.01351,0.01351,0.01351,0.01351,0.04488,,,,,0.04077,0.03951,0.0386,0.04676,,,,,,
131,1,42930613,42937494,0.01351,0.01351,0.02954,0.01351,0.01351,0.01351,,0.03704,,,,0.03704,,,,0.03704,0.03704,0.03704,,,
132,1,43195867,43199764,,,,0.04167,,,,,0.04167,,,,0.04167,,,0.04167,,,0.04167,0.04167,
133,1,43451878,43459597,0.01351,0.01351,0.02954,0.01351,0.01351,0.01351,,0.05958,,,,0.06063,,,,0.05516,0.05436,0.06101,,,
134,1,43459597,43464833,0.01351,0.01351,0.02954,0.01351,0.01351,0.0266,,0.05958,,,0.03195,0.06063,,,0.03261,0.05516,0.05436,0.01559,,0.02941,0.02899
135,1,43570162,43595044,0.01967,0.00902,0.04948,0.01081,0.04452,0.00933,0.01755,0.04724,0.02384,0.04476,0.01616,0.04428,0.01471,0.04169,0.01117,0.08822,,0.0416,0.08401,0.01432,0.03918
136,1,43693052,43695884,0.01765,0.01649,0.01181,0.01462,0.01213,0.02773,0.01209,0.0173,0.01634,0.03333,0.01358,0.01571,0.01494,0.03064,0.01362,0.02026,0.02946,0.0211,0.03638,0.01804,0.04096
137,1,44091249,44114701,0.01701,0.01162,0.01623,0.016,0.01584,0.01739,0.02273,,,,,0.02273,0.02273,0.02273,0.02273,,,,,,
138,1,44879096,44884712,0.01823,0.0186,0.01717,0.01687,0.01665,0.01874,,,,,,,,,,,,,,,
139,1,45331747,45340378,,0.02273,,,,,0.02273,,,,,0.02273,0.02273,0.02273,0.02273,,,,,,
140,1,45627248,45644255,0.03567,0.01,0.01351,0.01351,0.01351,0.01351,0.03047,0.03645,0.03573,0.0352,0.03985,0.02273,0.02273,0.02273,0.02273,,,,,,
141,1,46025031,46030115,0.01043,0.01351,0.01351,0.01351,0.01351,0.00931,0.02564,0.02564,0.02564,0.02564,0.01184,,,,0.02174,,,0.02174,,0.02174,0.02174
142,1,46574277,46586981,0.01702,0.0173,0.01624,0.01601,0.01585,0.01741,,,,,,,,,,,,,,,
143,1,47412701,47427062,0.01351,0.01351,0.0211,0.01351,0.01351,0.01351,,0.03704,,,,0.03704,,,,0.03704,0.03704,0.03704,,,
144,1,47518311,47533083,0.02151,0.00867,0.01973,0.01921,0.01152,0.01387,0.02994,,,0.04545,0.02174,0.02858,0.02817,0.0176,0.01962,,0.04545,0.02174,0.04545,0.02174,0.01755
145,1,47943977,47948754,0.01351,0.01351,0.01351,0.01308,0.01351,0.01351,,,0.04167,,,,0.04167,,,0.04167,,,0.04167,0.04167,
146,1,48134026,48411055,0.0098,0.01351,0.01351,0.02927,0.0317,0.01355,0.02564,0.02564,0.02923,0.03173,0.01403,,0.04167,0.04545,0.02174,0.04167,0.04545,0.02174,0.02176,0.01832,0.01945
147,1,48430109,48431835,0.01351,0.01351,0.01351,0.01351,0.01351,0.01351,,,,,,,,,,,,,,,
148,1,48720442,48724450,0.01351,0.0186,0.01351,0.01351,0.01351,0.01351,0.03366,,,,,0.03161,0.03098,0.03053,0.03459,,,,,,
149,1,48991845,48996137,0.01351,0.01179,0.01351,0.01351,0.01351,0.01351,0.02273,,,,,0.02273,0.02273,0.02273,0.02273,,,,,,
150,1,49905074,49998984,0.02788,0.02901,0.02469,0.02376,0.02311,0.02943,,,,,,,,,,,,,,,
151,1,50277177,50303673,0.01351,0.01351,0.01953,0.01351,0.01351,0.01351,,0.03704,,,,0.03704,,,,0.03704,0.03704,0.03704,,,
152,1,51127803,51132710,,0.08223,,,,,0.06816,,,,,0.0599,0.05734,0.0555,0.0719,,,,,,
153,1,51191996,51202977,0.01351,0.01351,0.03201,0.01351,0.01351,0.01351,,0.05938,,,,0.06042,,,,0.05499,0.0542,0.06079,,,
154,1,52144721,52151689,,,0.03704,,,0.03534,,0.03704,,,0.03193,0.03704,,,0.03258,0.03704,0.03704,0.01386,,0.02939,0.02897
155,1,53168038,53174913,0.02564,,,,,,0.02564,0.02564,0.02564,0.02564,0.02564,,,,,,,,,,
156,1,53593088,53595872,0.01738,0.01691,0.07846,0.04055,0.01609,0.07682,0.03325,0.10683,0.06753,,0.08628,0.03872,0.02095,0.03024,0.03871,0.02469,0.09128,0.01399,0.06189,0.02084,0.06829
157,1,53897994,53905803,0.01351,0.01622,0.01351,0.01351,0.01351,0.01351,0.02273,,,,,0.02273,0.02273,0.02273,0.02273,,,,,,
158,1,53999167,54002886,0.02285,0.00892,0.02077,0.02017,0.01975,0.02387,0.02273,,,,,0.02273,0.02273,0.02273,0.02273,,,,,,
159,1,54239415,54251055,,0.02273,,,,,0.02273,,,,,0.02273,0.02273,0.02273,0.02273,,,,,,
160,1,54442199,54457154,0.01351,0.01351,0.01351,0.01351,0.01351,0.01351,,,,,,,,,,,,,,,
161,1,54735204,54736595,0.01351,0.01351,0.01351,0.01351,0.01351,0.01351,,,,,,,,,,,,,,,
162,1,55092034,55105927,0.01099,0.13277,0.03898,0.16662,0.10463,0.01174,0.12136,0.03616,0.19095,0.11546,0.01191,0.04825,0.0292,0.01516,0.10928,0.11184,0.05555,0.03022,0.03775,0.16596,0.09867
163,1,55301805,55307967,0.01351,0.01351,0.01351,0.01351,0.01351,0.01351,,,,,,,,,,,,,,,
164,1,55487634,55509409,0.01659,0.01684,0.0159,0.0157,0.01556,0.01693,,,,,,,,,,,,,,,
165,1,55850496,55862900,0.01713,0.04675,0.01632,0.01609,0.01592,0.01753,0.06738,,,,,0.05926,0.05674,0.05493,0.07106,,,,,,
166,1,56253121,56297700,0.01785,0.01819,0.01688,0.0166,0.0164,0.01237,,,,,0.02174,,,,0.02174,,,0.02174,,0.02174,0.02174
167,1,57407996,57417973,,0.02273,,,,,0.02273,,,,,0.02273,0.02273,0.02273,0.02273,,,,,,
168,1,57565569,57568034,0.01351,0.01351,0.01351,0.01351,0.01917,0.01351,,,,0.04545,,,,0.04545,,,0.04545,,0.04545,,0.04545
