,chr,start,end,WestEurasia-SouthAsia,WestEurasia-Africa,WestEurasia-CentralAsiaSiberia,WestEurasia-Oceania,WestEurasia-America,WestEurasia-EastAsia,SouthAsia-Africa,SouthAsia-CentralAsiaSiberia,SouthAsia-Oceania,SouthAsia-America,SouthAsia-EastAsia,Africa-CentralAsiaSiberia,Africa-Oceania,Africa-America,Africa-EastAsia,CentralAsiaSiberia-Oceania,CentralAsiaSiberia-America,CentralAsiaSiberia-EastAsia,Oceania-America,Oceania-EastAsia,America-EastAsia
41,1,14948501.0,14985000.0,0.0137,0.0137,0.0137,0.02797,0.0137,0.0137,0.0,0.0,0.04167,0.0,0.0,0.0,0.04167,0.0,0.0,0.04167,0.0,0.0,0.04167,0.04167,0.0
42,1,15208801.0,15984700.0,0.0137,0.01412,0.0137,0.0137,0.0137,0.0137,0.02273,0.0,0.0,0.0,0.0,0.02273,0.02273,0.02273,0.02273,0.0,0.0,0.0,0.0,0.0,0.0
43,1,16150401.0,16158200.0,0.00908,0.09647,0.14614,0.0392,0.0373,0.13347,0.114,0.19402,0.04916,0.05526,0.15518,0.02901,0.23709,0.02787,0.01512,0.38022,0.07994,0.01761,0.17174,0.29115,0.04471
44,1,16185601.0,16192900.0,0.0137,0.0137,0.01542,0.01745,0.0137,0.01689,0.0,0.03704,0.04167,0.0,0.03195,0.03704,0.04167,0.0,0.03261,0.01975,0.03704,0.01394,0.04167,0.0143,0.02899
45,1,16232401.0,16579800.0,0.0137,0.0137,0.0137,0.0137,0.0137,0.0137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,1,16751201.0,16755100.0,0.02564,0.0,0.0,0.07368,0.0,0.02174,0.02564,0.02564,0.03291,0.02564,0.01193,0.0,0.06944,0.0,0.02174,0.06463,0.0,0.02174,0.0625,0.03483,0.02174
47,1,16809501.0,16811600.0,0.0137,0.14967,0.0137,0.0137,0.0137,0.0137,0.14583,0.0,0.0,0.0,0.0,0.125,0.11842,0.11364,0.15506,0.0,0.0,0.0,0.0,0.0,0.0
48,1,17361001.0,17363200.0,0.0,0.02273,0.0,0.0,0.0,0.0,0.02273,0.0,0.0,0.0,0.0,0.02273,0.02273,0.02273,0.02273,0.0,0.0,0.0,0.0,0.0,0.0
49,1,17506401.0,17648600.0,0.0137,0.02701,0.0137,0.0137,0.0137,0.0137,0.03367,0.0,0.0,0.0,0.0,0.03162,0.03099,0.03054,0.03461,0.0,0.0,0.0,0.0,0.0,0.0
50,1,17679701.0,18185300.0,0.01856,0.01894,0.01747,0.01716,0.01694,0.00871,0.0,0.0,0.0,0.0,0.02174,0.0,0.0,0.0,0.02174,0.0,0.0,0.02174,0.0,0.02174,0.02174
51,1,18365501.0,18541600.0,0.0137,0.0137,0.0137,0.0137,0.0137,0.0137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,1,18543201.0,18551000.0,0.0,0.0,0.0,0.04167,0.0,0.0,0.0,0.0,0.04167,0.0,0.0,0.0,0.04167,0.0,0.0,0.04167,0.0,0.0,0.04167,0.04167,0.0
53,1,19081401.0,19290500.0,0.0137,0.0137,0.0137,0.0137,0.0137,0.0137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,1,19528701.0,19810800.0,0.0137,0.0137,0.0137,0.09019,0.0137,0.00932,0.0,0.0,0.09583,0.0,0.02174,0.0,0.09808,0.0,0.02174,0.08854,0.0,0.02174,0.0843,0.08014,0.02174
55,1,20391701.0,20573000.0,0.0137,0.02701,0.0137,0.0137,0.0137,0.0137,0.03367,0.0,0.0,0.0,0.0,0.03162,0.03099,0.03054,0.03461,0.0,0.0,0.0,0.0,0.0,0.0
56,1,20888601.0,21096800.0,0.0137,0.01412,0.0137,0.04012,0.0137,0.00932,0.02273,0.0,0.06831,0.0,0.02174,0.02273,0.01851,0.02273,0.01366,0.06463,0.0,0.02174,0.0625,0.03483,0.02174
57,1,21803501.0,21812600.0,0.01925,0.01519,0.01076,0.0268,0.01071,0.00842,0.04799,0.0208,0.01773,0.03058,0.0224,0.02647,0.06343,0.01922,0.01877,0.03394,0.02261,0.0144,0.04953,0.03348,0.01505
58,1,21812601.0,22003500.0,0.01758,0.01788,0.01671,0.01646,0.01629,0.018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,1,22419201.0,22764500.0,0.0137,0.02701,0.0137,0.0137,0.0137,0.0137,0.03367,0.0,0.0,0.0,0.0,0.03162,0.03099,0.03054,0.03461,0.0,0.0,0.0,0.0,0.0,0.0
60,1,22835401.0,23023800.0,0.0137,0.0137,0.0137,0.0137,0.0137,0.0137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,1,23542501.0,23682900.0,0.01616,0.0137,0.0137,0.0137,0.0137,0.0137,0.02564,0.02564,0.02564,0.02564,0.02564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,1,23734901.0,23737800.0,0.0,0.0,0.06463,0.0,0.04545,0.0353,0.0,0.05961,0.0,0.04545,0.03195,0.06065,0.0,0.04545,0.03261,0.05518,0.02386,0.01785,0.04545,0.02941,0.01473
63,1,23820001.0,23827600.0,0.0,0.0,0.0,0.07368,0.0,0.0,0.0,0.0,0.06831,0.0,0.0,0.0,0.06944,0.0,0.0,0.06463,0.0,0.0,0.0625,0.06985,0.0
64,1,23829501.0,23831500.0,0.0137,0.00968,0.0137,0.0137,0.0137,0.0137,0.02273,0.0,0.0,0.0,0.0,0.02273,0.02273,0.02273,0.02273,0.0,0.0,0.0,0.0,0.0,0.0
65,1,23881801.0,24167800.0,0.0137,0.01412,0.02449,0.0137,0.0137,0.0137,0.02273,0.03704,0.0,0.0,0.0,0.01582,0.02273,0.02273,0.02273,0.03704,0.03704,0.03704,0.0,0.0,0.0
66,1,24377601.0,24592800.0,0.01836,0.16983,0.03169,0.13719,0.13446,0.01801,0.14586,0.01961,0.25752,0.13846,0.05154,0.11813,0.65554,0.02273,0.28063,0.33654,0.13178,0.07743,0.65278,0.10418,0.24008
67,1,24804501.0,24844500.0,0.03704,0.06223,0.0724,0.07262,0.01968,0.04594,0.01601,0.02371,0.02513,0.01991,0.01235,0.01497,0.01585,0.02853,0.01262,0.01963,0.04377,0.01824,0.0469,0.01931,0.02107
68,1,24895701.0,24901200.0,0.0,0.12927,0.0,0.0,0.0,0.0,0.10545,0.0,0.0,0.0,0.0,0.09091,0.08636,0.08307,0.11197,0.0,0.0,0.0,0.0,0.0,0.0
69,1,25161501.0,25204000.0,0.01616,0.13401,0.0137,0.0137,0.0137,0.01344,0.08638,0.02564,0.02564,0.02564,0.01193,0.10191,0.09669,0.0929,0.09472,0.0,0.0,0.02174,0.0,0.02174,0.02174
70,1,25207101.0,25211100.0,0.01856,0.01894,0.01747,0.01716,0.01694,0.01908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,1,25490901.0,25732100.0,0.0137,0.0137,0.0137,0.0137,0.0137,0.02762,0.0,0.0,0.0,0.0,0.04242,0.0,0.0,0.0,0.04373,0.0,0.0,0.03851,0.0,0.03731,0.03645
72,1,25970301.0,26424400.0,0.0137,0.0137,0.0137,0.0137,0.0137,0.0137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,1,26459301.0,26469200.0,0.0588,0.01498,0.11328,0.01039,0.10039,0.08742,0.03934,0.05914,0.07346,0.05533,0.01629,0.11326,0.01968,0.10308,0.06362,0.19508,0.0,0.03851,0.18269,0.10729,0.03645
74,1,26703501.0,26708100.0,0.0,0.02273,0.0,0.0,0.0,0.0,0.02273,0.0,0.0,0.0,0.0,0.02273,0.02273,0.02273,0.02273,0.0,0.0,0.0,0.0,0.0,0.0
75,1,27696801.0,27703400.0,0.0,0.0,0.0,0.04167,0.0,0.0,0.0,0.0,0.04167,0.0,0.0,0.0,0.04167,0.0,0.0,0.04167,0.0,0.0,0.04167,0.04167,0.0
76,1,27782801.0,28037800.0,0.01758,0.01788,0.01671,0.01646,0.01629,0.018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,1,28220901.0,28316200.0,0.01201,0.02844,0.02434,0.01048,0.02285,0.02884,0.02564,0.02564,0.01781,0.02564,0.02564,0.0,0.04167,0.0,0.0,0.04167,0.0,0.0,0.04167,0.04167,0.0
78,1,28542901.0,28545500.0,0.0,0.08198,0.0,0.0,0.0,0.0,0.06818,0.0,0.0,0.0,0.0,0.05992,0.05736,0.05551,0.07193,0.0,0.0,0.0,0.0,0.0,0.0
79,1,28547901.0,28550100.0,0.0,0.0,0.0,0.04167,0.0,0.0,0.0,0.0,0.04167,0.0,0.0,0.0,0.04167,0.0,0.0,0.04167,0.0,0.0,0.04167,0.04167,0.0
80,1,28551201.0,28564600.0,0.03038,0.03327,0.02254,0.03956,0.02738,0.05344,0.01214,0.0162,0.02564,0.01649,0.02564,0.01582,0.02273,0.01515,0.02273,0.03704,0.02243,0.03704,0.04545,0.0,0.04545
81,1,28613201.0,28616000.0,0.0,0.0,0.0,0.0,0.0,0.02174,0.0,0.0,0.0,0.0,0.02174,0.0,0.0,0.0,0.02174,0.0,0.0,0.02174,0.0,0.02174,0.02174
82,1,28933201.0,29658800.0,0.00939,0.0116,0.02832,0.01175,0.02627,0.03447,0.01781,0.03646,0.01635,0.0352,0.03985,0.0502,0.02272,0.04692,0.0592,0.04167,0.0,0.0,0.04167,0.04167,0.0
83,1,30199701.0,30204100.0,0.0353,0.01496,0.02613,0.0133,0.01233,0.00851,0.07414,0.0162,0.07905,0.03705,0.04742,0.05808,0.01506,0.02922,0.01608,0.06602,0.03265,0.03683,0.03409,0.01667,0.01795
84,1,30473201.0,30495100.0,0.06565,0.0137,0.0137,0.0137,0.0137,0.0137,0.06848,0.05914,0.05693,0.05533,0.06933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,1,30764901.0,30822500.0,0.01818,0.01853,0.01718,0.01689,0.01669,0.00946,0.0,0.0,0.0,0.0,0.02174,0.0,0.0,0.0,0.02174,0.0,0.0,0.02174,0.0,0.02174,0.02174
86,1,31105401.0,31429100.0,0.0137,0.0137,0.0137,0.0137,0.0137,0.02107,0.0,0.0,0.0,0.0,0.02989,0.0,0.0,0.0,0.03042,0.0,0.0,0.02833,0.0,0.02786,0.02752
87,1,31575101.0,31577300.0,0.0137,0.0137,0.0137,0.0137,0.0137,0.0137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,1,31719401.0,31722500.0,0.0,0.0,0.06463,0.04167,0.0,0.06314,0.0,0.05961,0.04167,0.0,0.05314,0.06065,0.04167,0.0,0.05511,0.02424,0.05437,0.0142,0.04167,0.02115,0.04416
89,1,31723601.0,31727500.0,0.0137,0.0137,0.0137,0.01745,0.0137,0.0137,0.0,0.0,0.04167,0.0,0.0,0.0,0.04167,0.0,0.0,0.04167,0.0,0.0,0.04167,0.04167,0.0
90,1,31995901.0,32322900.0,0.01758,0.01788,0.01671,0.01646,0.01629,0.018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,1,33193801.0,33196500.0,0.01667,0.0297,0.02526,0.0243,0.09932,0.00886,0.06848,0.05914,0.05693,0.06431,0.01629,0.0,0.0,0.21212,0.04373,0.0,0.18816,0.03851,0.18182,0.03731,0.09557
92,1,33328601.0,33484600.0,0.01758,0.01788,0.01671,0.01646,0.01629,0.018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,1,33719401.0,33856000.0,0.0137,0.0137,0.07782,0.0137,0.13738,0.0137,0.0,0.08289,0.0,0.13876,0.0,0.08497,0.0,0.14223,0.0,0.07407,0.0303,0.08571,0.12338,0.0,0.14347
94,1,34135401.0,34137600.0,0.0,0.02273,0.0,0.0,0.0,0.0,0.02273,0.0,0.0,0.0,0.0,0.02273,0.02273,0.02273,0.02273,0.0,0.0,0.0,0.0,0.0,0.0
95,1,34138501.0,34143500.0,0.0137,0.0137,0.0137,0.0137,0.0137,0.0137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,1,35080901.0,35098200.0,0.0137,0.0137,0.0137,0.0137,0.0137,0.0137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,1,35101101.0,35123500.0,0.03618,0.03246,0.02129,0.14664,0.08509,0.08895,0.01226,0.01812,0.10285,0.04362,0.0283,0.01564,0.10335,0.04531,0.03152,0.15142,0.07125,0.0464,0.04931,0.04895,0.01695
98,1,35218601.0,35457800.0,0.0137,0.0137,0.0137,0.0137,0.0137,0.0137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,1,36086301.0,36087500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,1,36422901.0,36428100.0,0.0,0.03715,0.0,0.0,0.0,0.0,0.03367,0.0,0.0,0.0,0.0,0.03162,0.03099,0.03054,0.03461,0.0,0.0,0.0,0.0,0.0,0.0
101,1,36858501.0,37180400.0,0.0137,0.0137,0.0137,0.02797,0.0137,0.0137,0.0,0.0,0.04167,0.0,0.0,0.0,0.04167,0.0,0.0,0.04167,0.0,0.0,0.04167,0.04167,0.0
102,1,37493601.0,37570200.0,0.0137,0.0137,0.0137,0.0137,0.0137,0.0137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,1,37695601.0,37743900.0,0.0137,0.0137,0.0137,0.0137,0.0137,0.01344,0.0,0.0,0.0,0.0,0.02174,0.0,0.0,0.0,0.02174,0.0,0.0,0.02174,0.0,0.02174,0.02174
104,1,38042701.0,38608400.0,0.03245,0.03392,0.02832,0.02712,0.02627,0.03447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,1,38632501.0,38650200.0,0.0137,0.01412,0.0137,0.0137,0.0137,0.0137,0.02273,0.0,0.0,0.0,0.0,0.02273,0.02273,0.02273,0.02273,0.0,0.0,0.0,0.0,0.0,0.0
106,1,39084101.0,39086600.0,0.05395,0.01083,0.01918,0.04802,0.03425,0.00883,0.07805,0.09764,0.01592,0.12519,0.04861,0.01832,0.07948,0.0386,0.01612,0.11316,0.03704,0.02935,0.15625,0.04777,0.0521
107,1,39401601.0,39404500.0,0.0,0.02273,0.0,0.0,0.0,0.0,0.02273,0.0,0.0,0.0,0.0,0.02273,0.02273,0.02273,0.02273,0.0,0.0,0.0,0.0,0.0,0.0
108,1,39512301.0,39515500.0,0.0,0.0,0.0,0.0,0.04545,0.0,0.0,0.0,0.0,0.04545,0.0,0.0,0.0,0.04545,0.0,0.0,0.04545,0.0,0.04545,0.0,0.04545
109,1,40575401.0,40587400.0,0.0,0.02273,0.0,0.0,0.0,0.0,0.02273,0.0,0.0,0.0,0.0,0.02273,0.02273,0.02273,0.02273,0.0,0.0,0.0,0.0,0.0,0.0
110,1,40683501.0,40690000.0,0.0137,0.0137,0.0137,0.0137,0.0137,0.0137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,1,40889701.0,40926400.0,0.01758,0.01788,0.01671,0.01646,0.01629,0.018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,1,40956601.0,41207600.0,0.0137,0.0137,0.0137,0.0137,0.0137,0.0137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113,1,41235201.0,41542800.0,0.0235,0.02427,0.02132,0.02069,0.02025,0.02456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,1,41664401.0,41696400.0,0.01758,0.01788,0.01671,0.01646,0.02631,0.018,0.0,0.0,0.0,0.06941,0.0,0.0,0.0,0.07038,0.0,0.0,0.06626,0.0,0.0652,0.0,0.07072
115,1,41780701.0,42070100.0,0.0137,0.0137,0.0137,0.0137,0.0137,0.0137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,1,42076601.0,42210500.0,0.0137,0.0137,0.0137,0.0137,0.0137,0.0137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,1,42602601.0,42658800.0,0.0137,0.0411,0.0137,0.0137,0.0137,0.0137,0.04489,0.0,0.0,0.0,0.0,0.04078,0.03951,0.0386,0.04676,0.0,0.0,0.0,0.0,0.0,0.0
118,1,42902201.0,42937200.0,0.0137,0.0137,0.02449,0.0137,0.0137,0.0137,0.0,0.03704,0.0,0.0,0.0,0.03704,0.0,0.0,0.0,0.03704,0.03704,0.03704,0.0,0.0,0.0
119,1,43196601.0,43199000.0,0.0,0.0,0.0,0.04167,0.0,0.0,0.0,0.0,0.04167,0.0,0.0,0.0,0.04167,0.0,0.0,0.04167,0.0,0.0,0.04167,0.04167,0.0
120,1,43381501.0,43478000.0,0.0137,0.0137,0.03444,0.0137,0.0137,0.02549,0.0,0.05961,0.0,0.0,0.03195,0.06065,0.0,0.0,0.03261,0.05518,0.05437,0.01399,0.0,0.02941,0.02899
